Element 1: (2, (16, 2), ['.', '%', '.', '%'], [(11, 10), (9, 7), (18, 6)], [False, True, False, True], 98, False, [True, False, True, False], 1009, 'North', (16, 3))
Element 2: (2, (16, 3), ['%', '', '.', '.'], [(12, 10), (10, 7), (18, 5)], [True, False, False, False], 96, False, [False, False, True, True], 2038, 'East', (17, 3))
Element 3: (2, (17, 3), ['', '%', '.', '%'], [(13, 10), (10, 8), (18, 4)], [False, True, False, True], 94, False, [False, False, True, False], 2077, 'North', (17, 4))
Element 4: (2, (17, 4), ['.', '', '.', ''], [(14, 10), (11, 8), (18, 5)], [False, False, False, False], 92, False, [True, False, True, False], 2106, 'North', (17, 5))
Element 5: (2, (17, 5), ['%', '', '.', ''], [(15, 10), (11, 9), (18, 4)], [True, False, False, False], 90, False, [False, False, True, False], 2135, 'North', (17, 6))
Element 6: (2, (17, 6), ['.', '', '%', ''], [(16, 10), (12, 9), (18, 5)], [False, False, True, False], 88, False, [True, False, False, False], 2164, 'West', (16, 6))
Element 7: (2, (16, 6), ['.', '%', '.', ''], [(17, 10), (13, 9), (18, 6)], [False, True, False, False], 86, False, [True, False, True, False], 2193, 'North', (16, 7))
Element 8: (2, (16, 7), ['.', '', '.', '%'], [(18, 10), (13, 8), (17, 6)], [False, False, False, True], 84, False, [True, False, True, False], 2222, 'North', (16, 8))
Element 9: (2, (16, 8), ['.', '', '.', '.'], [(18, 11), (14, 8), (17, 5)], [False, False, False, False], 82, False, [True, False, True, True], 2251, 'East', (17, 8))
Element 10: (2, (17, 8), ['', '%', '.', '.'], [(17, 11), (15, 8), (17, 4)], [False, True, False, False], 80, False, [False, False, True, True], 2280, 'East', (18, 8))
Element 11: (2, (18, 8), ['', '%', '.', '%'], [(16, 11), (15, 9), (16, 4)], [False, True, False, True], 78, False, [False, False, True, False], 2319, 'North', (18, 9))
Element 12: (2, (18, 9), ['.', '', '', '%'], [(16, 12), (16, 9), (15, 4)], [False, False, False, True], 76, False, [True, False, False, False], 2358, 'West', (17, 9))
Element 13: (2, (17, 9), ['', '', '', ''], [(16, 13), (16, 10), (15, 5)], [False, False, False, False], 74, False, [False, False, False, False], 2387, 'North', (17, 10))
Element 14: (2, (17, 10), ['', '', '', ''], [(17, 13), (16, 11), (15, 6)], [False, False, False, False], 72, False, [False, False, False, False], 2406, 'East', (18, 10))
Element 15: (2, (18, 10), ['', '', '', '%'], [(18, 13), (15, 11), (15, 7)], [False, False, False, True], 70, False, [False, False, False, False], 2435, 'North', (18, 11))
Element 16: (2, (18, 11), ['', '', '%', '%'], [(17, 13), (15, 12), (14, 7)], [False, False, True, True], 68, False, [False, False, False, False], 2454, 'West', (17, 11))
Element 17: (2, (17, 11), ['', '', '%', ''], [(16, 13), (14, 12), (14, 6)], [False, False, True, False], 66, False, [False, False, False, False], 2473, 'West', (16, 11))
Element 18: (2, (16, 11), ['', '', 'G', ''], [(16, 12), (14, 11), (14, 5)], [False, False, False, False], 64, False, [False, False, False, False], 2492, 'South', (16, 10))
Element 19: (2, (16, 10), ['', '', '', ''], [(15, 12), (13, 11), (13, 5)], [False, False, False, False], 62, False, [False, False, False, False], 2511, 'South', (16, 9))
Element 20: (2, (16, 9), ['', '', '', ''], [(15, 11), (13, 12), (13, 6)], [False, False, False, False], 60, False, [False, False, False, False], 2530, 'West', (15, 9))
Element 21: (2, (15, 9), ['%', '', '', ''], [(14, 11), (12, 12), (13, 7)], [True, False, False, False], 58, False, [False, False, False, False], 2549, 'North', (15, 10))
Element 22: (2, (15, 10), ['', '', '', ''], [(14, 12), (12, 13), (12, 7)], [False, False, False, False], 56, False, [False, False, False, False], 3558, 'North', (15, 11))
Element 23: (2, (15, 11), ['', '', '', ''], [(13, 12), (11, 13), (12, 6)], [False, False, False, False], 54, False, [False, False, False, False], 3577, 'North', (15, 12))
Element 24: (2, (15, 12), ['', '', '%', ''], [(13, 11), (10, 13), (12, 5)], [False, False, True, False], 52, False, [False, False, False, False], 3596, 'East', (16, 12))
Element 25: (2, (16, 12), ['', '', '', '%'], [(12, 11), (10, 12), (12, 6)], [False, False, False, True], 50, False, [False, False, False, False], 3615, 'North', (16, 13))
Element 26: (2, (16, 13), ['%', '', '%', ''], [(11, 11), (10, 11), (12, 7)], [True, False, True, False], 48, False, [False, False, False, False], 3634, 'East', (17, 13))
Element 27: (2, (17, 13), ['', '%', '%', ''], [(12, 11), (9, 11), (13, 7)], [False, True, True, False], 46, False, [False, False, False, False], 3643, 'East', (18, 13))
Element 28: (2, (18, 13), ['', '%', '%', '%'], [(12, 12), (9, 12), (13, 8)], [False, True, True, True], 44, False, [False, False, False, False], 3652, 'West', (17, 13))
Element 29: (2, (17, 13), ['', '%', '%', ''], [(12, 13), (9, 11), (14, 8)], [False, True, True, False], 42, False, [False, False, False, False], 3651, 'West', (16, 13))
Element 30: (2, (16, 13), ['%', '', '%', ''], [(11, 13), (9, 10), (15, 8)], [True, False, True, False], 40, False, [False, False, False, False], 3660, 'South', (16, 12))
Element 31: (2, (16, 12), ['', '', '', '%'], [(10, 13), (9, 9), (16, 8)], [False, False, False, True], 38, False, [False, False, False, False], 3669, 'West', (15, 12))
Element 32: (2, (15, 12), ['', '', '%', ''], [(10, 12), (8, 9), (17, 8)], [False, False, True, False], 36, False, [False, False, False, False], 3678, 'West', (14, 12))
Element 33: (2, (14, 12), ['', '', '%', ''], [(10, 11), (7, 9), (18, 8)], [False, False, True, False], 34, False, [False, False, False, False], 4677, 'South', (14, 11))
Element 34: (2, (14, 11), ['', '', '', ''], [(9, 11), (6, 9), (18, 9)], [False, False, False, False], 32, False, [False, False, False, False], 5676, 'South', (14, 10))
Element 35: (2, (14, 10), ['', '%', '', ''], [(8, 11), (6, 10), (18, 10)], [False, True, False, False], 30, False, [False, False, False, False], 5695, 'West', (13, 10))
Element 36: (2, (13, 10), ['', '', '', ''], [(7, 11), (7, 10), (18, 11)], [False, False, False, False], 28, False, [False, False, False, False], 6704, 'North', (13, 11))
Element 37: (2, (13, 11), ['', '', '', ''], [(6, 11), (8, 10), (17, 11)], [False, False, False, False], 26, False, [False, False, False, False], 6723, 'North', (13, 12))
Element 38: (2, (13, 12), ['', '', '%', ''], [(5, 11), (8, 11), (17, 10)], [False, False, True, False], 24, False, [False, False, False, False], 6732, 'West', (12, 12))
Element 39: (2, (12, 12), ['%', '', '', ''], [(5, 10), (7, 11), (17, 9)], [True, False, False, False], 22, False, [False, False, False, False], 6741, 'North', (12, 13))
Element 40: (2, (12, 13), ['', '', '%', '%'], [(5, 9), (6, 11), (16, 9)], [False, False, True, True], 20, False, [False, False, False, False], 6750, 'West', (11, 13))
Element 41: (2, (11, 13), ['', '%', '%', ''], [(4, 9), (5, 11), (16, 10)], [False, True, True, False], 18, False, [False, False, False, False], 6759, 'West', (10, 13))
Element 42: (2, (10, 13), ['%', '', '%', ''], [(4, 10), (5, 10), (16, 11)], [True, False, True, False], 16, False, [False, False, False, False], 6768, 'South', (10, 12))
Element 43: (2, (10, 12), ['', '', '', '%'], [(3, 10), (5, 9), (16, 12)], [False, False, False, True], 14, False, [False, False, False, False], 6777, 'South', (10, 11))
Element 44: (2, (10, 11), ['', '', '', ''], [(3, 11), (4, 9), (16, 13)], [False, False, False, False], 12, False, [False, False, False, False], 6786, 'East', (11, 11))
Element 45: (2, (11, 11), ['', '', '%', ''], [(3, 12), (4, 10), (17, 13)], [False, False, True, False], 10, False, [False, False, False, False], 6795, 'East', (12, 11))
Element 46: (2, (12, 11), ['', '', '', ''], [(3, 13), (3, 10), (18, 13)], [False, False, False, False], 8, False, [False, False, False, False], 6804, 'South', (12, 10))
