Element 1: (1, (3, 1), ['F', '%', '.', '.'], [(10, 7), (9, 5), (16, 12)], [False, True, False, False], 98, False, [False, False, True, True], 999, 'West', (2, 1))
Element 2: (1, (2, 1), ['.', '%', '.', ''], [(9, 7), (10, 5), (16, 13)], [False, True, False, False], 96, False, [True, False, True, False], 3018, 'North', (2, 2))
Element 3: (1, (2, 2), ['.', '', '%', '.'], [(9, 8), (10, 4), (17, 13)], [False, False, True, False], 94, False, [True, False, False, True], 3057, 'East', (3, 2))
Element 4: (1, (3, 2), ['', '', '%', '.'], [(10, 8), (10, 3), (18, 13)], [False, False, True, False], 92, False, [False, False, False, True], 3096, 'East', (4, 2))
Element 5: (1, (4, 2), ['', '.', '%', '.'], [(11, 8), (11, 3), (17, 13)], [False, False, True, False], 90, False, [False, True, False, True], 3125, 'East', (5, 2))
Element 6: (1, (5, 2), ['', '%', '.', '.'], [(11, 9), (12, 3), (16, 13)], [False, True, False, False], 88, False, [False, False, True, True], 3154, 'East', (6, 2))
Element 7: (1, (6, 2), ['', '%', '.', '.'], [(12, 9), (13, 3), (16, 12)], [False, True, False, False], 86, False, [False, False, True, True], 3183, 'East', (7, 2))
Element 8: (1, (7, 2), ['', '%', '.', '.'], [(13, 9), (14, 3), (16, 11)], [False, True, False, False], 84, False, [False, False, True, True], 3222, 'East', (8, 2))
Element 9: (1, (8, 2), ['', '%', '%', '.'], [(13, 10), (14, 2), (17, 11)], [False, True, True, False], 82, False, [False, False, False, True], 3261, 'East', (9, 2))
Element 10: (1, (9, 2), ['', 'F', '%', '.'], [(14, 10), (15, 2), (18, 11)], [False, False, True, False], 80, False, [False, False, False, True], 3300, 'South', (9, 1))
Element 11: (1, (9, 1), ['%', '%', '', '.'], [(15, 10), (16, 2), (18, 10)], [True, True, False, False], 78, False, [False, False, False, True], 4329, 'East', (10, 1))
Element 12: (1, (10, 1), ['', '%', '.', '.'], [(16, 10), (16, 3), (18, 9)], [False, True, False, False], 76, False, [False, False, True, True], 4368, 'East', (11, 1))
Element 13: (1, (11, 1), ['', '%', '.', '.'], [(17, 10), (17, 3), (18, 8)], [False, True, False, False], 74, False, [False, False, True, True], 4407, 'East', (12, 1))
Element 14: (1, (12, 1), ['', '%', '.', '.'], [(17, 9), (17, 4), (17, 8)], [False, True, False, False], 72, False, [False, False, True, True], 4446, 'East', (13, 1))
Element 15: (1, (13, 1), ['', '%', '%', '.'], [(16, 9), (18, 4), (16, 8)], [False, True, True, False], 70, False, [False, False, False, True], 4485, 'East', (14, 1))
Element 16: (1, (14, 1), ['', '%', '', '%'], [(15, 9), (18, 5), (16, 7)], [False, True, False, True], 68, False, [False, False, False, False], 4524, 'North', (14, 2))
Element 17: (1, (14, 2), ['%', '', '', ''], [(15, 8), (18, 6), (16, 6)], [True, False, False, False], 66, False, [False, False, False, False], 4553, 'East', (15, 2))
Element 18: (1, (15, 2), ['', '%', '%', ''], [(15, 7), (17, 6), (15, 6)], [False, True, True, False], 64, False, [False, False, False, False], 4582, 'East', (16, 2))
