Element 1: (1, (9, 2), ['.', 'F', '%', '.'], [(18, 11), (9, 10), (10, 11)], [False, False, True, False], 98, False, [True, False, False, True], 9, 'South', (9, 1))
Element 2: (1, (9, 1), ['%', '%', '', '.'], [(18, 10), (10, 10), (11, 11)], [True, True, False, False], 96, False, [False, False, False, True], 1038, 'East', (10, 1))
Element 3: (1, (10, 1), ['', '%', '.', '.'], [(18, 9), (11, 10), (12, 11)], [False, True, False, False], 94, False, [False, False, True, True], 1077, 'East', (11, 1))
Element 4: (1, (11, 1), ['', '%', '.', '.'], [(18, 8), (12, 10), (13, 11)], [False, True, False, False], 92, False, [False, False, True, True], 1116, 'East', (12, 1))
Element 5: (1, (12, 1), ['', '%', '.', '.'], [(17, 8), (13, 10), (14, 11)], [False, True, False, False], 90, False, [False, False, True, True], 1155, 'East', (13, 1))
Element 6: (1, (13, 1), ['', '%', '%', '.'], [(17, 9), (14, 10), (15, 11)], [False, True, True, False], 88, False, [False, False, False, True], 1194, 'East', (14, 1))
Element 7: (1, (14, 1), ['', '%', '.', '%'], [(17, 10), (15, 10), (16, 11)], [False, True, False, True], 86, False, [False, False, True, False], 1233, 'North', (14, 2))
Element 8: (1, (14, 2), ['%', '', '.', '.'], [(17, 9), (16, 10), (16, 12)], [True, False, False, False], 84, False, [False, False, True, True], 1262, 'East', (15, 2))
Element 9: (1, (15, 2), ['', '%', '%', '.'], [(17, 8), (16, 9), (16, 13)], [False, True, True, False], 82, False, [False, False, False, True], 1291, 'East', (16, 2))
Element 10: (1, (16, 2), ['', '%', '.', '%'], [(17, 9), (16, 8), (17, 13)], [False, True, False, True], 80, False, [False, False, True, False], 1320, 'North', (16, 3))
Element 11: (1, (16, 3), ['%', '', '.', '.'], [(17, 8), (16, 7), (18, 13)], [True, False, False, False], 78, False, [False, False, True, True], 1349, 'East', (17, 3))
Element 12: (1, (17, 3), ['', '%', '.', '%'], [(16, 8), (16, 6), (17, 13)], [False, True, False, True], 76, False, [False, False, True, False], 1368, 'North', (17, 4))
Element 13: (1, (17, 4), ['.', '', '.', '.'], [(15, 8), (17, 6), (16, 13)], [False, False, False, False], 74, False, [True, False, True, True], 1397, 'East', (18, 4))
Element 14: (1, (18, 4), ['', '%', '.', '%'], [(15, 9), (18, 6), (16, 12)], [False, True, False, True], 72, False, [False, False, True, False], 1426, 'North', (18, 5))
Element 15: (1, (18, 5), ['.', '', '', '%'], [(16, 9), (17, 6), (15, 12)], [False, False, False, True], 70, False, [True, False, False, False], 1445, 'West', (17, 5))
Element 16: (1, (17, 5), ['%', '', '', ''], [(16, 10), (16, 6), (14, 12)], [True, False, False, False], 68, False, [False, False, False, False], 1464, 'North', (17, 6))
Element 17: (1, (17, 6), ['', '', '%', ''], [(16, 11), (16, 7), (13, 12)], [False, False, True, False], 66, False, [False, False, False, False], 1473, 'East', (18, 6))
