Element 1: (2, (8, 9), ['F', '.', '.', '.'], [(15, 8), (6, 6), (18, 5)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'West', (7, 9))
Element 2: (2, (7, 9), ['F', '%', '.', ''], [(16, 8), (6, 5), (18, 6)], [False, True, False, False], 96, False, [False, False, True, False], 1048, 'West', (6, 9))
Element 3: (2, (6, 9), ['.', '%', '.', ''], [(17, 8), (7, 5), (17, 6)], [False, True, False, False], 94, False, [True, False, True, False], 2077, 'North', (6, 10))
Element 4: (2, (6, 10), ['.', '', '.', '.'], [(18, 8), (7, 4), (17, 5)], [False, False, False, False], 92, False, [True, False, True, True], 2116, 'East', (7, 10))
Element 5: (2, (7, 10), ['', '', 'F', '.'], [(18, 9), (8, 4), (17, 4)], [False, False, False, False], 90, False, [False, False, False, True], 2155, 'North', (7, 11))
Element 6: (2, (7, 11), ['.', '', '%', '.'], [(18, 10), (9, 4), (18, 4)], [False, False, True, False], 88, False, [True, False, False, True], 3184, 'East', (8, 11))
Element 7: (2, (8, 11), ['', '.', '%', '.'], [(18, 11), (10, 4), (17, 4)], [False, False, True, False], 86, False, [False, True, False, True], 3213, 'East', (9, 11))
Element 8: (2, (9, 11), ['', '.', '.', '.'], [(17, 11), (10, 5), (17, 3)], [False, False, False, False], 84, False, [False, True, True, True], 3252, 'East', (10, 11))
Element 9: (2, (10, 11), ['', '.', '.', '.'], [(17, 10), (10, 6), (16, 3)], [False, False, False, False], 82, False, [False, True, True, True], 3291, 'East', (11, 11))
Element 10: (2, (11, 11), ['', '.', '%', '.'], [(17, 9), (10, 7), (16, 4)], [False, False, True, False], 80, False, [False, True, False, True], 4320, 'East', (12, 11))
Element 11: (2, (12, 11), ['', '.', '.', '.'], [(16, 9), (9, 7), (15, 4)], [False, False, False, False], 78, False, [False, True, True, True], 5349, 'East', (13, 11))
Element 12: (2, (13, 11), ['', '.', '.', '.'], [(16, 10), (9, 8), (15, 5)], [False, False, False, False], 76, False, [False, True, True, True], 5388, 'East', (14, 11))
Element 13: (2, (14, 11), ['', '.', '.', '.'], [(16, 11), (10, 8), (15, 6)], [False, False, False, False], 74, False, [False, True, True, True], 5427, 'East', (15, 11))
Element 14: (2, (15, 11), ['', '.', '.', ''], [(16, 12), (11, 8), (16, 6)], [False, False, False, False], 72, False, [False, True, True, False], 5466, 'North', (15, 12))
Element 15: (2, (15, 12), ['.', '', '%', ''], [(16, 13), (11, 9), (16, 7)], [False, False, True, False], 70, False, [True, False, False, False], 5505, 'West', (14, 12))
Element 16: (2, (14, 12), ['.', '', '%', ''], [(17, 13), (12, 9), (15, 7)], [False, False, True, False], 68, False, [True, False, False, False], 5544, 'West', (13, 12))
Element 17: (2, (13, 12), ['.', '', '%', ''], [(18, 13), (13, 9), (14, 7)], [False, False, True, False], 66, False, [True, False, False, False], 5583, 'West', (12, 12))
