Element 1: (1, (5, 6), ['.', '.', '.', 'G'], [(6, 6), (7, 2), (13, 9)], [False, False, False, False], 98, False, [True, True, True, False], 9, 'North', (5, 7))
Element 2: (1, (5, 7), ['%', '', '%', ''], [(6, 5), (8, 2), (13, 10)], [True, False, True, False], 96, False, [False, False, False, False], 48, 'East', (6, 7))
Element 3: (1, (6, 7), ['', '', '%', '%'], [(7, 5), (9, 2), (14, 10)], [False, False, True, True], 94, False, [False, False, False, False], 77, 'South', (6, 6))
Element 4: (1, (6, 6), ['', '', '', '%'], [(7, 4), (9, 1), (15, 10)], [False, False, False, True], 92, False, [False, False, False, False], 1096, 'South', (6, 5))
Element 5: (1, (6, 5), ['.', '.', '', ''], [(8, 4), (10, 1), (16, 10)], [False, False, False, False], 90, False, [True, True, False, False], 1125, 'South', (6, 4))
Element 6: (1, (6, 4), ['.', '.', '', ''], [(9, 4), (11, 1), (17, 10)], [False, False, False, False], 88, False, [True, True, False, False], 1164, 'South', (6, 3))
Element 7: (1, (6, 3), ['.', '.', '', '.'], [(10, 4), (12, 1), (18, 10)], [False, False, False, False], 86, False, [True, True, False, True], 1203, 'East', (7, 3))
Element 8: (1, (7, 3), ['', '', '', '%'], [(10, 5), (13, 1), (18, 11)], [False, False, False, True], 84, False, [False, False, False, False], 1242, 'North', (7, 4))
Element 9: (1, (7, 4), ['', '', '', ''], [(10, 6), (14, 1), (17, 11)], [False, False, False, False], 82, False, [False, False, False, False], 1271, 'East', (8, 4))
Element 10: (1, (8, 4), ['', '%', '%', ''], [(10, 7), (14, 2), (16, 11)], [False, True, True, False], 80, False, [False, False, False, False], 2290, 'East', (9, 4))
Element 11: (1, (9, 4), ['', '%', '.', ''], [(9, 7), (15, 2), (16, 12)], [False, True, False, False], 78, False, [False, False, True, False], 3309, 'North', (9, 5))
Element 12: (1, (9, 5), ['%', '', '.', ''], [(9, 8), (16, 2), (16, 13)], [True, False, False, False], 76, False, [False, False, True, False], 3348, 'North', (9, 6))
Element 13: (1, (9, 6), ['%', '', '', ''], [(10, 8), (16, 3), (17, 13)], [True, False, False, False], 74, False, [False, False, False, False], 3387, 'East', (10, 6))
Element 14: (1, (10, 6), ['', '', '', '%'], [(11, 8), (17, 3), (18, 13)], [False, False, False, True], 72, False, [False, False, False, False], 3416, 'North', (10, 7))
Element 15: (1, (10, 7), ['', '', '', '%'], [(11, 9), (17, 4), (17, 13)], [False, False, False, True], 70, False, [False, False, False, False], 3435, 'North', (10, 8))
Element 16: (1, (10, 8), ['', '', '%', ''], [(12, 9), (18, 4), (16, 13)], [False, False, True, False], 68, False, [False, False, False, False], 3454, 'East', (11, 8))
Element 17: (1, (11, 8), ['', '%', '', '%'], [(12, 10), (18, 5), (16, 12)], [False, True, False, True], 66, False, [False, False, False, False], 3473, 'North', (11, 9))
Element 18: (1, (11, 9), ['%', '', '.', ''], [(12, 11), (18, 6), (15, 12)], [True, False, False, False], 64, False, [False, False, True, False], 3502, 'North', (11, 10))
Element 19: (1, (11, 10), ['.', '', '.', ''], [(13, 11), (17, 6), (15, 11)], [False, False, False, False], 62, False, [True, False, True, False], 3541, 'North', (11, 11))
Element 20: (1, (11, 11), ['.', '', '%', ''], [(13, 12), (17, 5), (14, 11)], [False, False, True, False], 60, False, [True, False, False, False], 3580, 'West', (10, 11))
Element 21: (1, (10, 11), ['.', '.', '.', ''], [(12, 12), (17, 6), (14, 12)], [False, False, False, False], 58, False, [True, True, True, False], 3609, 'North', (10, 12))
Element 22: (1, (10, 12), ['.', '', '.', '%'], [(12, 13), (16, 6), (13, 12)], [False, False, False, True], 56, False, [True, False, True, False], 4628, 'North', (10, 13))
Element 23: (1, (10, 13), ['%', '', '%', 'G'], [(11, 13), (16, 7), (13, 11)], [True, False, True, False], 54, False, [False, False, False, False], 4657, 'South', (10, 12))
Element 24: (1, (10, 12), ['.', '', 'G', '%'], [(10, 13), (16, 8), (12, 11)], [False, False, False, True], 52, False, [True, False, False, False], 4666, 'West', (9, 12))
Element 25: (1, (9, 12), ['%', '.', '%', 'G'], [(10, 12), (17, 8), (12, 12)], [True, False, True, False], 50, False, [False, True, False, False], 4685, 'South', (9, 11))
Element 26: (1, (9, 11), ['.', '.', '', 'G'], [(10, 11), (18, 8), (12, 13)], [False, False, False, False], 48, False, [True, True, False, False], 4704, 'South', (9, 10))
Element 27: (1, (9, 10), ['.', '.', '', 'G'], [(10, 10), (18, 9), (11, 13)], [False, False, False, False], 46, False, [True, True, False, False], 4733, 'South', (9, 9))
Element 28: (1, (9, 9), ['.', '', '', '%'], [(11, 10), (17, 9), (10, 13)], [False, False, False, True], 44, False, [True, False, False, False], 4752, 'West', (8, 9))
Element 29: (1, (8, 9), ['F', '.', '.', ''], [(11, 11), (16, 9), (10, 12)], [False, False, False, False], 42, False, [False, True, True, False], 4771, 'West', (7, 9))
Element 30: (1, (7, 9), ['F', '%', '.', ''], [(11, 10), (15, 9), (10, 11)], [False, True, False, False], 40, False, [False, False, True, False], 5780, 'West', (6, 9))
Element 31: (1, (6, 9), ['.', '%', '.', ''], [(10, 10), (15, 8), (11, 11)], [False, True, False, False], 38, False, [True, False, True, False], 6789, 'North', (6, 10))
Element 32: (1, (6, 10), ['.', '', '.', '.'], [(9, 10), (15, 7), (11, 10)], [False, False, False, False], 36, False, [True, False, True, True], 6808, 'East', (7, 10))
Element 33: (1, (7, 10), ['', '', 'F', 'G'], [(8, 10), (15, 6), (12, 10)], [False, False, False, False], 34, False, [False, False, False, False], 6837, 'North', (7, 11))
Element 34: (1, (7, 11), ['.', '', '%', 'G'], [(8, 11), (15, 5), (12, 9)], [False, False, True, False], 32, False, [True, False, False, False], 7856, 'West', (6, 11))
Element 35: (1, (6, 11), ['.', '', '%', ''], [(9, 11), (15, 4), (11, 9)], [False, False, True, False], 30, False, [True, False, False, False], 7875, 'West', (5, 11))
Element 36: (1, (5, 11), ['%', '.', '%', ''], [(9, 12), (16, 4), (11, 8)], [True, False, True, False], 28, False, [False, True, False, False], 7894, 'South', (5, 10))
Element 37: (1, (5, 10), ['.', '.', '', ''], [(9, 11), (15, 4), (10, 8)], [False, False, False, False], 26, False, [True, True, False, False], 7903, 'South', (5, 9))
Element 38: (1, (5, 9), ['.', '%', '', ''], [(8, 11), (15, 5), (10, 7)], [False, True, False, False], 24, False, [True, False, False, False], 7912, 'West', (4, 9))
Element 39: (1, (4, 9), ['%', '%', '.', ''], [(7, 11), (14, 5), (10, 6)], [True, True, False, False], 22, False, [False, False, True, False], 7931, 'North', (4, 10))
Element 40: (1, (4, 10), ['.', '', '%', ''], [(7, 10), (14, 6), (10, 5)], [False, False, True, False], 20, False, [True, False, False, False], 7950, 'West', (3, 10))
Element 41: (1, (3, 10), ['.', '%', '.', ''], [(7, 9), (14, 7), (10, 4)], [False, True, False, False], 18, False, [True, False, True, False], 7969, 'North', (3, 11))
Element 42: (1, (3, 11), ['.', '', '.', '%'], [(8, 9), (14, 8), (10, 3)], [False, False, False, True], 16, False, [True, False, True, False], 7998, 'North', (3, 12))
Element 43: (1, (3, 12), ['.', '', '.', '%'], [(8, 8), (13, 8), (11, 3)], [False, False, False, True], 14, False, [True, False, True, False], 8037, 'North', (3, 13))
Element 44: (1, (3, 13), ['.', '', '%', 'F'], [(8, 9), (13, 7), (12, 3)], [False, False, True, False], 12, False, [True, False, False, False], 8066, 'East', (4, 13))
Element 45: (1, (4, 13), ['', '%', '%', 'F'], [(9, 9), (13, 6), (13, 3)], [False, True, True, False], 10, False, [False, False, False, False], 9085, 'East', (5, 13))
Element 46: (1, (5, 13), ['', '%', '%', '.'], [(8, 9), (13, 5), (14, 3)], [False, True, True, False], 8, False, [False, False, False, True], 10104, 'East', (6, 13))
Element 47: (1, (6, 13), ['', '%', '%', '.'], [(7, 9), (12, 5), (14, 2)], [False, True, True, False], 6, False, [False, False, False, True], 10123, 'East', (7, 13))
Element 48: (1, (7, 13), ['', '%', '%', '%'], [(6, 9), (12, 6), (15, 2)], [False, True, True, True], 4, False, [False, False, False, False], 10142, 'West', (6, 13))
Element 49: (1, (6, 13), ['', '%', '%', ''], [(6, 10), (12, 7), (16, 2)], [False, True, True, False], 2, False, [False, False, False, False], 10151, 'West', (5, 13))
Element 50: (1, (5, 13), ['', '%', '%', ''], [(6, 10), (12, 6), (16, 3)], [False, True, True, False], 0, False, [False, False, False, False], 10150, 'Stop', (5, 13))
Element 51: #0#
