Element 1: (2, (8, 9), ['F', '.', '.', '.'], [(3, 12), (6, 9), (15, 6)], [False, False, False, False], 98, False, [False, True, True, True], 1009, 'West', (7, 9))
Element 2: (2, (7, 9), ['', '%', '.', ''], [(3, 13), (6, 10), (16, 6)], [False, True, False, False], 96, False, [False, False, True, False], 2038, 'North', (7, 10))
Element 3: (2, (7, 10), ['', '', 'F', '.'], [(4, 13), (6, 11), (17, 6)], [False, False, False, False], 94, False, [False, False, False, True], 3067, 'North', (7, 11))
Element 4: (2, (7, 11), ['', '', '%', '.'], [(5, 13), (5, 11), (18, 6)], [False, False, True, False], 92, False, [False, False, False, True], 5086, 'East', (8, 11))
Element 5: (2, (8, 11), ['', '.', '%', '.'], [(6, 13), (5, 10), (18, 5)], [False, False, True, False], 90, False, [False, True, False, True], 5125, 'East', (9, 11))
Element 6: (2, (9, 11), ['', '.', '.', '.'], [(7, 13), (4, 10), (18, 4)], [False, False, False, False], 88, False, [False, True, True, True], 5164, 'East', (10, 11))
Element 7: (2, (10, 11), ['', '.', '.', '.'], [(6, 13), (4, 9), (17, 4)], [False, False, False, False], 86, False, [False, True, True, True], 5193, 'East', (11, 11))
Element 8: (2, (11, 11), ['', '.', '%', '.'], [(5, 13), (4, 10), (17, 5)], [False, False, True, False], 84, False, [False, True, False, True], 5212, 'East', (12, 11))
Element 9: (2, (12, 11), ['', '.', '.', '.'], [(4, 13), (3, 10), (17, 4)], [False, False, False, False], 82, False, [False, True, True, True], 5231, 'East', (13, 11))
Element 10: (2, (13, 11), ['', '.', '.', '.'], [(3, 13), (2, 10), (17, 3)], [False, False, False, False], 80, False, [False, True, True, True], 5260, 'East', (14, 11))
Element 11: (2, (14, 11), ['', '.', '.', '.'], [(2, 13), (2, 11), (16, 3)], [False, False, False, False], 78, False, [False, True, True, True], 5299, 'East', (15, 11))
Element 12: (2, (15, 11), ['', '.', '.', '.'], [(2, 12), (1, 11), (16, 4)], [False, False, False, False], 76, False, [False, True, True, True], 5338, 'East', (16, 11))
Element 13: (2, (16, 11), ['', '.', '.', '.'], [(1, 12), (1, 10), (15, 4)], [False, False, False, False], 74, False, [False, True, True, True], 5377, 'East', (17, 11))
Element 14: (2, (17, 11), ['', '.', '%', '.'], [(1, 11), (2, 10), (15, 5)], [False, False, True, False], 72, False, [False, True, False, True], 5396, 'East', (18, 11))
Element 15: (2, (18, 11), ['', '.', '%', '%'], [(2, 11), (1, 10), (14, 5)], [False, False, True, True], 70, False, [False, True, False, False], 5415, 'South', (18, 10))
Element 16: (2, (18, 10), ['.', '.', '', '%'], [(2, 10), (1, 11), (14, 6)], [False, False, False, True], 68, False, [True, True, False, False], 5434, 'South', (18, 9))
Element 17: (2, (18, 9), ['.', '.', '', '%'], [(3, 10), (2, 11), (14, 7)], [False, False, False, True], 66, False, [True, True, False, False], 5453, 'South', (18, 8))
Element 18: (2, (18, 8), ['.', '%', '', '%'], [(4, 10), (2, 10), (15, 7)], [False, True, False, True], 64, False, [True, False, False, False], 5472, 'West', (17, 8))
Element 19: (2, (17, 8), ['.', '%', '.', ''], [(5, 10), (1, 10), (16, 7)], [False, True, False, False], 62, False, [True, False, True, False], 5491, 'North', (17, 9))
Element 20: (2, (17, 9), ['.', '', '.', ''], [(6, 10), (2, 10), (16, 8)], [False, False, False, False], 60, False, [True, False, True, False], 5510, 'North', (17, 10))
Element 21: (2, (17, 10), ['.', '', '', ''], [(7, 10), (3, 10), (16, 9)], [False, False, False, False], 58, False, [True, False, False, False], 5529, 'West', (16, 10))
Element 22: (2, (16, 10), ['.', '', '', ''], [(8, 10), (3, 11), (15, 9)], [False, False, False, False], 56, False, [True, False, False, False], 5558, 'West', (15, 10))
Element 23: (2, (15, 10), ['.', '', '', ''], [(9, 10), (3, 12), (15, 8)], [False, False, False, False], 54, False, [True, False, False, False], 5587, 'West', (14, 10))
Element 24: (2, (14, 10), ['.', '%', '', ''], [(10, 10), (3, 13), (14, 8)], [False, True, False, False], 52, False, [True, False, False, False], 5616, 'West', (13, 10))
Element 25: (2, (13, 10), ['.', '.', '', ''], [(11, 10), (4, 13), (13, 8)], [False, False, False, False], 50, False, [True, True, False, False], 5645, 'South', (13, 9))
Element 26: (2, (13, 9), ['.', '', '', '%'], [(12, 10), (5, 13), (13, 7)], [False, False, False, True], 48, False, [True, False, False, False], 5674, 'West', (12, 9))
Element 27: (2, (12, 9), ['.', '%', '', ''], [(13, 10), (6, 13), (13, 6)], [False, True, False, False], 46, False, [True, False, False, False], 5693, 'West', (11, 9))
Element 28: (2, (11, 9), ['%', '.', '', ''], [(14, 10), (7, 13), (13, 5)], [True, False, False, False], 44, False, [False, True, False, False], 5712, 'South', (11, 8))
Element 29: (2, (11, 8), ['.', '%', '', '%'], [(15, 10), (6, 13), (12, 5)], [False, True, False, True], 42, False, [True, False, False, False], 5731, 'West', (10, 8))
Element 30: (2, (10, 8), ['.', 'F', '%', ''], [(16, 10), (5, 13), (12, 6)], [False, False, True, False], 40, False, [True, False, False, False], 5750, 'South', (10, 7))
Element 31: (2, (10, 7), ['F', '.', '', '%'], [(17, 10), (4, 13), (12, 7)], [False, False, False, True], 38, False, [False, True, False, False], 6759, 'West', (9, 7))
Element 32: (2, (9, 7), ['%', '.', '.', ''], [(18, 10), (3, 13), (12, 6)], [True, False, False, False], 36, False, [False, True, True, False], 7758, 'North', (9, 8))
Element 33: (2, (9, 8), ['.', '', '.', ''], [(18, 11), (2, 13), (12, 5)], [False, False, False, False], 34, False, [True, False, True, False], 7767, 'North', (9, 9))
Element 34: (2, (9, 9), ['', '', '', '%'], [(17, 11), (2, 12), (13, 5)], [False, False, False, True], 32, False, [False, False, False, False], 7776, 'North', (9, 10))
Element 35: (2, (9, 10), ['', '', '', ''], [(16, 11), (1, 12), (13, 6)], [False, False, False, False], 30, False, [False, False, False, False], 7775, 'East', (10, 10))
Element 36: (2, (10, 10), ['', '%', '', ''], [(16, 12), (2, 12), (12, 6)], [False, True, False, False], 28, False, [False, False, False, False], 7784, 'East', (11, 10))
Element 37: (2, (11, 10), ['', '', '', ''], [(16, 13), (2, 13), (13, 6)], [False, False, False, False], 26, False, [False, False, False, False], 7793, 'East', (12, 10))
Element 38: (2, (12, 10), ['', '', '', ''], [(17, 13), (3, 13), (13, 7)], [False, False, False, False], 24, False, [False, False, False, False], 7802, 'West', (11, 10))
Element 39: (2, (11, 10), ['', '', '', ''], [(18, 13), (3, 12), (12, 7)], [False, False, False, False], 22, False, [False, False, False, False], 7811, 'West', (10, 10))
Element 40: (2, (10, 10), ['', '%', '', ''], [(17, 13), (2, 12), (13, 7)], [False, True, False, False], 20, False, [False, False, False, False], 7810, 'West', (9, 10))
Element 41: (2, (9, 10), ['', '', '', ''], [(16, 13), (3, 12), (13, 8)], [False, False, False, False], 18, False, [False, False, False, False], 7809, 'West', (8, 10))
Element 42: (2, (8, 10), ['', '', '', ''], [(16, 12), (3, 11), (14, 8)], [False, False, False, False], 16, False, [False, False, False, False], 7808, 'East', (9, 10))
Element 43: (2, (9, 10), ['', '', '', ''], [(15, 12), (3, 10), (15, 8)], [False, False, False, False], 14, False, [False, False, False, False], 7817, 'South', (9, 9))
Element 44: (2, (9, 9), ['', '', '', '%'], [(14, 12), (4, 10), (15, 9)], [False, False, False, True], 12, False, [False, False, False, False], 7826, 'South', (9, 8))
Element 45: (2, (9, 8), ['.', '', '', ''], [(13, 12), (5, 10), (16, 9)], [False, False, False, False], 10, False, [True, False, False, False], 7835, 'West', (8, 8))
Element 46: (2, (8, 8), ['%', '%', '', ''], [(12, 12), (5, 11), (17, 9)], [True, True, False, False], 8, False, [False, False, False, False], 7854, 'East', (9, 8))
Element 47: (2, (9, 8), ['', '', '', ''], [(12, 13), (6, 11), (18, 9)], [False, False, False, False], 6, False, [False, False, False, False], 8853, 'South', (9, 7))
Element 48: (2, (9, 7), ['%', '.', '', ''], [(11, 13), (6, 10), (18, 10)], [True, False, False, False], 4, False, [False, True, False, False], 8862, 'South', (9, 6))
Element 49: (2, (9, 6), ['%', '.', '', '.'], [(10, 13), (5, 10), (18, 11)], [True, False, False, False], 2, False, [False, True, False, True], 8881, 'East', (10, 6))
Element 50: (2, (10, 6), ['', '.', '', '%'], [(10, 13), (5, 10), (17, 11)], [False, False, False, True], 0, False, [False, True, False, False], 8890, 'Stop', (10, 6))
Element 51: #0#
