Element 1: (1, (6, 5), ['.', '.', 'G', '.'], [(6, 6), (15, 11), (16, 2)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'East', (7, 5))
Element 2: (1, (7, 5), ['', '.', '%', '%'], [(6, 7), (16, 11), (16, 3)], [False, False, True, True], 96, False, [False, True, False, False], 48, 'South', (7, 4))
Element 3: (1, (7, 4), ['.', '.', '', '.'], [(5, 7), (17, 11), (17, 3)], [False, False, False, False], 94, False, [True, True, False, True], 87, 'East', (8, 4))
Element 4: (1, (8, 4), ['', '%', '%', '.'], [(6, 7), (18, 11), (17, 4)], [False, True, True, False], 92, False, [False, False, False, True], 116, 'East', (9, 4))
Element 5: (1, (9, 4), ['', '%', '.', '.'], [(6, 6), (18, 10), (18, 4)], [False, True, False, False], 90, False, [False, False, True, True], 145, 'East', (10, 4))
Element 6: (1, (10, 4), ['', '.', '.', '%'], [(6, 5), (18, 9), (18, 5)], [False, False, False, True], 88, False, [False, True, True, False], 174, 'North', (10, 5))
Element 7: (1, (10, 5), ['.', '', '.', '%'], [(6, 4), (18, 8), (18, 6)], [False, False, False, True], 86, False, [True, False, True, False], 213, 'North', (10, 6))
Element 8: (1, (10, 6), ['.', '', 'F', '%'], [(6, 3), (17, 8), (17, 6)], [False, False, False, True], 84, False, [True, False, False, False], 252, 'North', (10, 7))
Element 9: (1, (10, 7), ['F', '', '.', '%'], [(7, 3), (17, 9), (17, 5)], [False, False, False, True], 82, False, [False, False, True, False], 1281, 'West', (9, 7))
Element 10: (1, (9, 7), ['%', '.', '.', ''], [(7, 2), (17, 10), (17, 6)], [True, False, False, False], 80, False, [False, True, True, False], 2300, 'North', (9, 8))
Element 11: (1, (9, 8), ['.', '', '.', '.'], [(8, 2), (16, 10), (16, 6)], [False, False, False, False], 78, False, [True, False, True, True], 2339, 'East', (10, 8))
Element 12: (1, (10, 8), ['', '', '%', '.'], [(9, 2), (16, 9), (16, 7)], [False, False, True, False], 76, False, [False, False, False, True], 2378, 'East', (11, 8))
Element 13: (1, (11, 8), ['', '%', '.', '%'], [(9, 1), (16, 8), (15, 7)], [False, True, False, True], 74, False, [False, False, True, False], 3407, 'North', (11, 9))
Element 14: (1, (11, 9), ['%', '', '.', '.'], [(10, 1), (15, 8), (15, 6)], [True, False, False, False], 72, False, [False, False, True, True], 3446, 'East', (12, 9))
Element 15: (1, (12, 9), ['', '%', '.', '.'], [(11, 1), (15, 9), (15, 5)], [False, True, False, False], 70, False, [False, False, True, True], 3485, 'East', (13, 9))
Element 16: (1, (13, 9), ['', '.', '.', '%'], [(12, 1), (15, 10), (15, 4)], [False, False, False, True], 68, False, [False, True, True, False], 3524, 'North', (13, 10))
Element 17: (1, (13, 10), ['.', '', '.', 'G'], [(13, 1), (14, 10), (16, 4)], [False, False, False, False], 66, False, [True, False, True, False], 3563, 'North', (13, 11))
Element 18: (1, (13, 11), ['.', '', '.', 'G'], [(14, 1), (14, 11), (15, 4)], [False, False, False, False], 64, False, [True, False, True, False], 3592, 'North', (13, 12))
Element 19: (1, (13, 12), ['.', '', '%', 'G'], [(14, 2), (14, 12), (15, 5)], [False, False, True, False], 62, False, [True, False, False, False], 3621, 'West', (12, 12))
Element 20: (1, (12, 12), ['%', '.', 'F', ''], [(15, 2), (15, 12), (14, 5)], [True, False, False, False], 60, False, [False, True, False, False], 3660, 'North', (12, 13))
Element 21: (1, (12, 13), ['.', '', '%', '%'], [(16, 2), (16, 12), (14, 6)], [False, False, True, True], 58, False, [True, False, False, False], 4679, 'West', (11, 13))
Element 22: (1, (11, 13), ['.', '%', '%', ''], [(16, 3), (16, 13), (14, 7)], [False, True, True, False], 56, False, [True, False, False, False], 4708, 'West', (10, 13))
Element 23: (1, (10, 13), ['%', '.', '%', ''], [(17, 3), (17, 13), (14, 8)], [True, False, True, False], 54, False, [False, True, False, False], 4737, 'South', (10, 12))
Element 24: (1, (10, 12), ['.', '.', '', '%'], [(17, 4), (18, 13), (13, 8)], [False, False, False, True], 52, False, [True, True, False, False], 4766, 'South', (10, 11))
Element 25: (1, (10, 11), ['.', '.', '', '.'], [(18, 4), (17, 13), (13, 7)], [False, False, False, False], 50, False, [True, True, False, True], 4785, 'East', (11, 11))
Element 26: (1, (11, 11), ['', '.', '%', '.'], [(18, 5), (16, 13), (13, 6)], [False, False, True, False], 48, False, [False, True, False, True], 4804, 'East', (12, 11))
Element 27: (1, (12, 11), ['', '.', '', ''], [(18, 6), (16, 12), (13, 5)], [False, False, False, False], 46, False, [False, True, False, False], 4823, 'South', (12, 10))
Element 28: (1, (12, 10), ['.', '', '', ''], [(17, 6), (15, 12), (12, 5)], [False, False, False, False], 44, False, [True, False, False, False], 4842, 'West', (11, 10))
Element 29: (1, (11, 10), ['.', '', '', ''], [(17, 5), (14, 12), (12, 6)], [False, False, False, False], 42, False, [True, False, False, False], 4861, 'West', (10, 10))
Element 30: (1, (10, 10), ['.', '%', '', ''], [(17, 6), (13, 12), (12, 7)], [False, True, False, False], 40, False, [True, False, False, False], 4880, 'West', (9, 10))
Element 31: (1, (9, 10), ['.', '.', '.', ''], [(16, 6), (13, 11), (12, 6)], [False, False, False, False], 38, False, [True, True, True, False], 4889, 'North', (9, 11))
Element 32: (1, (9, 11), ['.', '', '.', ''], [(16, 7), (13, 10), (12, 5)], [False, False, False, False], 36, False, [True, False, True, False], 4898, 'North', (9, 12))
Element 33: (1, (9, 12), ['%', '', '%', ''], [(16, 8), (13, 9), (13, 5)], [True, False, True, False], 34, False, [False, False, False, False], 4907, 'South', (9, 11))
Element 34: (1, (9, 11), ['.', '', '', ''], [(17, 8), (13, 8), (13, 6)], [False, False, False, False], 32, False, [True, False, False, False], 4906, 'West', (8, 11))
Element 35: (1, (8, 11), ['F', '.', '%', ''], [(18, 8), (14, 8), (12, 6)], [False, False, True, False], 30, False, [False, True, False, False], 4915, 'West', (7, 11))
Element 36: (1, (7, 11), ['.', '.', '%', ''], [(18, 9), (14, 7), (13, 6)], [False, False, True, False], 28, False, [True, True, False, False], 5914, 'South', (7, 10))
Element 37: (1, (7, 10), ['.', 'F', '', '.'], [(18, 10), (15, 7), (13, 7)], [False, False, False, False], 26, False, [True, False, False, True], 5923, 'South', (7, 9))
Element 38: (1, (7, 9), ['F', '%', '', '.'], [(18, 11), (16, 7), (12, 7)], [False, True, False, False], 24, False, [False, False, False, True], 6922, 'West', (6, 9))
Element 39: (1, (6, 9), ['.', '%', '.', ''], [(17, 11), (16, 6), (13, 7)], [False, True, False, False], 22, False, [True, False, True, False], 7921, 'North', (6, 10))
Element 40: (1, (6, 10), ['.', '', '.', ''], [(17, 10), (17, 6), (13, 8)], [False, False, False, False], 20, False, [True, False, True, False], 7930, 'North', (6, 11))
Element 41: (1, (6, 11), ['.', '', '%', ''], [(17, 9), (18, 6), (13, 9)], [False, False, True, False], 18, False, [True, False, False, False], 7939, 'West', (5, 11))
Element 42: (1, (5, 11), ['%', '.', '%', ''], [(16, 9), (18, 5), (13, 10)], [True, False, True, False], 16, False, [False, True, False, False], 7948, 'South', (5, 10))
Element 43: (1, (5, 10), ['.', '.', '', ''], [(16, 10), (18, 4), (14, 10)], [False, False, False, False], 14, False, [True, True, False, False], 7957, 'South', (5, 9))
Element 44: (1, (5, 9), ['.', '%', '', ''], [(16, 11), (17, 4), (15, 10)], [False, True, False, False], 12, False, [True, False, False, False], 7966, 'West', (4, 9))
Element 45: (1, (4, 9), ['%', '%', '.', ''], [(16, 12), (17, 5), (16, 10)], [True, True, False, False], 10, False, [False, False, True, False], 7975, 'North', (4, 10))
Element 46: (1, (4, 10), ['.', '', '%', ''], [(16, 13), (17, 4), (17, 10)], [False, False, True, False], 8, False, [True, False, False, False], 7984, 'West', (3, 10))
Element 47: (1, (3, 10), ['.', '%', '.', ''], [(17, 13), (17, 3), (18, 10)], [False, True, False, False], 6, False, [True, False, True, False], 7993, 'North', (3, 11))
Element 48: (1, (3, 11), ['.', '', '.', '%'], [(18, 13), (16, 3), (18, 11)], [False, False, False, True], 4, False, [True, False, True, False], 8002, 'North', (3, 12))
Element 49: (1, (3, 12), ['.', '', '.', '%'], [(17, 13), (16, 4), (17, 11)], [False, False, False, True], 2, False, [True, False, True, False], 8011, 'North', (3, 13))
Element 50: (1, (3, 13), ['.', '', '%', 'F'], [(17, 13), (15, 4), (16, 11)], [False, False, True, False], 0, False, [True, False, False, False], 8020, 'Stop', (3, 13))
Element 51: #0#
