Element 1: (0, (2, 2), ['.', 'F', '%', '.'], [(9, 6), (9, 8), (12, 7)], [False, False, True, False], 98, False, [True, False, False, True], 0, 'South', (2, 1))
Element 2: (0, (2, 1), ['.', '%', '', '.'], [(9, 7), (10, 8), (13, 7)], [False, True, False, False], 96, False, [True, False, False, True], 2019, 'East', (3, 1))
Element 3: (0, (3, 1), ['', '%', '.', '.'], [(10, 7), (11, 8), (14, 7)], [False, True, False, False], 94, False, [False, False, True, True], 3048, 'East', (4, 1))
Element 4: (0, (4, 1), ['', '%', '.', '%'], [(10, 6), (11, 9), (15, 7)], [False, True, False, True], 92, False, [False, False, True, False], 3087, 'North', (4, 2))
Element 5: (0, (4, 2), ['.', '', '%', '.'], [(10, 5), (12, 9), (16, 7)], [False, False, True, False], 90, False, [True, False, False, True], 3126, 'East', (5, 2))
Element 6: (0, (5, 2), ['', '%', '.', '.'], [(10, 4), (13, 9), (16, 8)], [False, True, False, False], 88, False, [False, False, True, True], 3165, 'East', (6, 2))
Element 7: (0, (6, 2), ['', '%', '.', '.'], [(10, 3), (13, 10), (17, 8)], [False, True, False, False], 86, False, [False, False, True, True], 3204, 'East', (7, 2))
Element 8: (0, (7, 2), ['', '%', '.', '.'], [(11, 3), (14, 10), (18, 8)], [False, True, False, False], 84, False, [False, False, True, True], 3243, 'East', (8, 2))
Element 9: (0, (8, 2), ['', '%', '%', '.'], [(12, 3), (15, 10), (18, 9)], [False, True, True, False], 82, False, [False, False, False, True], 3282, 'East', (9, 2))
Element 10: (0, (9, 2), ['', 'F', '%', '.'], [(13, 3), (16, 10), (18, 10)], [False, False, True, False], 80, False, [False, False, False, True], 3321, 'South', (9, 1))
Element 11: (0, (9, 1), ['%', '%', '', '.'], [(14, 3), (17, 10), (18, 11)], [True, True, False, False], 78, False, [False, False, False, True], 4350, 'East', (10, 1))
Element 12: (0, (10, 1), ['', '%', '.', '.'], [(14, 2), (17, 11), (18, 10)], [False, True, False, False], 76, False, [False, False, True, True], 4379, 'East', (11, 1))
Element 13: (0, (11, 1), ['', '%', '.', '.'], [(15, 2), (16, 11), (18, 9)], [False, True, False, False], 74, False, [False, False, True, True], 4408, 'East', (12, 1))
