Element 1: (1, (8, 4), ['.', '%', '%', '.'], [(6, 2), (13, 6), (18, 4)], [False, True, True, False], 98, False, [True, False, False, True], 9, 'East', (9, 4))
Element 2: (1, (9, 4), ['', '%', '.', '.'], [(7, 2), (14, 6), (18, 5)], [False, True, False, False], 96, False, [False, False, True, True], 48, 'East', (10, 4))
Element 3: (1, (10, 4), ['', '.', '.', '%'], [(8, 2), (15, 6), (18, 6)], [False, False, False, True], 94, False, [False, True, True, False], 87, 'North', (10, 5))
Element 4: (1, (10, 5), ['.', '', '.', '%'], [(9, 2), (16, 6), (17, 6)], [False, False, False, True], 92, False, [True, False, True, False], 126, 'North', (10, 6))
Element 5: (1, (10, 6), ['.', '', 'F', '%'], [(9, 1), (16, 7), (17, 5)], [False, False, False, True], 90, False, [True, False, False, False], 1155, 'North', (10, 7))
Element 6: (1, (10, 7), ['F', '', '.', '%'], [(10, 1), (16, 8), (17, 4)], [False, False, False, True], 88, False, [False, False, True, False], 2184, 'West', (9, 7))
Element 7: (1, (9, 7), ['%', '.', '.', ''], [(11, 1), (17, 8), (17, 3)], [True, False, False, False], 86, False, [False, True, True, False], 3213, 'North', (9, 8))
Element 8: (1, (9, 8), ['.', '', '.', '.'], [(12, 1), (18, 8), (16, 3)], [False, False, False, False], 84, False, [True, False, True, True], 3252, 'East', (10, 8))
Element 9: (1, (10, 8), ['', '', '%', '.'], [(13, 1), (18, 9), (16, 4)], [False, False, True, False], 82, False, [False, False, False, True], 3291, 'East', (11, 8))
Element 10: (1, (11, 8), ['', '%', '.', '%'], [(14, 1), (18, 10), (15, 4)], [False, True, False, True], 80, False, [False, False, True, False], 3330, 'North', (11, 9))
Element 11: (1, (11, 9), ['%', '', '.', '.'], [(14, 2), (18, 11), (15, 5)], [True, False, False, False], 78, False, [False, False, True, True], 3369, 'East', (12, 9))
Element 12: (1, (12, 9), ['', '%', '.', '.'], [(15, 2), (17, 11), (14, 5)], [False, True, False, False], 76, False, [False, False, True, True], 3408, 'East', (13, 9))
Element 13: (1, (13, 9), ['', '.', '.', '%'], [(16, 2), (17, 10), (13, 5)], [False, False, False, True], 74, False, [False, True, True, False], 3447, 'North', (13, 10))
Element 14: (1, (13, 10), ['.', '', '.', '.'], [(16, 3), (17, 9), (12, 5)], [False, False, False, False], 72, False, [True, False, True, True], 3476, 'East', (14, 10))
Element 15: (1, (14, 10), ['', '%', '.', '.'], [(17, 3), (16, 9), (12, 6)], [False, True, False, False], 70, False, [False, False, True, True], 3505, 'East', (15, 10))
Element 16: (1, (15, 10), ['', '.', '.', 'G'], [(17, 4), (16, 10), (12, 7)], [False, False, False, False], 68, False, [False, True, True, False], 3534, 'North', (15, 11))
Element 17: (1, (15, 11), ['.', '', '.', 'G'], [(18, 4), (16, 11), (13, 7)], [False, False, False, False], 66, False, [True, False, True, False], 3563, 'North', (15, 12))
Element 18: (1, (15, 12), ['.', '', '%', 'G'], [(18, 5), (16, 12), (14, 7)], [False, False, True, False], 64, False, [True, False, False, False], 3592, 'West', (14, 12))
Element 19: (1, (14, 12), ['.', '.', '%', ''], [(18, 6), (16, 13), (15, 7)], [False, False, True, False], 62, False, [True, True, False, False], 3621, 'South', (14, 11))
Element 20: (1, (14, 11), ['.', '', '', ''], [(17, 6), (17, 13), (15, 8)], [False, False, False, False], 60, False, [True, False, False, False], 3650, 'West', (13, 11))
Element 21: (1, (13, 11), ['.', '', '.', ''], [(17, 5), (18, 13), (15, 9)], [False, False, False, False], 58, False, [True, False, True, False], 3679, 'North', (13, 12))
Element 22: (1, (13, 12), ['.', '', '%', ''], [(17, 6), (17, 13), (16, 9)], [False, False, True, False], 56, False, [True, False, False, False], 3688, 'West', (12, 12))
Element 23: (1, (12, 12), ['%', '.', 'F', ''], [(16, 6), (16, 13), (17, 9)], [True, False, False, False], 54, False, [False, True, False, False], 3697, 'North', (12, 13))
Element 24: (1, (12, 13), ['.', '', '%', '%'], [(16, 7), (16, 12), (18, 9)], [False, False, True, True], 52, False, [True, False, False, False], 4696, 'West', (11, 13))
Element 25: (1, (11, 13), ['.', '%', '%', ''], [(16, 8), (15, 12), (18, 10)], [False, True, True, False], 50, False, [True, False, False, False], 4705, 'West', (10, 13))
Element 26: (1, (10, 13), ['%', '.', '%', ''], [(17, 8), (15, 11), (18, 11)], [True, False, True, False], 48, False, [False, True, False, False], 4714, 'South', (10, 12))
Element 27: (1, (10, 12), ['.', '.', '', '%'], [(18, 8), (15, 10), (17, 11)], [False, False, False, True], 46, False, [True, True, False, False], 4723, 'South', (10, 11))
Element 28: (1, (10, 11), ['.', '.', '', '.'], [(18, 9), (15, 9), (17, 10)], [False, False, False, False], 44, False, [True, True, False, True], 4732, 'East', (11, 11))
Element 29: (1, (11, 11), ['', '.', '%', '.'], [(18, 10), (15, 8), (16, 10)], [False, False, True, False], 42, False, [False, True, False, True], 4741, 'East', (12, 11))
Element 30: (1, (12, 11), ['', '.', '', ''], [(18, 11), (14, 8), (16, 11)], [False, False, False, False], 40, False, [False, True, False, False], 4760, 'South', (12, 10))
Element 31: (1, (12, 10), ['.', '', '', ''], [(17, 11), (13, 8), (16, 12)], [False, False, False, False], 38, False, [True, False, False, False], 4779, 'West', (11, 10))
Element 32: (1, (11, 10), ['.', '', '', ''], [(17, 10), (13, 9), (16, 13)], [False, False, False, False], 36, False, [True, False, False, False], 4788, 'West', (10, 10))
Element 33: (1, (10, 10), ['.', '%', '', ''], [(17, 9), (13, 10), (17, 13)], [False, True, False, False], 34, False, [True, False, False, False], 4797, 'West', (9, 10))
Element 34: (1, (9, 10), ['.', '.', '.', ''], [(16, 9), (14, 10), (18, 13)], [False, False, False, False], 32, False, [True, True, True, False], 4806, 'North', (9, 11))
Element 35: (1, (9, 11), ['.', '', '.', ''], [(16, 10), (14, 11), (17, 13)], [False, False, False, False], 30, False, [True, False, True, False], 4815, 'North', (9, 12))
Element 36: (1, (9, 12), ['%', '', '%', ''], [(16, 11), (14, 12), (16, 13)], [True, False, True, False], 28, False, [False, False, False, False], 4824, 'South', (9, 11))
Element 37: (1, (9, 11), ['.', '', '', ''], [(15, 11), (13, 12), (16, 12)], [False, False, False, False], 26, False, [True, False, False, False], 4823, 'West', (8, 11))
Element 38: (1, (8, 11), ['F', '.', '%', ''], [(15, 10), (13, 11), (15, 12)], [False, False, True, False], 24, False, [False, True, False, False], 4832, 'West', (7, 11))
Element 39: (1, (7, 11), ['.', '.', '%', ''], [(15, 9), (12, 11), (15, 11)], [False, False, True, False], 22, False, [True, True, False, False], 5831, 'South', (7, 10))
Element 40: (1, (7, 10), ['.', 'F', '', '.'], [(15, 8), (12, 12), (15, 10)], [False, False, False, False], 20, False, [True, False, False, True], 5840, 'South', (7, 9))
Element 41: (1, (7, 9), ['F', '%', '', '.'], [(15, 7), (12, 13), (14, 10)], [False, True, False, False], 18, False, [False, False, False, True], 6839, 'West', (6, 9))
Element 42: (1, (6, 9), ['.', '%', '.', ''], [(15, 6), (11, 13), (14, 11)], [False, True, False, False], 16, False, [True, False, True, False], 7838, 'North', (6, 10))
Element 43: (1, (6, 10), ['.', '', '.', ''], [(15, 5), (10, 13), (14, 12)], [False, False, False, False], 14, False, [True, False, True, False], 7847, 'North', (6, 11))
Element 44: (1, (6, 11), ['.', '', '%', ''], [(15, 4), (10, 12), (13, 12)], [False, False, True, False], 12, False, [True, False, False, False], 7856, 'West', (5, 11))
Element 45: (1, (5, 11), ['%', '.', '%', ''], [(16, 4), (10, 11), (13, 11)], [True, False, True, False], 10, False, [False, True, False, False], 7865, 'South', (5, 10))
Element 46: (1, (5, 10), ['.', '.', '', ''], [(15, 4), (11, 11), (13, 10)], [False, False, False, False], 8, False, [True, True, False, False], 7874, 'South', (5, 9))
Element 47: (1, (5, 9), ['.', '%', '', ''], [(15, 5), (11, 10), (13, 9)], [False, True, False, False], 6, False, [True, False, False, False], 7883, 'West', (4, 9))
Element 48: (1, (4, 9), ['%', '%', '.', ''], [(14, 5), (12, 10), (13, 8)], [True, True, False, False], 4, False, [False, False, True, False], 7892, 'North', (4, 10))
Element 49: (1, (4, 10), ['.', '', '%', ''], [(14, 6), (12, 9), (14, 8)], [False, False, True, False], 2, False, [True, False, False, False], 7901, 'West', (3, 10))
Element 50: (1, (3, 10), ['.', '%', '.', ''], [(14, 6), (11, 9), (13, 8)], [False, True, False, False], 0, False, [True, False, True, False], 7910, 'Stop', (3, 10))
Element 51: #0#
