Element 1: (2, (9, 2), ['.', 'F', '%', '.'], [(6, 5), (2, 1), (18, 13)], [False, False, True, False], 98, False, [True, False, False, True], 1009, 'South', (9, 1))
Element 2: (2, (9, 1), ['%', '%', '', '.'], [(7, 5), (3, 1), (17, 13)], [True, True, False, False], 96, False, [False, False, False, True], 2038, 'East', (10, 1))
Element 3: (2, (10, 1), ['', '%', '.', '.'], [(7, 4), (4, 1), (16, 13)], [False, True, False, False], 94, False, [False, False, True, True], 2077, 'East', (11, 1))
Element 4: (2, (11, 1), ['', '%', '.', '.'], [(8, 4), (4, 2), (16, 12)], [False, True, False, False], 92, False, [False, False, True, True], 2116, 'East', (12, 1))
Element 5: (2, (12, 1), ['', '%', '.', '.'], [(9, 4), (5, 2), (16, 11)], [False, True, False, False], 90, False, [False, False, True, True], 2155, 'East', (13, 1))
Element 6: (2, (13, 1), ['', '%', '%', '.'], [(10, 4), (6, 2), (17, 11)], [False, True, True, False], 88, False, [False, False, False, True], 2194, 'East', (14, 1))
Element 7: (2, (14, 1), ['', '%', '.', '%'], [(10, 5), (7, 2), (18, 11)], [False, True, False, True], 86, False, [False, False, True, False], 2233, 'North', (14, 2))
Element 8: (2, (14, 2), ['%', '', '.', '.'], [(10, 6), (8, 2), (18, 10)], [True, False, False, False], 84, False, [False, False, True, True], 2272, 'East', (15, 2))
Element 9: (2, (15, 2), ['', '%', '%', '.'], [(10, 7), (9, 2), (18, 9)], [False, True, True, False], 82, False, [False, False, False, True], 3291, 'East', (16, 2))
Element 10: (2, (16, 2), ['', '%', '.', '%'], [(9, 7), (10, 2), (18, 8)], [False, True, False, True], 80, False, [False, False, True, False], 4320, 'North', (16, 3))
Element 11: (2, (16, 3), ['%', '', '.', '.'], [(9, 8), (11, 2), (17, 8)], [True, False, False, False], 78, False, [False, False, True, True], 4359, 'East', (17, 3))
Element 12: (2, (17, 3), ['', '%', '.', '%'], [(10, 8), (12, 2), (17, 9)], [False, True, False, True], 76, False, [False, False, True, False], 4398, 'North', (17, 4))
Element 13: (2, (17, 4), ['.', '', '.', '.'], [(11, 8), (12, 3), (17, 10)], [False, False, False, False], 74, False, [True, False, True, True], 4437, 'East', (18, 4))
Element 14: (2, (18, 4), ['', '%', '.', '%'], [(11, 9), (13, 3), (16, 10)], [False, True, False, True], 72, False, [False, False, True, False], 4476, 'North', (18, 5))
Element 15: (2, (18, 5), ['.', '', '.', '%'], [(12, 9), (14, 3), (16, 9)], [False, False, False, True], 70, False, [True, False, True, False], 4515, 'North', (18, 6))
Element 16: (2, (18, 6), ['.', '', '%', '%'], [(13, 9), (14, 2), (16, 8)], [False, False, True, True], 68, False, [True, False, False, False], 4544, 'West', (17, 6))
Element 17: (2, (17, 6), ['.', '.', '%', ''], [(13, 10), (15, 2), (16, 7)], [False, False, True, False], 66, False, [True, True, False, False], 4573, 'South', (17, 5))
Element 18: (2, (17, 5), ['%', '', '', ''], [(14, 10), (16, 2), (16, 6)], [True, False, False, False], 64, False, [False, False, False, False], 4602, 'North', (17, 6))
