Element 1: (2, (5, 10), ['G', '.', '.', '.'], [(6, 2), (4, 10), (14, 3)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (6, 10))
Element 2: (2, (6, 10), ['', 'F', '.', '.'], [(7, 2), (4, 9), (14, 2)], [False, False, False, False], 96, False, [False, False, True, True], 58, 'South', (6, 9))
Element 3: (2, (6, 9), ['G', '%', '', 'F'], [(8, 2), (5, 9), (15, 2)], [False, True, False, False], 94, False, [False, False, False, False], 1087, 'East', (7, 9))
Element 4: (2, (7, 9), ['G', '%', '.', '.'], [(9, 2), (6, 9), (16, 2)], [False, True, False, False], 92, False, [False, False, True, True], 2106, 'East', (8, 9))
Element 5: (2, (8, 9), ['G', '.', '.', '.'], [(9, 1), (7, 9), (16, 3)], [False, False, False, False], 90, False, [False, True, True, True], 3125, 'East', (9, 9))
Element 6: (2, (9, 9), ['', '.', '.', '%'], [(10, 1), (7, 10), (17, 3)], [False, False, False, True], 88, False, [False, True, True, False], 3164, 'North', (9, 10))
Element 7: (2, (9, 10), ['.', '', '.', '.'], [(11, 1), (7, 11), (17, 4)], [False, False, False, False], 86, False, [True, False, True, True], 4193, 'East', (10, 10))
Element 8: (2, (10, 10), ['', '%', '.', '.'], [(12, 1), (8, 11), (18, 4)], [False, True, False, False], 84, False, [False, False, True, True], 4232, 'East', (11, 10))
Element 9: (2, (11, 10), ['', '.', '.', '.'], [(13, 1), (9, 11), (18, 5)], [False, False, False, False], 82, False, [False, True, True, True], 4271, 'East', (12, 10))
Element 10: (2, (12, 10), ['', '.', '.', '.'], [(14, 1), (10, 11), (18, 6)], [False, False, False, False], 80, False, [False, True, True, True], 4310, 'East', (13, 10))
Element 11: (2, (13, 10), ['', '.', '.', '.'], [(14, 2), (11, 11), (17, 6)], [False, False, False, False], 78, False, [False, True, True, True], 4339, 'East', (14, 10))
Element 12: (2, (14, 10), ['', '%', '.', '.'], [(15, 2), (12, 11), (17, 5)], [False, True, False, False], 76, False, [False, False, True, True], 4368, 'East', (15, 10))
Element 13: (2, (15, 10), ['', '.', '.', '.'], [(16, 2), (13, 11), (17, 6)], [False, False, False, False], 74, False, [False, True, True, True], 4387, 'East', (16, 10))
Element 14: (2, (16, 10), ['', '.', '.', '.'], [(16, 3), (14, 11), (16, 6)], [False, False, False, False], 72, False, [False, True, True, True], 4416, 'East', (17, 10))
Element 15: (2, (17, 10), ['', '.', '.', '.'], [(16, 4), (15, 11), (16, 7)], [False, False, False, False], 70, False, [False, True, True, True], 4455, 'East', (18, 10))
Element 16: (2, (18, 10), ['', '.', '.', '%'], [(15, 4), (16, 11), (16, 8)], [False, False, False, True], 68, False, [False, True, True, False], 4494, 'North', (18, 11))
Element 17: (2, (18, 11), ['G', '', '%', '%'], [(15, 5), (17, 11), (17, 8)], [False, False, True, True], 66, False, [False, False, False, False], 4533, 'South', (18, 10))
Element 18: (2, (18, 10), ['', '.', 'G', '%'], [(15, 6), (18, 11), (18, 8)], [False, False, False, True], 64, False, [False, True, False, False], 4552, 'South', (18, 9))
