Element 1: (3, (9, 6), ['%', '.', 'F', '.'], [(17, 10), (2, 7), (5, 4)], [True, False, False, False], 98, False, [False, True, False, True], 29, 'North', (9, 7))
Element 2: (3, (9, 7), ['%', '', '.', 'F'], [(18, 10), (3, 7), (6, 4)], [True, False, False, False], 96, False, [False, False, True, False], 1058, 'East', (10, 7))
Element 3: (3, (10, 7), ['', '.', '.', '%'], [(18, 11), (3, 8), (7, 4)], [False, False, False, True], 94, False, [False, True, True, False], 3077, 'North', (10, 8))
Element 4: (3, (10, 8), ['.', '', '%', '.'], [(17, 11), (3, 7), (8, 4)], [False, False, True, False], 92, False, [True, False, False, True], 3106, 'East', (11, 8))
Element 5: (3, (11, 8), ['', '%', '.', '%'], [(16, 11), (3, 6), (9, 4)], [False, True, False, True], 90, False, [False, False, True, False], 3145, 'North', (11, 9))
Element 6: (3, (11, 9), ['%', '', '.', '.'], [(16, 12), (4, 6), (10, 4)], [True, False, False, False], 88, False, [False, False, True, True], 3184, 'East', (12, 9))
Element 7: (3, (12, 9), ['', '%', '.', '.'], [(16, 13), (5, 6), (10, 5)], [False, True, False, False], 86, False, [False, False, True, True], 3223, 'East', (13, 9))
Element 8: (3, (13, 9), ['', '.', '.', '%'], [(17, 13), (6, 6), (10, 6)], [False, False, False, True], 84, False, [False, True, True, False], 3262, 'North', (13, 10))
Element 9: (3, (13, 10), ['.', '', '.', '.'], [(18, 13), (6, 7), (10, 7)], [False, False, False, False], 82, False, [True, False, True, True], 3291, 'East', (14, 10))
Element 10: (3, (14, 10), ['', '%', '.', '.'], [(17, 13), (5, 7), (10, 8)], [False, True, False, False], 80, False, [False, False, True, True], 3310, 'East', (15, 10))
Element 11: (3, (15, 10), ['', '.', '.', ''], [(16, 13), (6, 7), (9, 8)], [False, False, False, False], 78, False, [False, True, True, False], 3329, 'North', (15, 11))
Element 12: (3, (15, 11), ['.', '', '.', ''], [(16, 12), (6, 6), (9, 9)], [False, False, False, False], 76, False, [True, False, True, False], 3348, 'North', (15, 12))
Element 13: (3, (15, 12), ['.', '', '%', ''], [(16, 11), (6, 5), (9, 10)], [False, False, True, False], 74, False, [True, False, False, False], 3377, 'West', (14, 12))
Element 14: (3, (14, 12), ['.', '.', '%', ''], [(16, 12), (7, 5), (10, 10)], [False, False, True, False], 72, False, [True, True, False, False], 3406, 'South', (14, 11))
Element 15: (3, (14, 11), ['.', '', '', ''], [(16, 11), (7, 4), (11, 10)], [False, False, False, False], 70, False, [True, False, False, False], 3425, 'West', (13, 11))
Element 16: (3, (13, 11), ['.', '', '.', ''], [(15, 11), (7, 3), (12, 10)], [False, False, False, False], 68, False, [True, False, True, False], 3454, 'North', (13, 12))
Element 17: (3, (13, 12), ['.', '', '%', ''], [(15, 12), (7, 2), (12, 11)], [False, False, True, False], 66, False, [True, False, False, False], 3483, 'West', (12, 12))
Element 18: (3, (12, 12), ['%', '', 'F', ''], [(14, 12), (8, 2), (11, 11)], [True, False, False, False], 64, False, [False, False, False, False], 3512, 'North', (12, 13))
Element 19: (3, (12, 13), ['.', '', '%', '%'], [(14, 11), (9, 2), (10, 11)], [False, False, True, True], 62, False, [True, False, False, False], 4531, 'West', (11, 13))
Element 20: (3, (11, 13), ['.', '%', '%', ''], [(14, 10), (9, 1), (10, 12)], [False, True, True, False], 60, False, [True, False, False, False], 5550, 'West', (10, 13))
