Element 1: (1, (2, 2), ['.', 'F', '%', '.'], [(2, 12), (12, 7), (15, 8)], [False, False, True, False], 98, False, [True, False, False, True], 9, 'South', (2, 1))
Element 2: (1, (2, 1), ['.', '%', '', '.'], [(3, 12), (13, 7), (16, 8)], [False, True, False, False], 96, False, [True, False, False, True], 1038, 'East', (3, 1))
Element 3: (1, (3, 1), ['', '%', '.', '.'], [(3, 13), (14, 7), (17, 8)], [False, True, False, False], 94, False, [False, False, True, True], 1077, 'East', (4, 1))
Element 4: (1, (4, 1), ['', '%', '.', '%'], [(4, 13), (15, 7), (18, 8)], [False, True, False, True], 92, False, [False, False, True, False], 2106, 'North', (4, 2))
Element 5: (1, (4, 2), ['.', '', '%', '.'], [(5, 13), (16, 7), (18, 9)], [False, False, True, False], 90, False, [True, False, False, True], 3135, 'East', (5, 2))
Element 6: (1, (5, 2), ['', '%', '.', '.'], [(6, 13), (16, 6), (18, 10)], [False, True, False, False], 88, False, [False, False, True, True], 3174, 'East', (6, 2))
Element 7: (1, (6, 2), ['', '%', '.', '.'], [(7, 13), (17, 6), (18, 11)], [False, True, False, False], 86, False, [False, False, True, True], 3213, 'East', (7, 2))
Element 8: (1, (7, 2), ['', '%', '.', '.'], [(6, 13), (18, 6), (17, 11)], [False, True, False, False], 84, False, [False, False, True, True], 3242, 'East', (8, 2))
Element 9: (1, (8, 2), ['', '%', '%', '.'], [(5, 13), (18, 5), (17, 10)], [False, True, True, False], 82, False, [False, False, False, True], 3271, 'East', (9, 2))
Element 10: (1, (9, 2), ['', 'F', '%', '.'], [(4, 13), (18, 4), (17, 9)], [False, False, True, False], 80, False, [False, False, False, True], 3300, 'South', (9, 1))
Element 11: (1, (9, 1), ['%', '%', '', '.'], [(3, 13), (17, 4), (16, 9)], [True, True, False, False], 78, False, [False, False, False, True], 4319, 'East', (10, 1))
Element 12: (1, (10, 1), ['', '%', '.', '.'], [(2, 13), (17, 5), (16, 10)], [False, True, False, False], 76, False, [False, False, True, True], 4358, 'East', (11, 1))
Element 13: (1, (11, 1), ['', '%', '.', '.'], [(3, 13), (17, 4), (16, 11)], [False, True, False, False], 74, False, [False, False, True, True], 4377, 'East', (12, 1))
Element 14: (1, (12, 1), ['', '%', '.', '.'], [(3, 12), (17, 3), (16, 12)], [False, True, False, False], 72, False, [False, False, True, True], 4406, 'East', (13, 1))
Element 15: (1, (13, 1), ['', '%', '%', '.'], [(3, 11), (16, 3), (16, 13)], [False, True, True, False], 70, False, [False, False, False, True], 4445, 'East', (14, 1))
Element 16: (1, (14, 1), ['', '%', '.', '%'], [(3, 10), (16, 4), (17, 13)], [False, True, False, True], 68, False, [False, False, True, False], 4484, 'North', (14, 2))
Element 17: (1, (14, 2), ['%', '', '.', '.'], [(4, 10), (15, 4), (18, 13)], [True, False, False, False], 66, False, [False, False, True, True], 4523, 'East', (15, 2))
Element 18: (1, (15, 2), ['', '%', '%', '.'], [(5, 10), (15, 5), (17, 13)], [False, True, True, False], 64, False, [False, False, False, True], 4552, 'East', (16, 2))
Element 19: (1, (16, 2), ['', '%', '', '%'], [(6, 10), (15, 6), (16, 13)], [False, True, False, True], 62, False, [False, False, False, False], 4581, 'North', (16, 3))
Element 20: (1, (16, 3), ['%', '', '', ''], [(6, 9), (14, 6), (16, 12)], [True, False, False, False], 60, False, [False, False, False, False], 5590, 'East', (17, 3))
Element 21: (1, (17, 3), ['', '%', '', '%'], [(7, 9), (14, 5), (15, 12)], [False, True, False, True], 58, False, [False, False, False, False], 6609, 'North', (17, 4))
Element 22: (1, (17, 4), ['', '', '', ''], [(8, 9), (13, 5), (15, 11)], [False, False, False, False], 56, False, [False, False, False, False], 6638, 'East', (18, 4))
Element 23: (1, (18, 4), ['', '%', '', '%'], [(9, 9), (13, 6), (15, 10)], [False, True, False, True], 54, False, [False, False, False, False], 6667, 'North', (18, 5))
Element 24: (1, (18, 5), ['', '', '', '%'], [(9, 10), (12, 6), (15, 9)], [False, False, False, True], 52, False, [False, False, False, False], 6696, 'North', (18, 6))
Element 25: (1, (18, 6), ['', '', '%', '%'], [(10, 10), (12, 5), (15, 10)], [False, False, True, True], 50, False, [False, False, False, False], 6715, 'West', (17, 6))
Element 26: (1, (17, 6), ['', '', '%', ''], [(11, 10), (12, 6), (14, 10)], [False, False, True, False], 48, False, [False, False, False, False], 6734, 'South', (17, 5))
Element 27: (1, (17, 5), ['%', '', '', ''], [(12, 10), (13, 6), (14, 11)], [True, False, False, False], 46, False, [False, False, False, False], 6753, 'North', (17, 6))
Element 28: (1, (17, 6), ['', '', '%', ''], [(13, 10), (13, 5), (14, 12)], [False, False, True, False], 44, False, [False, False, False, False], 6772, 'West', (16, 6))
Element 29: (1, (16, 6), ['', '%', '', ''], [(13, 11), (12, 5), (13, 12)], [False, True, False, False], 42, False, [False, False, False, False], 6791, 'North', (16, 7))
Element 30: (1, (16, 7), ['', '', '', '%'], [(12, 11), (13, 5), (12, 12)], [False, False, False, True], 40, False, [False, False, False, False], 6810, 'North', (16, 8))
Element 31: (1, (16, 8), ['', '', '', ''], [(11, 11), (14, 5), (12, 13)], [False, False, False, False], 38, False, [False, False, False, False], 7819, 'East', (17, 8))
Element 32: (1, (17, 8), ['', '%', '', ''], [(10, 11), (14, 6), (11, 13)], [False, True, False, False], 36, False, [False, False, False, False], 7838, 'East', (18, 8))
Element 33: (1, (18, 8), ['', '%', '', '%'], [(10, 12), (13, 6), (10, 13)], [False, True, False, True], 34, False, [False, False, False, False], 7857, 'North', (18, 9))
Element 34: (1, (18, 9), ['', '', '', '%'], [(9, 12), (14, 6), (11, 13)], [False, False, False, True], 32, False, [False, False, False, False], 7866, 'North', (18, 10))
Element 35: (1, (18, 10), ['', '', '', '%'], [(9, 11), (15, 6), (12, 13)], [False, False, False, True], 30, False, [False, False, False, False], 7875, 'North', (18, 11))
Element 36: (1, (18, 11), ['', '', '%', '%'], [(8, 11), (15, 5), (12, 12)], [False, False, True, True], 28, False, [False, False, False, False], 7884, 'West', (17, 11))
Element 37: (1, (17, 11), ['', '', '%', ''], [(7, 11), (14, 5), (13, 12)], [False, False, True, False], 26, False, [False, False, False, False], 8883, 'South', (17, 10))
Element 38: (1, (17, 10), ['', '', '', ''], [(7, 10), (15, 5), (14, 12)], [False, False, False, False], 24, False, [False, False, False, False], 8892, 'South', (17, 9))
Element 39: (1, (17, 9), ['', '', '', ''], [(8, 10), (15, 4), (14, 11)], [False, False, False, False], 22, False, [False, False, False, False], 8901, 'West', (16, 9))
Element 40: (1, (16, 9), ['', '', '', ''], [(7, 10), (16, 4), (13, 11)], [False, False, False, False], 20, False, [False, False, False, False], 8900, 'North', (16, 10))
Element 41: (1, (16, 10), ['', '', '', ''], [(7, 11), (16, 3), (13, 10)], [False, False, False, False], 18, False, [False, False, False, False], 8899, 'North', (16, 11))
Element 42: (1, (16, 11), ['', '', '', ''], [(6, 11), (16, 2), (13, 9)], [False, False, False, False], 16, False, [False, False, False, False], 8918, 'North', (16, 12))
Element 43: (1, (16, 12), ['', '', '', '%'], [(5, 11), (15, 2), (13, 8)], [False, False, False, True], 14, False, [False, False, False, False], 8937, 'North', (16, 13))
Element 44: (1, (16, 13), ['%', '', '%', ''], [(6, 11), (14, 2), (14, 8)], [True, False, True, False], 12, False, [False, False, False, False], 8946, 'East', (17, 13))
Element 45: (1, (17, 13), ['', '%', '%', ''], [(7, 11), (14, 3), (14, 7)], [False, True, True, False], 10, False, [False, False, False, False], 8955, 'East', (18, 13))
Element 46: (1, (18, 13), ['', '%', '%', '%'], [(8, 11), (13, 3), (15, 7)], [False, True, True, True], 8, False, [False, False, False, False], 8964, 'West', (17, 13))
Element 47: (1, (17, 13), ['', '%', '%', ''], [(8, 10), (12, 3), (16, 7)], [False, True, True, False], 6, False, [False, False, False, False], 8973, 'West', (16, 13))
Element 48: (1, (16, 13), ['%', '', '%', ''], [(8, 11), (12, 2), (16, 6)], [True, False, True, False], 4, False, [False, False, False, False], 8982, 'South', (16, 12))
Element 49: (1, (16, 12), ['', '', '', '%'], [(9, 11), (11, 2), (17, 6)], [False, False, False, True], 2, False, [False, False, False, False], 8991, 'West', (15, 12))
Element 50: (1, (15, 12), ['', '', '%', ''], [(9, 11), (11, 3), (18, 6)], [False, False, True, False], 0, False, [False, False, False, False], 9000, 'Stop', (15, 12))
Element 51: #0#
