Element 1: (0, (3, 13), ['.', '.', '%', 'F'], [(1, 11), (5, 6), (15, 10)], [False, False, True, False], 98, False, [True, True, False, False], 0, 'East', (4, 13))
Element 2: (0, (4, 13), ['', '%', '%', 'F'], [(2, 11), (6, 6), (16, 10)], [False, True, True, False], 96, False, [False, False, False, False], 1029, 'East', (5, 13))
Element 3: (0, (5, 13), ['', '%', '%', '.'], [(3, 11), (6, 7), (17, 10)], [False, True, True, False], 94, False, [False, False, False, True], 2058, 'East', (6, 13))
Element 4: (0, (6, 13), ['', '%', '%', '.'], [(3, 12), (5, 7), (18, 10)], [False, True, True, False], 92, False, [False, False, False, True], 2097, 'East', (7, 13))
Element 5: (0, (7, 13), ['', '%', '%', '%'], [(2, 12), (6, 7), (18, 11)], [False, True, True, True], 90, False, [False, False, False, False], 2126, 'West', (6, 13))
Element 6: (0, (6, 13), ['', '%', '%', ''], [(2, 13), (6, 6), (17, 11)], [False, True, True, False], 88, False, [False, False, False, False], 2145, 'West', (5, 13))
Element 7: (0, (5, 13), ['', '%', '%', ''], [(3, 13), (6, 5), (16, 11)], [False, True, True, False], 86, False, [False, False, False, False], 2164, 'West', (4, 13))
Element 8: (0, (4, 13), ['', '%', '%', ''], [(2, 13), (7, 5), (16, 12)], [False, True, True, False], 84, False, [False, False, False, False], 2183, 'West', (3, 13))
Element 9: (0, (3, 13), ['', '', '%', ''], [(2, 12), (7, 4), (16, 13)], [False, False, True, False], 82, False, [False, False, False, False], 2202, 'South', (3, 12))
Element 10: (0, (3, 12), ['', '', '', '%'], [(1, 12), (8, 4), (17, 13)], [False, False, False, True], 80, False, [False, False, False, False], 2231, 'South', (3, 11))
Element 11: (0, (3, 11), ['', '.', '', '%'], [(2, 12), (9, 4), (18, 13)], [False, False, False, True], 78, False, [False, True, False, False], 2250, 'South', (3, 10))
Element 12: (0, (3, 10), ['.', '%', '', '.'], [(3, 12), (10, 4), (17, 13)], [False, True, False, False], 76, False, [True, False, False, True], 2269, 'East', (4, 10))
Element 13: (0, (4, 10), ['', '.', '%', '.'], [(3, 13), (10, 5), (16, 13)], [False, False, True, False], 74, False, [False, True, False, True], 2288, 'East', (5, 10))
Element 14: (0, (5, 10), ['', '.', '.', '.'], [(3, 12), (10, 6), (16, 12)], [False, False, False, False], 72, False, [False, True, True, True], 2307, 'East', (6, 10))
Element 15: (0, (6, 10), ['', 'F', '.', '.'], [(3, 11), (10, 7), (15, 12)], [False, False, False, False], 70, False, [False, False, True, True], 3326, 'South', (6, 9))
Element 16: (0, (6, 9), ['.', '%', '', 'F'], [(3, 10), (9, 7), (15, 11)], [False, True, False, False], 68, False, [True, False, False, False], 5335, 'East', (7, 9))
Element 17: (0, (7, 9), ['', '%', '.', '.'], [(2, 10), (9, 8), (14, 11)], [False, True, False, False], 66, False, [False, False, True, True], 6364, 'East', (8, 9))
Element 18: (0, (8, 9), ['', '.', '.', '.'], [(1, 10), (10, 8), (14, 12)], [False, False, False, False], 64, False, [False, True, True, True], 6403, 'East', (9, 9))
Element 19: (0, (9, 9), ['', '', '.', '%'], [(2, 10), (11, 8), (13, 12)], [False, False, False, True], 62, False, [False, False, True, False], 6432, 'North', (9, 10))
Element 20: (0, (9, 10), ['.', '', '.', '.'], [(3, 10), (11, 9), (13, 11)], [False, False, False, False], 60, False, [True, False, True, True], 6461, 'East', (10, 10))
Element 21: (0, (10, 10), ['', '%', '.', '.'], [(4, 10), (12, 9), (13, 10)], [False, True, False, False], 58, False, [False, False, True, True], 6490, 'East', (11, 10))
Element 22: (0, (11, 10), ['', '', '.', '.'], [(4, 9), (13, 9), (14, 10)], [False, False, False, False], 56, False, [False, False, True, True], 6529, 'East', (12, 10))
Element 23: (0, (12, 10), ['', '', '.', 'G'], [(5, 9), (13, 8), (13, 10)], [False, False, False, False], 54, False, [False, False, True, False], 6558, 'North', (12, 11))
Element 24: (0, (12, 11), ['.', 'G', '.', ''], [(6, 9), (14, 8), (12, 10)], [False, False, False, False], 52, False, [True, False, True, False], 6577, 'North', (12, 12))
Element 25: (0, (12, 12), ['%', 'G', 'F', ''], [(7, 9), (15, 8), (12, 11)], [True, False, False, False], 50, False, [False, False, False, False], 6596, 'North', (12, 13))
Element 26: (0, (12, 13), ['.', '', '%', '%'], [(7, 10), (16, 8), (11, 11)], [False, False, True, True], 48, False, [True, False, False, False], 7625, 'West', (11, 13))
Element 27: (0, (11, 13), ['.', '%', '%', ''], [(7, 11), (17, 8), (10, 11)], [False, True, True, False], 46, False, [True, False, False, False], 8654, 'West', (10, 13))
Element 28: (0, (10, 13), ['%', 'G', '%', ''], [(8, 11), (18, 8), (10, 12)], [True, False, True, False], 44, False, [False, False, False, False], 8693, 'East', (11, 13))
Element 29: (0, (11, 13), ['', '%', '%', ''], [(9, 11), (18, 9), (9, 12)], [False, True, True, False], 42, False, [False, False, False, False], 8722, 'East', (12, 13))
Element 30: (0, (12, 13), ['', '', '%', '%'], [(10, 11), (17, 9), (9, 11)], [False, False, True, True], 40, False, [False, False, False, False], 8731, 'South', (12, 12))
Element 31: (0, (12, 12), ['%', '', '', ''], [(11, 11), (16, 9), (9, 10)], [True, False, False, False], 38, False, [False, False, False, False], 8740, 'East', (13, 12))
Element 32: (0, (13, 12), ['', '', '%', ''], [(12, 11), (15, 9), (8, 10)], [False, False, True, False], 36, False, [False, False, False, False], 8759, 'East', (14, 12))
Element 33: (0, (14, 12), ['', '', '%', ''], [(13, 11), (15, 10), (8, 11)], [False, False, True, False], 34, False, [False, False, False, False], 8758, 'East', (15, 12))
Element 34: (0, (15, 12), ['', '', '%', ''], [(14, 11), (16, 10), (7, 11)], [False, False, True, False], 32, False, [False, False, False, False], 8757, 'East', (16, 12))
Element 35: (0, (16, 12), ['', '', '', '%'], [(15, 11), (17, 10), (6, 11)], [False, False, False, True], 30, False, [False, False, False, False], 8766, 'North', (16, 13))
Element 36: (0, (16, 13), ['%', '', '%', ''], [(16, 11), (18, 10), (5, 11)], [True, False, True, False], 28, False, [False, False, False, False], 8775, 'East', (17, 13))
Element 37: (0, (17, 13), ['', '%', '%', ''], [(17, 11), (18, 11), (5, 10)], [False, True, True, False], 26, False, [False, False, False, False], 8774, 'East', (18, 13))
Element 38: (0, (18, 13), ['', '%', '%', '%'], [(17, 10), (17, 11), (6, 10)], [False, True, True, True], 24, False, [False, False, False, False], 8773, 'West', (17, 13))
Element 39: (0, (17, 13), ['', '%', '%', ''], [(18, 10), (16, 11), (7, 10)], [False, True, True, False], 22, False, [False, False, False, False], 8772, 'West', (16, 13))
Element 40: (0, (16, 13), ['%', 'G', '%', ''], [(18, 11), (16, 12), (7, 9)], [True, False, True, False], 20, False, [False, False, False, False], 8771, 'East', (17, 13))
Element 41: (0, (17, 13), ['G', '%', '%', ''], [(18, 10), (16, 13), (8, 9)], [False, True, True, False], 18, False, [False, False, False, False], 8770, 'Stop', (17, 13))
Element 42: (0, (17, 13), ['', '%', '%', ''], [(18, 9), (16, 12), (8, 8)], [False, True, True, False], 16, False, [False, False, False, False], 8779, 'West', (16, 13))
Element 43: (0, (16, 13), ['%', '', '%', ''], [(18, 8), (15, 12), (9, 8)], [True, False, True, False], 14, False, [False, False, False, False], 8778, 'South', (16, 12))
Element 44: (0, (16, 12), ['', '', '', '%'], [(17, 8), (15, 11), (10, 8)], [False, False, False, True], 12, False, [False, False, False, False], 8777, 'West', (15, 12))
Element 45: (0, (15, 12), ['', '', '%', ''], [(17, 9), (14, 11), (11, 8)], [False, False, True, False], 10, False, [False, False, False, False], 8776, 'Stop', (15, 12))
Element 46: (0, (15, 12), ['G', '', '%', ''], [(16, 9), (14, 12), (11, 9)], [False, False, True, False], 8, False, [False, False, False, False], 8775, 'South', (15, 11))
Element 47: (0, (15, 11), ['', '', '', ''], [(16, 10), (13, 12), (12, 9)], [False, False, False, False], 6, False, [False, False, False, False], 8774, 'East', (16, 11))
