Element 1: (1, (6, 11), ['.', '.', '%', 'F'], [(5, 10), (8, 4), (8, 8)], [False, False, True, False], 98, False, [True, True, False, False], 9, 'East', (7, 11))
Element 2: (1, (7, 11), ['', '.', '%', '.'], [(6, 10), (9, 4), (9, 8)], [False, False, True, False], 96, False, [False, True, False, True], 1038, 'East', (8, 11))
Element 3: (1, (8, 11), ['', '.', '%', '.'], [(6, 9), (10, 4), (9, 7)], [False, False, True, False], 94, False, [False, True, False, True], 3057, 'East', (9, 11))
Element 4: (1, (9, 11), ['', '.', '.', '.'], [(7, 9), (10, 5), (10, 7)], [False, False, False, False], 92, False, [False, True, True, True], 5076, 'East', (10, 11))
Element 5: (1, (10, 11), ['', '.', '.', '.'], [(8, 9), (10, 6), (10, 8)], [False, False, False, False], 90, False, [False, True, True, True], 5115, 'East', (11, 11))
Element 6: (1, (11, 11), ['', '.', '%', '.'], [(9, 9), (9, 6), (11, 8)], [False, False, True, False], 88, False, [False, True, False, True], 5154, 'East', (12, 11))
Element 7: (1, (12, 11), ['', '.', '.', '.'], [(9, 10), (9, 5), (11, 9)], [False, False, False, False], 86, False, [False, True, True, True], 5193, 'East', (13, 11))
Element 8: (1, (13, 11), ['', '.', '.', '.'], [(10, 10), (9, 6), (12, 9)], [False, False, False, False], 84, False, [False, True, True, True], 5222, 'East', (14, 11))
Element 9: (1, (14, 11), ['', '.', '.', '.'], [(11, 10), (9, 7), (13, 9)], [False, False, False, False], 82, False, [False, True, True, True], 5251, 'East', (15, 11))
Element 10: (1, (15, 11), ['', '.', '.', '.'], [(12, 10), (10, 7), (13, 10)], [False, False, False, False], 80, False, [False, True, True, True], 5280, 'East', (16, 11))
Element 11: (1, (16, 11), ['', '.', '.', '.'], [(13, 10), (10, 8), (14, 10)], [False, False, False, False], 78, False, [False, True, True, True], 5299, 'East', (17, 11))
Element 12: (1, (17, 11), ['', '.', '%', '.'], [(14, 10), (11, 8), (15, 10)], [False, False, True, False], 76, False, [False, True, False, True], 5318, 'East', (18, 11))
Element 13: (1, (18, 11), ['', '.', '%', '%'], [(15, 10), (11, 9), (16, 10)], [False, False, True, True], 74, False, [False, True, False, False], 5337, 'South', (18, 10))
Element 14: (1, (18, 10), ['G', '.', '', '%'], [(15, 9), (12, 9), (17, 10)], [False, False, False, True], 72, False, [False, True, False, False], 5366, 'South', (18, 9))
Element 15: (1, (18, 9), ['G', '.', '', '%'], [(16, 9), (13, 9), (17, 9)], [False, False, False, True], 70, False, [False, True, False, False], 5395, 'South', (18, 8))
Element 16: (1, (18, 8), ['G', '%', '', '%'], [(16, 8), (13, 8), (17, 8)], [False, True, False, True], 68, False, [False, False, False, False], 5434, 'North', (18, 9))
Element 17: (1, (18, 9), ['', 'G', '', '%'], [(16, 7), (14, 8), (18, 8)], [False, False, False, True], 66, False, [False, False, False, False], 5453, 'North', (18, 10))
Element 18: (1, (18, 10), ['', 'G', '', '%'], [(16, 6), (15, 8), (18, 9)], [False, False, False, True], 64, False, [False, False, False, False], 5472, 'North', (18, 11))
Element 19: (1, (18, 11), ['', 'G', '%', '%'], [(17, 6), (15, 7), (18, 10)], [False, False, True, True], 62, False, [False, False, False, False], 5491, 'West', (17, 11))
Element 20: (1, (17, 11), ['', '', '%', 'G'], [(18, 6), (15, 6), (18, 11)], [False, False, True, False], 60, False, [False, False, False, False], 5510, 'South', (17, 10))
Element 21: (1, (17, 10), ['', '', 'G', ''], [(18, 5), (15, 5), (17, 11)], [False, False, False, False], 58, False, [False, False, False, False], 5529, 'South', (17, 9))
Element 22: (1, (17, 9), ['', '', '', ''], [(18, 4), (15, 4), (16, 11)], [False, False, False, False], 56, False, [False, False, False, False], 5548, 'South', (17, 8))
Element 23: (1, (17, 8), ['', '%', '', ''], [(17, 4), (16, 4), (16, 12)], [False, True, False, False], 54, False, [False, False, False, False], 5577, 'West', (16, 8))
