Element 1: (2, (10, 11), ['.', '.', '.', '.'], [(15, 11), (6, 9), (18, 4)], [False, False, False, False], 98, False, [True, True, True, True], 1009, 'East', (11, 11))
Element 2: (2, (11, 11), ['', '.', '%', '.'], [(16, 11), (7, 9), (18, 5)], [False, False, True, False], 96, False, [False, True, False, True], 2038, 'East', (12, 11))
Element 3: (2, (12, 11), ['', '.', '.', '.'], [(17, 11), (8, 9), (18, 6)], [False, False, False, False], 94, False, [False, True, True, True], 2077, 'East', (13, 11))
Element 4: (2, (13, 11), ['', '.', '.', ''], [(18, 11), (9, 9), (17, 6)], [False, False, False, False], 92, False, [False, True, True, False], 2116, 'North', (13, 12))
Element 5: (2, (13, 12), ['.', '', '%', '.'], [(18, 10), (9, 10), (17, 5)], [False, False, True, False], 90, False, [True, False, False, True], 2155, 'East', (14, 12))
Element 6: (2, (14, 12), ['', '', '%', '.'], [(18, 9), (10, 10), (17, 4)], [False, False, True, False], 88, False, [False, False, False, True], 2194, 'East', (15, 12))
Element 7: (2, (15, 12), ['', '', '%', '.'], [(18, 8), (11, 10), (17, 3)], [False, False, True, False], 86, False, [False, False, False, True], 2233, 'East', (16, 12))
Element 8: (2, (16, 12), ['', '', '.', '%'], [(17, 8), (12, 10), (16, 3)], [False, False, False, True], 84, False, [False, False, True, False], 2272, 'North', (16, 13))
Element 9: (2, (16, 13), ['%', '', '%', '.'], [(17, 9), (13, 10), (16, 4)], [True, False, True, False], 82, False, [False, False, False, True], 2311, 'East', (17, 13))
Element 10: (2, (17, 13), ['', '%', '%', '.'], [(17, 10), (14, 10), (15, 4)], [False, True, True, False], 80, False, [False, False, False, True], 2350, 'East', (18, 13))
Element 11: (2, (18, 13), ['', '%', '%', '%'], [(16, 10), (15, 10), (15, 5)], [False, True, True, True], 78, False, [False, False, False, False], 2389, 'West', (17, 13))
Element 12: (2, (17, 13), ['', '%', '%', ''], [(16, 9), (15, 9), (15, 6)], [False, True, True, False], 76, False, [False, False, False, False], 2418, 'West', (16, 13))
Element 13: (2, (16, 13), ['%', '', '%', ''], [(16, 8), (15, 8), (16, 6)], [True, False, True, False], 74, False, [False, False, False, False], 2447, 'South', (16, 12))
Element 14: (2, (16, 12), ['', '', '', '%'], [(16, 9), (15, 7), (16, 7)], [False, False, False, True], 72, False, [False, False, False, False], 2466, 'South', (16, 11))
