Element 1: (3, (16, 3), ['%', '.', '.', '.'], [(13, 10), (2, 1), (12, 10)], [True, False, False, False], 98, False, [False, True, True, True], 1019, 'East', (17, 3))
Element 2: (3, (17, 3), ['', '%', '.', '%'], [(14, 10), (3, 1), (12, 11)], [False, True, False, True], 96, False, [False, False, True, False], 1058, 'North', (17, 4))
Element 3: (3, (17, 4), ['.', '', '.', '.'], [(15, 10), (4, 1), (13, 11)], [False, False, False, False], 94, False, [True, False, True, True], 1097, 'East', (18, 4))
Element 4: (3, (18, 4), ['', '%', '.', '%'], [(16, 10), (4, 2), (14, 11)], [False, True, False, True], 92, False, [False, False, True, False], 1136, 'North', (18, 5))
Element 5: (3, (18, 5), ['.', '', '.', '%'], [(17, 10), (5, 2), (15, 11)], [False, False, False, True], 90, False, [True, False, True, False], 1175, 'North', (18, 6))
Element 6: (3, (18, 6), ['.', '', '%', '%'], [(18, 10), (6, 2), (16, 11)], [False, False, True, True], 88, False, [True, False, False, False], 1214, 'West', (17, 6))
Element 7: (3, (17, 6), ['.', '.', '%', ''], [(18, 11), (7, 2), (17, 11)], [False, False, True, False], 86, False, [True, True, False, False], 1253, 'South', (17, 5))
Element 8: (3, (17, 5), ['%', '', '', ''], [(18, 10), (8, 2), (18, 11)], [True, False, False, False], 84, False, [False, False, False, False], 1272, 'North', (17, 6))
Element 9: (3, (17, 6), ['.', '', '%', ''], [(18, 9), (9, 2), (18, 10)], [False, False, True, False], 82, False, [True, False, False, False], 1291, 'West', (16, 6))
Element 10: (3, (16, 6), ['.', '%', '.', ''], [(18, 8), (9, 1), (18, 9)], [False, True, False, False], 80, False, [True, False, True, False], 2310, 'North', (16, 7))
Element 11: (3, (16, 7), ['.', '', '.', '%'], [(17, 8), (10, 1), (17, 9)], [False, False, False, True], 78, False, [True, False, True, False], 2349, 'North', (16, 8))
Element 12: (3, (16, 8), ['.', '', 'G', ''], [(18, 8), (11, 1), (16, 9)], [False, False, False, False], 76, False, [True, False, False, False], 2378, 'West', (15, 8))
Element 13: (3, (15, 8), ['.', '.', 'G', ''], [(18, 9), (12, 1), (15, 9)], [False, False, False, False], 74, False, [True, True, False, False], 2407, 'South', (15, 7))
Element 14: (3, (15, 7), ['.', '.', '', ''], [(17, 9), (13, 1), (15, 10)], [False, False, False, False], 72, False, [True, True, False, False], 2426, 'South', (15, 6))
Element 15: (3, (15, 6), ['.', '.', '', ''], [(16, 9), (14, 1), (16, 10)], [False, False, False, False], 70, False, [True, True, False, False], 2445, 'South', (15, 5))
Element 16: (3, (15, 5), ['.', '.', '', '%'], [(16, 8), (14, 2), (17, 10)], [False, False, False, True], 68, False, [True, True, False, False], 2464, 'South', (15, 4))
Element 17: (3, (15, 4), ['%', '%', '', '.'], [(16, 7), (15, 2), (16, 10)], [True, True, False, False], 66, False, [False, False, False, True], 2483, 'East', (16, 4))
Element 18: (3, (16, 4), ['', '', '%', ''], [(16, 6), (16, 2), (15, 10)], [False, False, True, False], 64, False, [False, False, False, False], 2502, 'West', (15, 4))
Element 19: (3, (15, 4), ['%', '%', '', ''], [(17, 6), (16, 3), (14, 10)], [True, True, False, False], 62, False, [False, False, False, False], 2501, 'North', (15, 5))
Element 20: (3, (15, 5), ['.', '', '', '%'], [(18, 6), (17, 3), (13, 10)], [False, False, False, True], 60, False, [True, False, False, False], 2500, 'West', (14, 5))
Element 21: (3, (14, 5), ['.', '%', '.', ''], [(18, 5), (17, 4), (13, 9)], [False, True, False, False], 58, False, [True, False, True, False], 2509, 'North', (14, 6))
Element 22: (3, (14, 6), ['.', '', '.', ''], [(18, 4), (17, 5), (13, 8)], [False, False, False, False], 56, False, [True, False, True, False], 2528, 'North', (14, 7))
Element 23: (3, (14, 7), ['.', '', 'G', ''], [(17, 4), (18, 5), (14, 8)], [False, False, False, False], 54, False, [True, False, False, False], 2547, 'West', (13, 7))
Element 24: (3, (13, 7), ['.', '.', '', ''], [(17, 5), (18, 6), (15, 8)], [False, False, False, False], 52, False, [True, True, False, False], 2556, 'South', (13, 6))
Element 25: (3, (13, 6), ['.', '.', '', ''], [(17, 4), (17, 6), (16, 8)], [False, False, False, False], 50, False, [True, True, False, False], 2565, 'South', (13, 5))
Element 26: (3, (13, 5), ['.', '%', '', ''], [(17, 3), (16, 6), (17, 8)], [False, True, False, False], 48, False, [True, False, False, False], 2574, 'West', (12, 5))
Element 27: (3, (12, 5), ['%', '%', '.', ''], [(16, 3), (16, 7), (18, 8)], [True, True, False, False], 46, False, [False, False, True, False], 2583, 'North', (12, 6))
Element 28: (3, (12, 6), ['%', '', '.', ''], [(16, 4), (16, 8), (17, 8)], [True, False, False, False], 44, False, [False, False, True, False], 2592, 'North', (12, 7))
Element 29: (3, (12, 7), ['%', '', '%', ''], [(15, 4), (16, 9), (16, 8)], [True, False, True, False], 42, False, [False, False, False, False], 2601, 'South', (12, 6))
Element 30: (3, (12, 6), ['%', '', '', ''], [(15, 5), (17, 9), (16, 7)], [True, False, False, False], 40, False, [False, False, False, False], 2600, 'South', (12, 5))
Element 31: (3, (12, 5), ['%', '%', '', ''], [(15, 6), (18, 9), (16, 6)], [True, True, False, False], 38, False, [False, False, False, False], 2599, 'East', (13, 5))
Element 32: (3, (13, 5), ['', '%', '', ''], [(15, 7), (18, 10), (17, 6)], [False, True, False, False], 36, False, [False, False, False, False], 2598, 'North', (13, 6))
Element 33: (3, (13, 6), ['', '', '', ''], [(15, 8), (18, 11), (18, 6)], [False, False, False, False], 34, False, [False, False, False, False], 2597, 'West', (12, 6))
Element 34: (3, (12, 6), ['%', '', '', ''], [(15, 9), (17, 11), (18, 5)], [True, False, False, False], 32, False, [False, False, False, False], 2596, 'East', (13, 6))
Element 35: (3, (13, 6), ['', '', '', ''], [(15, 8), (17, 10), (18, 4)], [False, False, False, False], 30, False, [False, False, False, False], 2595, 'North', (13, 7))
