Element 1: (0, (9, 2), ['.', 'F', '%', '.'], [(6, 10), (8, 4), (11, 1)], [False, False, True, False], 98, False, [True, False, False, True], 0, 'South', (9, 1))
Element 2: (0, (9, 1), ['%', '%', '', '.'], [(6, 9), (9, 4), (12, 1)], [True, True, False, False], 96, False, [False, False, False, True], 2019, 'East', (10, 1))
Element 3: (0, (10, 1), ['', '%', '.', ''], [(7, 9), (10, 4), (13, 1)], [False, True, False, False], 94, False, [False, False, True, False], 3048, 'North', (10, 2))
Element 4: (0, (10, 2), ['', '', '.', '.'], [(8, 9), (10, 5), (14, 1)], [False, False, False, False], 92, False, [False, False, True, True], 3087, 'East', (11, 2))
Element 5: (0, (11, 2), ['', '', '.', '.'], [(9, 9), (10, 6), (14, 2)], [False, False, False, False], 90, False, [False, False, True, True], 3126, 'East', (12, 2))
Element 6: (0, (12, 2), ['', '', '.', '%'], [(9, 10), (10, 7), (15, 2)], [False, False, False, True], 88, False, [False, False, True, False], 4155, 'North', (12, 3))
Element 7: (0, (12, 3), ['.', '', '%', '.'], [(10, 10), (9, 7), (16, 2)], [False, False, True, False], 86, False, [True, False, False, True], 5184, 'East', (13, 3))
Element 8: (0, (13, 3), ['', '%', '%', '.'], [(11, 10), (9, 8), (16, 3)], [False, True, True, False], 84, False, [False, False, False, True], 5223, 'East', (14, 3))
Element 9: (0, (14, 3), ['', '', '%', '%'], [(12, 10), (10, 8), (17, 3)], [False, False, True, True], 82, False, [False, False, False, False], 5262, 'South', (14, 2))
Element 10: (0, (14, 2), ['%', '', '', ''], [(13, 10), (11, 8), (17, 4)], [True, False, False, False], 80, False, [False, False, False, False], 5291, 'East', (15, 2))
Element 11: (0, (15, 2), ['', '%', '%', ''], [(14, 10), (11, 9), (18, 4)], [False, True, True, False], 78, False, [False, False, False, False], 5320, 'East', (16, 2))
Element 12: (0, (16, 2), ['', '%', '', '%'], [(15, 10), (12, 9), (18, 5)], [False, True, False, True], 76, False, [False, False, False, False], 5349, 'North', (16, 3))
Element 13: (0, (16, 3), ['%', '', '.', ''], [(16, 10), (13, 9), (18, 6)], [True, False, False, False], 74, False, [False, False, True, False], 5378, 'North', (16, 4))
Element 14: (0, (16, 4), ['.', '', '%', ''], [(17, 10), (13, 8), (17, 6)], [False, False, True, False], 72, False, [True, False, False, False], 5417, 'West', (15, 4))
Element 15: (0, (15, 4), ['%', '%', '.', ''], [(18, 10), (14, 8), (17, 5)], [True, True, False, False], 70, False, [False, False, True, False], 5456, 'North', (15, 5))
Element 16: (0, (15, 5), ['.', '', '.', '%'], [(18, 11), (15, 8), (17, 6)], [False, False, False, True], 68, False, [True, False, True, False], 5485, 'North', (15, 6))
Element 17: (0, (15, 6), ['.', '', '.', 'G'], [(17, 11), (16, 8), (16, 6)], [False, False, False, False], 66, False, [True, False, True, False], 5524, 'North', (15, 7))
Element 18: (0, (15, 7), ['.', '', '', 'G'], [(16, 11), (17, 8), (16, 7)], [False, False, False, False], 64, False, [True, False, False, False], 5563, 'West', (14, 7))
Element 19: (0, (14, 7), ['.', '.', '', ''], [(16, 12), (18, 8), (16, 8)], [False, False, False, False], 62, False, [True, True, False, False], 5592, 'South', (14, 6))
Element 20: (0, (14, 6), ['.', '.', '', ''], [(16, 13), (18, 9), (16, 9)], [False, False, False, False], 60, False, [True, True, False, False], 5631, 'South', (14, 5))
Element 21: (0, (14, 5), ['.', '%', '', ''], [(17, 13), (17, 9), (15, 9)], [False, True, False, False], 58, False, [True, False, False, False], 5670, 'West', (13, 5))
Element 22: (0, (13, 5), ['.', '%', '.', ''], [(18, 13), (17, 10), (15, 10)], [False, True, False, False], 56, False, [True, False, True, False], 5689, 'North', (13, 6))
Element 23: (0, (13, 6), ['.', '', '.', ''], [(17, 13), (18, 10), (15, 11)], [False, False, False, False], 54, False, [True, False, True, False], 5708, 'North', (13, 7))
Element 24: (0, (13, 7), ['.', '', '', ''], [(16, 13), (18, 11), (15, 12)], [False, False, False, False], 52, False, [True, False, False, False], 5727, 'West', (12, 7))
Element 25: (0, (12, 7), ['%', '.', '%', ''], [(16, 12), (17, 11), (14, 12)], [True, False, True, False], 50, False, [False, True, False, False], 5746, 'South', (12, 6))
Element 26: (0, (12, 6), ['%', '.', '', ''], [(15, 12), (16, 11), (14, 11)], [True, False, False, False], 48, False, [False, True, False, False], 5765, 'South', (12, 5))
Element 27: (0, (12, 5), ['%', '%', '', ''], [(15, 11), (16, 12), (13, 11)], [True, True, False, False], 46, False, [False, False, False, False], 5784, 'North', (12, 6))
Element 28: (0, (12, 6), ['%', '', '', ''], [(14, 11), (16, 13), (13, 12)], [True, False, False, False], 44, False, [False, False, False, False], 5793, 'North', (12, 7))
Element 29: (0, (12, 7), ['%', '', '%', ''], [(14, 12), (17, 13), (12, 12)], [True, False, True, False], 42, False, [False, False, False, False], 5802, 'East', (13, 7))
Element 30: (0, (13, 7), ['', '', '', ''], [(13, 12), (18, 13), (12, 13)], [False, False, False, False], 40, False, [False, False, False, False], 6801, 'North', (13, 8))
Element 31: (0, (13, 8), ['%', '', '', ''], [(13, 11), (17, 13), (11, 13)], [True, False, False, False], 38, False, [False, False, False, False], 6810, 'East', (14, 8))
Element 32: (0, (14, 8), ['', '', '%', ''], [(12, 11), (16, 13), (10, 13)], [False, False, True, False], 36, False, [False, False, False, False], 6829, 'East', (15, 8))
Element 33: (0, (15, 8), ['', '', '', ''], [(11, 11), (16, 12), (10, 12)], [False, False, False, False], 34, False, [False, False, False, False], 6848, 'East', (16, 8))
Element 34: (0, (16, 8), ['', '', '', ''], [(10, 11), (15, 12), (9, 12)], [False, False, False, False], 32, False, [False, False, False, False], 6867, 'East', (17, 8))
Element 35: (0, (17, 8), ['', '%', '', ''], [(9, 11), (15, 11), (10, 12)], [False, True, False, False], 30, False, [False, False, False, False], 6876, 'East', (18, 8))
Element 36: (0, (18, 8), ['', '%', '', '%'], [(8, 11), (15, 10), (10, 13)], [False, True, False, True], 28, False, [False, False, False, False], 6885, 'North', (18, 9))
Element 37: (0, (18, 9), ['', '', '', '%'], [(7, 11), (16, 10), (11, 13)], [False, False, False, True], 26, False, [False, False, False, False], 7884, 'North', (18, 10))
Element 38: (0, (18, 10), ['', '', '', '%'], [(7, 10), (16, 9), (12, 13)], [False, False, False, True], 24, False, [False, False, False, False], 7893, 'North', (18, 11))
Element 39: (0, (18, 11), ['', '', '%', '%'], [(8, 10), (15, 9), (12, 12)], [False, False, True, True], 22, False, [False, False, False, False], 7902, 'West', (17, 11))
Element 40: (0, (17, 11), ['', '', '%', ''], [(7, 10), (16, 9), (12, 11)], [False, False, True, False], 20, False, [False, False, False, False], 7901, 'South', (17, 10))
Element 41: (0, (17, 10), ['G', '', '', ''], [(7, 11), (16, 10), (12, 10)], [False, False, False, False], 18, False, [False, False, False, False], 7900, 'South', (17, 9))
Element 42: (0, (17, 9), ['', '', '', ''], [(6, 11), (15, 10), (13, 10)], [False, False, False, False], 16, False, [False, False, False, False], 7909, 'West', (16, 9))
