Element 1: (1, (12, 10), ['.', '.', '.', 'G'], [(6, 10), (13, 9), (13, 10)], [False, False, False, False], 98, False, [True, True, True, False], 9, 'North', (12, 11))
Element 27: (1, (8, 10), ['.', '', '.', ''], [(16, 13), (16, 12), (10, 13)], [False, False, False, False], 46, False, [True, False, True, False], 5453, 'North', (8, 11))
Element 28: (1, (8, 11), ['F', '', '%', '.'], [(16, 12), (15, 12), (10, 12)], [False, False, True, False], 44, False, [False, False, False, True], 5462, 'West', (7, 11))
Element 29: (1, (7, 11), ['.', '.', '%', ''], [(16, 11), (14, 12), (9, 12)], [False, False, True, False], 42, False, [True, True, False, False], 6471, 'South', (7, 10))
Element 30: (1, (7, 10), ['', '', '', ''], [(17, 11), (13, 12), (9, 11)], [False, False, False, False], 40, False, [False, False, False, False], 6490, 'South', (7, 9))
Element 31: (1, (7, 9), ['', '%', '', ''], [(18, 11), (13, 11), (10, 11)], [False, True, False, False], 38, False, [False, False, False, False], 6489, 'West', (6, 9))
Element 32: (1, (6, 9), ['.', '%', '', ''], [(18, 10), (13, 10), (11, 11)], [False, True, False, False], 36, False, [True, False, False, False], 6488, 'West', (5, 9))
Element 33: (1, (5, 9), ['.', '%', '', ''], [(18, 9), (12, 10), (11, 10)], [False, True, False, False], 34, False, [True, False, False, False], 6497, 'West', (4, 9))
Element 34: (1, (4, 9), ['%', '%', '.', ''], [(18, 8), (12, 11), (12, 10)], [True, True, False, False], 32, False, [False, False, True, False], 6506, 'North', (4, 10))
Element 35: (1, (4, 10), ['.', '', '%', ''], [(17, 8), (12, 12), (12, 9)], [False, False, True, False], 30, False, [True, False, False, False], 6515, 'West', (3, 10))
Element 36: (1, (3, 10), ['.', '%', '.', ''], [(17, 9), (12, 13), (13, 9)], [False, True, False, False], 28, False, [True, False, True, False], 6524, 'North', (3, 11))
Element 37: (1, (3, 11), ['.', '', '.', '%'], [(17, 10), (11, 13), (13, 8)], [False, False, False, True], 26, False, [True, False, True, False], 6533, 'North', (3, 12))
Element 38: (1, (3, 12), ['.', '', '.', '%'], [(16, 10), (10, 13), (13, 7)], [False, False, False, True], 24, False, [True, False, True, False], 6552, 'North', (3, 13))
Element 39: (1, (3, 13), ['.', '', '%', 'F'], [(16, 9), (10, 12), (14, 7)], [False, False, True, False], 22, False, [True, False, False, False], 6571, 'East', (4, 13))
Element 40: (1, (4, 13), ['', '%', '%', 'F'], [(16, 8), (10, 11), (15, 7)], [False, True, True, False], 20, False, [False, False, False, False], 7580, 'East', (5, 13))
Element 41: (1, (5, 13), ['', '%', '%', '.'], [(15, 8), (11, 11), (16, 7)], [False, True, True, False], 18, False, [False, False, False, True], 8589, 'East', (6, 13))
Element 42: (1, (6, 13), ['', '%', '%', '.'], [(15, 9), (11, 10), (16, 6)], [False, True, True, False], 16, False, [False, False, False, True], 8608, 'East', (7, 13))
Element 43: (1, (7, 13), ['', '%', '%', '%'], [(15, 10), (11, 9), (17, 6)], [False, True, True, True], 14, False, [False, False, False, False], 8627, 'West', (6, 13))
Element 44: (1, (6, 13), ['', '%', '%', ''], [(15, 11), (12, 9), (18, 6)], [False, True, True, False], 12, False, [False, False, False, False], 8636, 'West', (5, 13))
Element 45: (1, (5, 13), ['', '%', '%', ''], [(14, 11), (11, 9), (18, 5)], [False, True, True, False], 10, False, [False, False, False, False], 8645, 'West', (4, 13))
Element 46: (1, (4, 13), ['', '%', '%', ''], [(14, 10), (11, 8), (18, 4)], [False, True, True, False], 8, False, [False, False, False, False], 8654, 'West', (3, 13))
Element 47: (1, (3, 13), ['.', '', '%', ''], [(13, 10), (10, 8), (17, 4)], [False, False, True, False], 6, False, [True, False, False, False], 8663, 'West', (2, 13))
Element 48: (1, (2, 13), ['%', '.', '%', ''], [(13, 11), (10, 7), (17, 5)], [True, False, True, False], 4, False, [False, True, False, False], 8682, 'South', (2, 12))
Element 49: (1, (2, 12), ['.', '.', '', ''], [(12, 11), (10, 6), (17, 4)], [False, False, False, False], 2, False, [True, True, False, False], 8701, 'South', (2, 11))
Element 50: (1, (2, 11), ['.', '.', '', ''], [(12, 11), (10, 5), (17, 3)], [False, False, False, False], 0, False, [True, True, False, False], 8730, 'Stop', (2, 11))
Element 51: #0#
