Element 1: (2, (5, 9), ['.', '%', '.', 'F'], [(7, 4), (6, 6), (10, 5)], [False, True, False, False], 98, False, [True, False, True, False], 19, 'East', (6, 9))
Element 2: (2, (6, 9), ['', '%', '.', 'F'], [(8, 4), (6, 7), (10, 6)], [False, True, False, False], 96, False, [False, False, True, False], 1048, 'East', (7, 9))
Element 3: (2, (7, 9), ['', '%', '.', '.'], [(9, 4), (5, 7), (10, 7)], [False, True, False, False], 94, False, [False, False, True, True], 3067, 'East', (8, 9))
Element 4: (2, (8, 9), ['', '.', '.', '.'], [(10, 4), (6, 7), (9, 7)], [False, False, False, False], 92, False, [False, True, True, True], 4086, 'East', (9, 9))
Element 5: (2, (9, 9), ['', 'G', '.', '%'], [(10, 3), (6, 6), (9, 8)], [False, False, False, True], 90, False, [False, False, True, False], 4115, 'North', (9, 10))
Element 6: (2, (9, 10), ['.', '', '.', '.'], [(11, 3), (6, 5), (10, 8)], [False, False, False, False], 88, False, [True, False, True, True], 4154, 'East', (10, 10))
Element 7: (2, (10, 10), ['', '%', '.', '.'], [(12, 3), (7, 5), (11, 8)], [False, True, False, False], 86, False, [False, False, True, True], 4193, 'East', (11, 10))
Element 8: (2, (11, 10), ['', 'G', '.', '.'], [(13, 3), (7, 4), (11, 9)], [False, False, False, False], 84, False, [False, False, True, True], 4222, 'East', (12, 10))
Element 9: (2, (12, 10), ['', 'G', '.', '.'], [(14, 3), (6, 4), (12, 9)], [False, False, False, False], 82, False, [False, False, True, True], 4261, 'East', (13, 10))
Element 10: (2, (13, 10), ['', 'G', '.', '.'], [(14, 2), (6, 3), (13, 9)], [False, False, False, False], 80, False, [False, False, True, True], 4300, 'East', (14, 10))
Element 11: (2, (14, 10), ['', '%', '.', '.'], [(15, 2), (6, 2), (13, 8)], [False, True, False, False], 78, False, [False, False, True, True], 4339, 'East', (15, 10))
Element 12: (2, (15, 10), ['', '.', '.', '.'], [(16, 2), (7, 2), (14, 8)], [False, False, False, False], 76, False, [False, True, True, True], 4378, 'East', (16, 10))
Element 13: (2, (16, 10), ['', '.', '.', '.'], [(16, 3), (8, 2), (15, 8)], [False, False, False, False], 74, False, [False, True, True, True], 4417, 'East', (17, 10))
