Element 1: (1, (5, 10), ['.', '.', 'G', '.'], [(2, 1), (5, 11), (14, 5)], [False, False, False, False], 98, False, [True, True, False, True], 999, 'East', (6, 10))
Element 2: (1, (6, 10), ['', 'F', 'G', '.'], [(2, 2), (6, 11), (15, 5)], [False, False, False, False], 96, False, [False, False, False, True], 1038, 'South', (6, 9))
Element 3: (1, (6, 9), ['.', '%', '', 'F'], [(3, 2), (7, 11), (15, 6)], [False, True, False, False], 94, False, [True, False, False, False], 3057, 'East', (7, 9))
Element 4: (1, (7, 9), ['', '%', '.', '.'], [(4, 2), (8, 11), (16, 6)], [False, True, False, False], 92, False, [False, False, True, True], 4086, 'East', (8, 9))
Element 5: (1, (8, 9), ['', '.', '.', '.'], [(5, 2), (9, 11), (17, 6)], [False, False, False, False], 90, False, [False, True, True, True], 4125, 'East', (9, 9))
Element 6: (1, (9, 9), ['', '.', '.', '%'], [(6, 2), (10, 11), (18, 6)], [False, False, False, True], 88, False, [False, True, True, False], 4164, 'North', (9, 10))
Element 7: (1, (9, 10), ['.', '', '', '.'], [(7, 2), (11, 11), (18, 5)], [False, False, False, False], 86, False, [True, False, False, True], 4203, 'East', (10, 10))
Element 8: (1, (10, 10), ['', '%', '', '.'], [(8, 2), (12, 11), (18, 4)], [False, True, False, False], 84, False, [False, False, False, True], 4242, 'East', (11, 10))
Element 9: (1, (11, 10), ['', '.', '', '.'], [(9, 2), (13, 11), (17, 4)], [False, False, False, False], 82, False, [False, True, False, True], 4281, 'East', (12, 10))
Element 10: (1, (12, 10), ['', '.', '', '.'], [(9, 1), (14, 11), (17, 5)], [False, False, False, False], 80, False, [False, True, False, True], 5310, 'East', (13, 10))
Element 11: (1, (13, 10), ['', '.', '', '.'], [(10, 1), (15, 11), (17, 4)], [False, False, False, False], 78, False, [False, True, False, True], 5339, 'East', (14, 10))
Element 12: (1, (14, 10), ['', '%', '', '.'], [(11, 1), (16, 11), (17, 3)], [False, True, False, False], 76, False, [False, False, False, True], 5378, 'East', (15, 10))
Element 13: (1, (15, 10), ['', '.', '', '.'], [(12, 1), (17, 11), (16, 3)], [False, False, False, False], 74, False, [False, True, False, True], 5417, 'East', (16, 10))
Element 14: (1, (16, 10), ['', '.', '', '.'], [(13, 1), (18, 11), (16, 4)], [False, False, False, False], 72, False, [False, True, False, True], 5456, 'East', (17, 10))
Element 15: (1, (17, 10), ['', '.', '', 'G'], [(14, 1), (18, 10), (15, 4)], [False, False, False, False], 70, False, [False, True, False, False], 5495, 'South', (17, 9))
Element 16: (1, (17, 9), ['.', '.', '', 'G'], [(14, 2), (18, 9), (16, 4)], [False, False, False, False], 68, False, [True, True, False, False], 5524, 'South', (17, 8))
Element 17: (1, (17, 8), ['.', '%', '', 'G'], [(15, 2), (18, 8), (16, 3)], [False, True, False, False], 66, False, [True, False, False, False], 5553, 'West', (16, 8))
Element 18: (1, (16, 8), ['.', '.', '.', 'G'], [(14, 2), (17, 8), (16, 2)], [False, False, False, False], 64, False, [True, True, True, False], 5572, 'North', (16, 9))
Element 19: (1, (16, 9), ['.', '', '', 'G'], [(14, 3), (17, 9), (15, 2)], [False, False, False, False], 62, False, [True, False, False, False], 5591, 'West', (15, 9))
Element 20: (1, (15, 9), ['%', '.', '', ''], [(13, 3), (17, 10), (14, 2)], [True, False, False, False], 60, False, [False, True, False, False], 5610, 'South', (15, 8))
Element 21: (1, (15, 8), ['.', '.', '', ''], [(12, 3), (16, 10), (14, 3)], [False, False, False, False], 58, False, [True, True, False, False], 5629, 'South', (15, 7))
Element 22: (1, (15, 7), ['.', '', '', '.'], [(12, 2), (16, 9), (13, 3)], [False, False, False, False], 56, False, [True, False, False, True], 5648, 'East', (16, 7))
Element 23: (1, (16, 7), ['', '', 'G', '%'], [(11, 2), (16, 8), (12, 3)], [False, False, False, True], 54, False, [False, False, False, False], 5667, 'South', (16, 6))
Element 24: (1, (16, 6), ['', '%', 'G', ''], [(10, 2), (16, 7), (11, 3)], [False, True, False, False], 52, False, [False, False, False, False], 5686, 'East', (17, 6))
Element 25: (1, (17, 6), ['G', '', '%', ''], [(11, 2), (16, 6), (10, 3)], [False, False, True, False], 50, False, [False, False, False, False], 5695, 'East', (18, 6))
Element 26: (1, (18, 6), ['G', '', '%', '%'], [(12, 2), (17, 6), (10, 4)], [False, False, True, True], 48, False, [False, False, False, False], 5704, 'South', (18, 5))
Element 27: (1, (18, 5), ['', '', 'G', '%'], [(12, 3), (18, 6), (10, 5)], [False, False, False, True], 46, False, [False, False, False, False], 5713, 'South', (18, 4))
Element 28: (1, (18, 4), ['', '%', 'G', '%'], [(11, 3), (18, 5), (10, 6)], [False, True, False, True], 44, False, [False, False, False, False], 5722, 'West', (17, 4))
Element 29: (1, (17, 4), ['', '', '', 'G'], [(10, 3), (18, 4), (10, 7)], [False, False, False, False], 42, False, [False, False, False, False], 6721, 'North', (17, 5))
Element 30: (1, (17, 5), ['%', 'G', '', ''], [(10, 4), (17, 4), (9, 7)], [True, False, False, False], 40, False, [False, False, False, False], 7720, 'North', (17, 6))
Element 31: (1, (17, 6), ['', 'G', '%', ''], [(9, 4), (17, 5), (9, 8)], [False, False, True, False], 38, False, [False, False, False, False], 7739, 'South', (17, 5))
Element 32: (1, (17, 5), ['%', 'G', '', ''], [(9, 5), (17, 4), (10, 8)], [True, False, False, False], 36, False, [False, False, False, False], 7758, 'North', (17, 6))
Element 33: (1, (17, 6), ['', '', '%', ''], [(9, 6), (17, 3), (11, 8)], [False, False, True, False], 34, False, [False, False, False, False], 7777, 'South', (17, 5))
Element 34: (1, (17, 5), ['%', '', '', ''], [(10, 6), (16, 3), (11, 9)], [True, False, False, False], 32, False, [False, False, False, False], 7786, 'South', (17, 4))
Element 35: (1, (17, 4), ['G', '', '', ''], [(10, 7), (16, 4), (12, 9)], [False, False, False, False], 30, False, [False, False, False, False], 7795, 'East', (18, 4))
Element 36: (1, (18, 4), ['', '%', '', '%'], [(10, 8), (15, 4), (13, 9)], [False, True, False, True], 28, False, [False, False, False, False], 7804, 'North', (18, 5))
