Element 1: (3, (14, 8), ['.', '', '%', '.'], [(9, 10), (13, 6), (15, 7)], [False, False, True, False], 98, False, [True, False, False, True], 29, 'East', (15, 8))
Element 29: (3, (10, 12), ['.', '.', '', '%'], [(15, 12), (15, 10), (10, 6)], [False, False, False, True], 42, False, [True, True, False, False], 1671, 'South', (10, 11))
Element 30: (3, (10, 11), ['.', '', '', '.'], [(15, 11), (15, 9), (10, 7)], [False, False, False, False], 40, False, [True, False, False, True], 2680, 'East', (11, 11))
Element 31: (3, (11, 11), ['', '', '%', ''], [(14, 11), (15, 10), (9, 7)], [False, False, True, False], 38, False, [False, False, False, False], 3689, 'South', (11, 10))
Element 32: (3, (11, 10), ['', '.', '', ''], [(14, 12), (14, 10), (9, 8)], [False, False, False, False], 36, False, [False, True, False, False], 3698, 'South', (11, 9))
Element 33: (3, (11, 9), ['%', '.', '', '.'], [(13, 12), (14, 11), (10, 8)], [True, False, False, False], 34, False, [False, True, False, True], 3717, 'East', (12, 9))
Element 34: (3, (12, 9), ['', '%', '', '.'], [(13, 11), (14, 12), (11, 8)], [False, True, False, False], 32, False, [False, False, False, True], 3736, 'East', (13, 9))
Element 35: (3, (13, 9), ['', '.', '', '%'], [(12, 11), (15, 12), (11, 9)], [False, False, False, True], 30, False, [False, True, False, False], 3745, 'South', (13, 8))
Element 36: (3, (13, 8), ['%', '.', '', ''], [(12, 12), (16, 12), (12, 9)], [True, False, False, False], 28, False, [False, True, False, False], 3754, 'South', (13, 7))
Element 37: (3, (13, 7), ['.', '', '', ''], [(12, 13), (16, 13), (13, 9)], [False, False, False, False], 26, False, [True, False, False, False], 3763, 'West', (12, 7))
Element 38: (3, (12, 7), ['%', '', '%', ''], [(11, 13), (17, 13), (13, 10)], [True, False, True, False], 24, False, [False, False, False, False], 3772, 'South', (12, 6))
Element 39: (3, (12, 6), ['%', '.', '', ''], [(10, 13), (18, 13), (14, 10)], [True, False, False, False], 22, False, [False, True, False, False], 3771, 'South', (12, 5))
Element 40: (3, (12, 5), ['%', '%', '', '.'], [(10, 12), (17, 13), (15, 10)], [True, True, False, False], 20, False, [False, False, False, True], 3780, 'East', (13, 5))
Element 41: (3, (13, 5), ['', '%', '', '.'], [(9, 12), (16, 13), (16, 10)], [False, True, False, False], 18, False, [False, False, False, True], 3799, 'East', (14, 5))
Element 42: (3, (14, 5), ['', '%', '', ''], [(9, 11), (16, 12), (17, 10)], [False, True, False, False], 16, False, [False, False, False, False], 3818, 'East', (15, 5))
Element 43: (3, (15, 5), ['', '', '', '%'], [(8, 11), (15, 12), (18, 10)], [False, False, False, True], 14, False, [False, False, False, False], 3827, 'North', (15, 6))
Element 44: (3, (15, 6), ['', '', '', ''], [(7, 11), (14, 12), (18, 11)], [False, False, False, False], 12, False, [False, False, False, False], 4826, 'East', (16, 6))
Element 45: (3, (16, 6), ['', '%', '', ''], [(7, 10), (13, 12), (17, 11)], [False, True, False, False], 10, False, [False, False, False, False], 4835, 'East', (17, 6))
Element 46: (3, (17, 6), ['', '', '%', ''], [(7, 9), (13, 11), (16, 11)], [False, False, True, False], 8, False, [False, False, False, False], 5834, 'East', (18, 6))
Element 47: (3, (18, 6), ['', '', '%', '%'], [(6, 9), (13, 10), (16, 12)], [False, False, True, True], 6, False, [False, False, False, False], 6833, 'South', (18, 5))
Element 48: (3, (18, 5), ['', '', '', '%'], [(6, 10), (13, 9), (16, 13)], [False, False, False, True], 4, False, [False, False, False, False], 6842, 'South', (18, 4))
Element 49: (3, (18, 4), ['', '%', '', '%'], [(6, 11), (13, 8), (17, 13)], [False, True, False, True], 2, False, [False, False, False, False], 6851, 'West', (17, 4))
Element 50: (3, (17, 4), ['', '', '', ''], [(6, 11), (13, 8), (17, 13)], [False, False, False, False], 0, False, [False, False, False, False], 6850, 'Stop', (17, 4))
Element 51: #0#
