Element 1: (2, (6, 4), ['G', '.', '.', '.'], [(6, 10), (5, 4), (13, 8)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (7, 4))
Element 2: (2, (7, 4), ['', '.', '.', '.'], [(6, 9), (5, 5), (14, 8)], [False, False, False, False], 96, False, [False, True, True, True], 1048, 'East', (8, 4))
Element 3: (2, (8, 4), ['', '%', '%', '.'], [(7, 9), (6, 5), (15, 8)], [False, True, True, False], 94, False, [False, False, False, True], 2077, 'East', (9, 4))
Element 4: (2, (9, 4), ['', '%', '.', '.'], [(8, 9), (7, 5), (16, 8)], [False, True, False, False], 92, False, [False, False, True, True], 2116, 'East', (10, 4))
Element 5: (2, (10, 4), ['', '.', '.', '%'], [(9, 9), (7, 4), (17, 8)], [False, False, False, True], 90, False, [False, True, True, False], 2145, 'North', (10, 5))
Element 6: (2, (10, 5), ['.', '', '.', '%'], [(9, 10), (7, 3), (18, 8)], [False, False, False, True], 88, False, [True, False, True, False], 2184, 'North', (10, 6))
Element 7: (2, (10, 6), ['.', '', 'F', '%'], [(10, 10), (7, 2), (18, 9)], [False, False, False, True], 86, False, [True, False, False, False], 2223, 'North', (10, 7))
Element 8: (2, (10, 7), ['F', '', '.', '%'], [(11, 10), (8, 2), (18, 10)], [False, False, False, True], 84, False, [False, False, True, False], 3252, 'West', (9, 7))
Element 9: (2, (9, 7), ['%', '.', '.', ''], [(12, 10), (9, 2), (18, 11)], [True, False, False, False], 82, False, [False, True, True, False], 4281, 'North', (9, 8))
Element 10: (2, (9, 8), ['.', '', '', '.'], [(13, 10), (9, 1), (17, 11)], [False, False, False, False], 80, False, [True, False, False, True], 5310, 'East', (10, 8))
Element 11: (2, (10, 8), ['', '', '%', '.'], [(14, 10), (10, 1), (17, 10)], [False, False, True, False], 78, False, [False, False, False, True], 5349, 'East', (11, 8))
Element 12: (2, (11, 8), ['', '%', '.', '%'], [(15, 10), (11, 1), (17, 9)], [False, True, False, True], 76, False, [False, False, True, False], 5388, 'North', (11, 9))
Element 13: (2, (11, 9), ['%', '', '', '.'], [(16, 10), (12, 1), (16, 9)], [True, False, False, False], 74, False, [False, False, False, True], 5427, 'East', (12, 9))
Element 14: (2, (12, 9), ['', '%', '', '.'], [(16, 11), (13, 1), (15, 9)], [False, True, False, False], 72, False, [False, False, False, True], 5466, 'East', (13, 9))
Element 15: (2, (13, 9), ['', '', '', '%'], [(16, 12), (14, 1), (15, 10)], [False, False, False, True], 70, False, [False, False, False, False], 5495, 'North', (13, 10))
Element 16: (2, (13, 10), ['', '', '.', ''], [(16, 13), (14, 2), (15, 11)], [False, False, False, False], 68, False, [False, False, True, False], 5524, 'North', (13, 11))
Element 17: (2, (13, 11), ['.', '', '.', '.'], [(17, 13), (15, 2), (15, 12)], [False, False, False, False], 66, False, [True, False, True, True], 5563, 'East', (14, 11))
Element 18: (2, (14, 11), ['', '', 'G', ''], [(18, 13), (16, 2), (14, 12)], [False, False, False, False], 64, False, [False, False, False, False], 5602, 'East', (15, 11))
