Element 1: (1, (5, 2), ['G', '%', '.', '.'], [(4, 2), (6, 3), (16, 7)], [False, True, False, False], 98, False, [False, False, True, True], 9, 'East', (6, 2))
Element 2: (1, (6, 2), ['', '%', '', '.'], [(3, 2), (7, 3), (16, 8)], [False, True, False, False], 96, False, [False, False, False, True], 48, 'East', (7, 2))
Element 3: (1, (7, 2), ['', '%', '', '.'], [(3, 1), (7, 4), (17, 8)], [False, True, False, False], 94, False, [False, False, False, True], 87, 'East', (8, 2))
Element 4: (1, (8, 2), ['', '%', '%', '.'], [(2, 1), (8, 4), (18, 8)], [False, True, True, False], 92, False, [False, False, False, True], 1116, 'East', (9, 2))
Element 5: (1, (9, 2), ['', 'F', '%', '.'], [(2, 2), (9, 4), (18, 9)], [False, False, True, False], 90, False, [False, False, False, True], 1155, 'South', (9, 1))
Element 6: (1, (9, 1), ['%', '%', '', '.'], [(1, 2), (10, 4), (18, 10)], [True, True, False, False], 88, False, [False, False, False, True], 2184, 'East', (10, 1))
Element 7: (1, (10, 1), ['', '%', '.', '.'], [(1, 1), (10, 5), (18, 11)], [False, True, False, False], 86, False, [False, False, True, True], 2223, 'East', (11, 1))
Element 8: (1, (11, 1), ['', '%', '.', '.'], [(1, 2), (10, 6), (17, 11)], [False, True, False, False], 84, False, [False, False, True, True], 2252, 'East', (12, 1))
Element 9: (1, (12, 1), ['', '%', '.', '.'], [(2, 2), (10, 7), (17, 10)], [False, True, False, False], 82, False, [False, False, True, True], 3271, 'East', (13, 1))
Element 10: (1, (13, 1), ['', '%', '%', '.'], [(2, 1), (9, 7), (17, 9)], [False, True, True, False], 80, False, [False, False, False, True], 4290, 'East', (14, 1))
Element 11: (1, (14, 1), ['', '%', '.', '%'], [(1, 1), (9, 8), (16, 9)], [False, True, False, True], 78, False, [False, False, True, False], 4319, 'North', (14, 2))
Element 12: (1, (14, 2), ['%', '', '.', '.'], [(2, 1), (10, 8), (16, 10)], [True, False, False, False], 76, False, [False, False, True, True], 4348, 'East', (15, 2))
Element 13: (1, (15, 2), ['', '%', '%', '.'], [(3, 1), (11, 8), (16, 11)], [False, True, True, False], 74, False, [False, False, False, True], 4377, 'East', (16, 2))
Element 14: (1, (16, 2), ['', '%', '.', '%'], [(3, 2), (11, 9), (16, 12)], [False, True, False, True], 72, False, [False, False, True, False], 4406, 'North', (16, 3))
Element 15: (1, (16, 3), ['%', '', '.', '.'], [(2, 2), (12, 9), (16, 13)], [True, False, False, False], 70, False, [False, False, True, True], 4435, 'East', (17, 3))
Element 16: (1, (17, 3), ['', '%', '.', '%'], [(3, 2), (13, 9), (17, 13)], [False, True, False, True], 68, False, [False, False, True, False], 4464, 'North', (17, 4))
Element 17: (1, (17, 4), ['.', '', '.', '.'], [(4, 2), (13, 10), (18, 13)], [False, False, False, False], 66, False, [True, False, True, True], 4493, 'East', (18, 4))
Element 18: (1, (18, 4), ['', '%', '.', '%'], [(5, 2), (14, 10), (17, 13)], [False, True, False, True], 64, False, [False, False, True, False], 4512, 'North', (18, 5))
Element 19: (1, (18, 5), ['.', '', '.', '%'], [(5, 3), (15, 10), (16, 13)], [False, False, False, True], 62, False, [True, False, True, False], 4541, 'North', (18, 6))
Element 20: (1, (18, 6), ['.', '', '%', '%'], [(5, 4), (15, 11), (16, 12)], [False, False, True, True], 60, False, [True, False, False, False], 4570, 'West', (17, 6))
Element 21: (1, (17, 6), ['.', '.', '%', ''], [(6, 4), (15, 12), (16, 11)], [False, False, True, False], 58, False, [True, True, False, False], 4599, 'South', (17, 5))
Element 22: (1, (17, 5), ['%', '', '', ''], [(6, 5), (14, 12), (16, 12)], [True, False, False, False], 56, False, [False, False, False, False], 4628, 'North', (17, 6))
Element 23: (1, (17, 6), ['.', '', '%', ''], [(7, 5), (14, 11), (16, 11)], [False, False, True, False], 54, False, [True, False, False, False], 4647, 'West', (16, 6))
Element 24: (1, (16, 6), ['.', '%', '', ''], [(7, 4), (13, 11), (15, 11)], [False, True, False, False], 52, False, [True, False, False, False], 4666, 'West', (15, 6))
Element 25: (1, (15, 6), ['.', '.', '.', ''], [(8, 4), (13, 12), (15, 12)], [False, False, False, False], 50, False, [True, True, True, False], 4685, 'North', (15, 7))
Element 26: (1, (15, 7), ['.', '', '.', ''], [(9, 4), (12, 12), (14, 12)], [False, False, False, False], 48, False, [True, False, True, False], 4704, 'North', (15, 8))
Element 27: (1, (15, 8), ['.', '', '.', ''], [(9, 5), (12, 13), (14, 11)], [False, False, False, False], 46, False, [True, False, True, False], 5723, 'North', (15, 9))
Element 28: (1, (15, 9), ['%', '', '', ''], [(9, 6), (11, 13), (14, 10)], [True, False, False, False], 44, False, [False, False, False, False], 5752, 'East', (16, 9))
Element 29: (1, (16, 9), ['', '', '', ''], [(10, 6), (10, 13), (15, 10)], [False, False, False, False], 42, False, [False, False, False, False], 5761, 'East', (17, 9))
Element 30: (1, (17, 9), ['', '', '', ''], [(10, 7), (10, 12), (15, 9)], [False, False, False, False], 40, False, [False, False, False, False], 5770, 'East', (18, 9))
Element 31: (1, (18, 9), ['', '', '', '%'], [(10, 8), (10, 11), (15, 8)], [False, False, False, True], 38, False, [False, False, False, False], 5779, 'North', (18, 10))
Element 32: (1, (18, 10), ['', '', '', '%'], [(11, 8), (11, 11), (14, 8)], [False, False, False, True], 36, False, [False, False, False, False], 5798, 'North', (18, 11))
Element 33: (1, (18, 11), ['', '', '%', '%'], [(11, 9), (12, 11), (14, 7)], [False, False, True, True], 34, False, [False, False, False, False], 5817, 'West', (17, 11))
Element 34: (1, (17, 11), ['', '', '%', ''], [(11, 10), (12, 10), (14, 6)], [False, False, True, False], 32, False, [False, False, False, False], 5846, 'South', (17, 10))
Element 35: (1, (17, 10), ['', '', '', ''], [(10, 10), (12, 11), (14, 5)], [False, False, False, False], 30, False, [False, False, False, False], 5865, 'West', (16, 10))
Element 36: (1, (16, 10), ['', '', '', ''], [(9, 10), (11, 11), (15, 5)], [False, False, False, False], 28, False, [False, False, False, False], 5884, 'North', (16, 11))
Element 37: (1, (16, 11), ['', '', '', ''], [(9, 11), (11, 10), (15, 4)], [False, False, False, False], 26, False, [False, False, False, False], 5903, 'North', (16, 12))
