Element 1: (1, (5, 2), ['G', '%', '.', '.'], [(4, 2), (6, 3), (16, 7)], [False, True, False, False], 98, False, [False, False, True, True], 9, 'East', (6, 2))
Element 38: (1, (16, 12), ['', '', '', '%'], [(9, 12), (10, 10), (16, 4)], [False, False, False, True], 24, False, [False, False, False, False], 5922, 'North', (16, 13))
Element 39: (1, (16, 13), ['%', '', '%', ''], [(10, 12), (9, 10), (17, 4)], [True, False, True, False], 22, False, [False, False, False, False], 5921, 'East', (17, 13))
Element 40: (1, (17, 13), ['', '%', '%', ''], [(10, 13), (9, 9), (18, 4)], [False, True, True, False], 20, False, [False, False, False, False], 5930, 'East', (18, 13))
Element 41: (1, (18, 13), ['', '%', '%', '%'], [(11, 13), (8, 9), (18, 5)], [False, True, True, True], 18, False, [False, False, False, False], 5939, 'West', (17, 13))
Element 42: (1, (17, 13), ['', '%', '%', ''], [(12, 13), (7, 9), (18, 6)], [False, True, True, False], 16, False, [False, False, False, False], 6938, 'West', (16, 13))
Element 43: (1, (16, 13), ['%', '', '%', ''], [(12, 12), (6, 9), (17, 6)], [True, False, True, False], 14, False, [False, False, False, False], 7937, 'South', (16, 12))
Element 44: (1, (16, 12), ['', '', '', '%'], [(13, 12), (6, 10), (17, 5)], [False, False, False, True], 12, False, [False, False, False, False], 7946, 'West', (15, 12))
Element 45: (1, (15, 12), ['G', '', '%', ''], [(14, 12), (7, 10), (17, 6)], [False, False, True, False], 10, False, [False, False, False, False], 7955, 'South', (15, 11))
Element 46: (1, (15, 11), ['', '', 'G', ''], [(15, 12), (7, 11), (16, 6)], [False, False, False, False], 8, False, [False, False, False, False], 8954, 'South', (15, 10))
Element 47: (1, (15, 10), ['', '', '', ''], [(16, 12), (8, 11), (15, 6)], [False, False, False, False], 6, False, [False, False, False, False], 8963, 'West', (14, 10))
Element 48: (1, (14, 10), ['', '%', '', ''], [(16, 13), (8, 10), (15, 7)], [False, True, False, False], 4, False, [False, False, False, False], 8972, 'North', (14, 11))
Element 49: (1, (14, 11), ['', '', '', ''], [(17, 13), (8, 11), (15, 6)], [False, False, False, False], 2, False, [False, False, False, False], 8971, 'North', (14, 12))
Element 50: (1, (14, 12), ['', '', '%', ''], [(17, 13), (9, 11), (16, 6)], [False, False, True, False], 0, False, [False, False, False, False], 8970, 'Stop', (14, 12))
Element 51: #0#
