Element 1: (1, (1, 2), ['%', '.', '%', '.'], [(7, 11), (9, 5), (10, 6)], [True, False, True, False], 98, False, [False, True, False, True], 999, 'East', (2, 2))
Element 2: (1, (2, 2), ['', 'F', '%', '.'], [(7, 10), (10, 5), (10, 7)], [False, False, True, False], 96, False, [False, False, False, True], 2028, 'South', (2, 1))
Element 3: (1, (2, 1), ['.', '%', '', '.'], [(7, 9), (10, 4), (9, 7)], [False, True, False, False], 94, False, [True, False, False, True], 5037, 'East', (3, 1))
Element 4: (1, (3, 1), ['', '%', '.', '.'], [(6, 9), (10, 3), (9, 8)], [False, True, False, False], 92, False, [False, False, True, True], 6066, 'East', (4, 1))
Element 5: (1, (4, 1), ['', '%', '.', '%'], [(6, 10), (11, 3), (10, 8)], [False, True, False, True], 90, False, [False, False, True, False], 6105, 'North', (4, 2))
Element 6: (1, (4, 2), ['.', '', '%', '.'], [(6, 11), (12, 3), (11, 8)], [False, False, True, False], 88, False, [True, False, False, True], 6144, 'East', (5, 2))
Element 7: (1, (5, 2), ['', '%', '.', '.'], [(5, 11), (13, 3), (11, 9)], [False, True, False, False], 86, False, [False, False, True, True], 6183, 'East', (6, 2))
Element 8: (1, (6, 2), ['', '%', '.', '.'], [(5, 10), (14, 3), (12, 9)], [False, True, False, False], 84, False, [False, False, True, True], 6222, 'East', (7, 2))
Element 9: (1, (7, 2), ['', '%', '.', '.'], [(5, 9), (14, 2), (13, 9)], [False, True, False, False], 82, False, [False, False, True, True], 6261, 'East', (8, 2))
Element 10: (1, (8, 2), ['', '%', '%', '.'], [(4, 9), (15, 2), (13, 10)], [False, True, True, False], 80, False, [False, False, False, True], 6300, 'East', (9, 2))
Element 11: (1, (9, 2), ['', 'F', '%', '.'], [(4, 10), (16, 2), (14, 10)], [False, False, True, False], 78, False, [False, False, False, True], 6339, 'South', (9, 1))
Element 12: (1, (9, 1), ['%', '%', '', '.'], [(3, 10), (16, 3), (15, 10)], [True, True, False, False], 76, False, [False, False, False, True], 7368, 'East', (10, 1))
Element 13: (1, (10, 1), ['', '%', '.', '.'], [(3, 11), (17, 3), (16, 10)], [False, True, False, False], 74, False, [False, False, True, True], 7407, 'East', (11, 1))
Element 14: (1, (11, 1), ['', '%', '.', '.'], [(3, 12), (17, 4), (17, 10)], [False, True, False, False], 72, False, [False, False, True, True], 7446, 'East', (12, 1))
Element 15: (1, (12, 1), ['', '%', '.', '.'], [(3, 13), (18, 4), (18, 10)], [False, True, False, False], 70, False, [False, False, True, True], 7485, 'East', (13, 1))
Element 16: (1, (13, 1), ['', '%', '%', '.'], [(4, 13), (18, 5), (18, 11)], [False, True, True, False], 68, False, [False, False, False, True], 8514, 'East', (14, 1))
Element 17: (1, (14, 1), ['', '%', '', '%'], [(5, 13), (18, 6), (17, 11)], [False, True, False, True], 66, False, [False, False, False, False], 9543, 'North', (14, 2))
Element 18: (1, (14, 2), ['%', '', '', ''], [(6, 13), (17, 6), (16, 11)], [True, False, False, False], 64, False, [False, False, False, False], 9572, 'East', (15, 2))
Element 19: (1, (15, 2), ['', '%', '%', ''], [(7, 13), (17, 5), (16, 12)], [False, True, True, False], 62, False, [False, False, False, False], 9601, 'East', (16, 2))
Element 20: (1, (16, 2), ['', '%', '', '%'], [(6, 13), (17, 6), (16, 13)], [False, True, False, True], 60, False, [False, False, False, False], 9610, 'North', (16, 3))
Element 21: (1, (16, 3), ['%', '', '.', ''], [(5, 13), (16, 6), (17, 13)], [True, False, False, False], 58, False, [False, False, True, False], 9629, 'North', (16, 4))
Element 22: (1, (16, 4), ['.', '', '%', ''], [(4, 13), (16, 7), (18, 13)], [False, False, True, False], 56, False, [True, False, False, False], 9658, 'West', (15, 4))
Element 23: (1, (15, 4), ['%', '%', '.', ''], [(3, 13), (16, 8), (17, 13)], [True, True, False, False], 54, False, [False, False, True, False], 9677, 'North', (15, 5))
Element 24: (1, (15, 5), ['.', '', '.', '%'], [(2, 13), (17, 8), (16, 13)], [False, False, False, True], 52, False, [True, False, True, False], 9706, 'North', (15, 6))
