Element 1: (2, (6, 11), ['.', '.', '%', 'F'], [(3, 7), (2, 1), (15, 2)], [False, False, True, False], 98, False, [True, True, False, False], 1009, 'East', (7, 11))
Element 2: (2, (7, 11), ['', '.', '%', '.'], [(3, 8), (3, 1), (16, 2)], [False, False, True, False], 96, False, [False, True, False, True], 3028, 'East', (8, 11))
Element 3: (2, (8, 11), ['', '.', '%', '.'], [(3, 7), (4, 1), (16, 3)], [False, False, True, False], 94, False, [False, True, False, True], 3057, 'East', (9, 11))
Element 4: (2, (9, 11), ['', '.', '.', '.'], [(3, 6), (4, 2), (17, 3)], [False, False, False, False], 92, False, [False, True, True, True], 3096, 'East', (10, 11))
Element 5: (2, (10, 11), ['', '.', '.', '.'], [(4, 6), (5, 2), (17, 4)], [False, False, False, False], 90, False, [False, True, True, True], 3135, 'East', (11, 11))
Element 6: (2, (11, 11), ['', '.', '%', '.'], [(5, 6), (6, 2), (18, 4)], [False, False, True, False], 88, False, [False, True, False, True], 3174, 'East', (12, 11))
Element 7: (2, (12, 11), ['', '.', '.', '.'], [(6, 6), (7, 2), (18, 5)], [False, False, False, False], 86, False, [False, True, True, True], 3213, 'East', (13, 11))
Element 8: (2, (13, 11), ['', '.', '.', '.'], [(6, 7), (8, 2), (18, 6)], [False, False, False, False], 84, False, [False, True, True, True], 3252, 'East', (14, 11))
Element 9: (2, (14, 11), ['', '.', '.', '.'], [(5, 7), (9, 2), (17, 6)], [False, False, False, False], 82, False, [False, True, True, True], 3291, 'East', (15, 11))
Element 10: (2, (15, 11), ['', '.', '.', '.'], [(6, 7), (9, 1), (17, 5)], [False, False, False, False], 80, False, [False, True, True, True], 4310, 'East', (16, 11))
Element 11: (2, (16, 11), ['', '.', '.', '.'], [(6, 6), (10, 1), (17, 6)], [False, False, False, False], 78, False, [False, True, True, True], 4329, 'East', (17, 11))
Element 12: (2, (17, 11), ['', '.', '%', '.'], [(6, 5), (11, 1), (16, 6)], [False, False, True, False], 76, False, [False, True, False, True], 4368, 'East', (18, 11))
Element 13: (2, (18, 11), ['', '.', '%', '%'], [(7, 5), (12, 1), (16, 7)], [False, False, True, True], 74, False, [False, True, False, False], 4407, 'South', (18, 10))
Element 14: (2, (18, 10), ['.', '.', '', '%'], [(7, 4), (13, 1), (16, 8)], [False, False, False, True], 72, False, [True, True, False, False], 4446, 'South', (18, 9))
Element 15: (2, (18, 9), ['.', '.', '', '%'], [(8, 4), (14, 1), (17, 8)], [False, False, False, True], 70, False, [True, True, False, False], 4485, 'South', (18, 8))
Element 16: (2, (18, 8), ['', '%', '', '%'], [(9, 4), (14, 2), (17, 9)], [False, True, False, True], 68, False, [False, False, False, False], 4524, 'West', (17, 8))
Element 17: (2, (17, 8), ['', '%', '', ''], [(10, 4), (14, 3), (17, 10)], [False, True, False, False], 66, False, [False, False, False, False], 4553, 'North', (17, 9))
Element 18: (2, (17, 9), ['.', '', '', ''], [(10, 5), (13, 3), (16, 10)], [False, False, False, False], 64, False, [True, False, False, False], 4582, 'West', (16, 9))
Element 19: (2, (16, 9), ['.', '', '', ''], [(10, 6), (12, 3), (15, 10)], [False, False, False, False], 62, False, [True, False, False, False], 4621, 'West', (15, 9))
Element 20: (2, (15, 9), ['%', '.', '', ''], [(10, 7), (12, 2), (14, 10)], [True, False, False, False], 60, False, [False, True, False, False], 5650, 'South', (15, 8))
Element 21: (2, (15, 8), ['.', '.', '', ''], [(9, 7), (11, 2), (13, 10)], [False, False, False, False], 58, False, [True, True, False, False], 6679, 'South', (15, 7))
Element 22: (2, (15, 7), ['.', '.', '', ''], [(9, 8), (11, 3), (13, 9)], [False, False, False, False], 56, False, [True, True, False, False], 6718, 'South', (15, 6))
Element 23: (2, (15, 6), ['.', '.', '', ''], [(10, 8), (10, 3), (13, 8)], [False, False, False, False], 54, False, [True, True, False, False], 6757, 'South', (15, 5))
Element 24: (2, (15, 5), ['.', '.', '', '%'], [(11, 8), (10, 2), (14, 8)], [False, False, False, True], 52, False, [True, True, False, False], 6796, 'South', (15, 4))
