Element 1: (0, (6, 10), ['.', 'F', '.', '.'], [(1, 1), (12, 2), (17, 3)], [False, False, False, False], 98, False, [True, False, True, True], 0, 'South', (6, 9))
Element 2: (0, (6, 9), ['.', '%', '', 'F'], [(2, 1), (12, 3), (17, 4)], [False, True, False, False], 96, False, [True, False, False, False], 2019, 'East', (7, 9))
Element 3: (0, (7, 9), ['', '%', '.', '.'], [(3, 1), (13, 3), (18, 4)], [False, True, False, False], 94, False, [False, False, True, True], 3048, 'East', (8, 9))
Element 4: (0, (8, 9), ['', '.', '.', '.'], [(4, 1), (14, 3), (18, 5)], [False, False, False, False], 92, False, [False, True, True, True], 3087, 'East', (9, 9))
Element 5: (0, (9, 9), ['', '.', '.', '%'], [(4, 2), (14, 2), (18, 6)], [False, False, False, True], 90, False, [False, True, True, False], 3126, 'North', (9, 10))
Element 6: (0, (9, 10), ['.', '', '.', '.'], [(5, 2), (15, 2), (17, 6)], [False, False, False, False], 88, False, [True, False, True, True], 3165, 'East', (10, 10))
Element 7: (0, (10, 10), ['', '%', '.', '.'], [(6, 2), (16, 2), (17, 5)], [False, True, False, False], 86, False, [False, False, True, True], 3204, 'East', (11, 10))
Element 8: (0, (11, 10), ['', '.', '.', '.'], [(7, 2), (16, 3), (17, 6)], [False, False, False, False], 84, False, [False, True, True, True], 3233, 'East', (12, 10))
Element 9: (0, (12, 10), ['', '.', '.', '.'], [(8, 2), (16, 4), (16, 6)], [False, False, False, False], 82, False, [False, True, True, True], 3272, 'East', (13, 10))
Element 10: (0, (13, 10), ['', '.', '.', '.'], [(9, 2), (15, 4), (16, 7)], [False, False, False, False], 80, False, [False, True, True, True], 3311, 'East', (14, 10))
Element 11: (0, (14, 10), ['', '%', '.', '.'], [(9, 1), (15, 5), (16, 8)], [False, True, False, False], 78, False, [False, False, True, True], 4340, 'East', (15, 10))
Element 12: (0, (15, 10), ['', '.', '.', '.'], [(10, 1), (15, 6), (17, 8)], [False, False, False, False], 76, False, [False, True, True, True], 4379, 'East', (16, 10))
Element 13: (0, (16, 10), ['', '.', '.', '.'], [(11, 1), (15, 7), (18, 8)], [False, False, False, False], 74, False, [False, True, True, True], 4418, 'East', (17, 10))
Element 14: (0, (17, 10), ['', '.', '.', '.'], [(12, 1), (15, 8), (18, 9)], [False, False, False, False], 72, False, [False, True, True, True], 4457, 'East', (18, 10))
Element 15: (0, (18, 10), ['', '', '.', '%'], [(13, 1), (15, 9), (17, 9)], [False, False, False, True], 70, False, [False, False, True, False], 4496, 'North', (18, 11))
Element 16: (0, (18, 11), ['.', '', '%', '%'], [(14, 1), (16, 9), (17, 10)], [False, False, True, True], 68, False, [True, False, False, False], 4525, 'West', (17, 11))
Element 17: (0, (17, 11), ['.', '', '%', ''], [(14, 2), (17, 9), (18, 10)], [False, False, True, False], 66, False, [True, False, False, False], 4534, 'West', (16, 11))
