Element 1: (3, (8, 9), ['F', '.', '.', '.'], [(13, 10), (4, 2), (6, 7)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'West', (7, 9))
Element 38: (3, (16, 12), ['', '', '', '%'], [(10, 12), (15, 4), (18, 8)], [False, False, False, True], 24, False, [False, False, False, False], 7842, 'South', (16, 11))
Element 39: (3, (16, 11), ['', '', '', ''], [(9, 12), (16, 4), (17, 8)], [False, False, False, False], 22, False, [False, False, False, False], 7851, 'East', (17, 11))
Element 40: (3, (17, 11), ['', '', '%', ''], [(9, 11), (15, 4), (17, 9)], [False, False, True, False], 20, False, [False, False, False, False], 7850, 'East', (18, 11))
Element 41: (3, (18, 11), ['', '', '%', '%'], [(9, 10), (15, 5), (17, 10)], [False, False, True, True], 18, False, [False, False, False, False], 7849, 'South', (18, 10))
Element 42: (3, (18, 10), ['', '', '', '%'], [(10, 10), (14, 5), (16, 10)], [False, False, False, True], 16, False, [False, False, False, False], 7858, 'South', (18, 9))
Element 43: (3, (18, 9), ['', '', '', '%'], [(9, 10), (14, 6), (16, 9)], [False, False, False, True], 14, False, [False, False, False, False], 7867, 'South', (18, 8))
Element 44: (3, (18, 8), ['', '%', '', '%'], [(9, 9), (14, 7), (16, 8)], [False, True, False, True], 12, False, [False, False, False, False], 7876, 'West', (17, 8))
Element 45: (3, (17, 8), ['', '%', '', ''], [(9, 8), (14, 8), (16, 7)], [False, True, False, False], 10, False, [False, False, False, False], 7885, 'North', (17, 9))
Element 46: (3, (17, 9), ['', '', '', ''], [(8, 8), (13, 8), (16, 6)], [False, False, False, False], 8, False, [False, False, False, False], 7904, 'North', (17, 10))
Element 47: (3, (17, 10), ['', '', '', ''], [(8, 9), (13, 7), (17, 6)], [False, False, False, False], 6, False, [False, False, False, False], 7913, 'West', (16, 10))
Element 48: (3, (16, 10), ['', '', '', ''], [(8, 10), (13, 6), (18, 6)], [False, False, False, False], 4, False, [False, False, False, False], 7922, 'South', (16, 9))
Element 49: (3, (16, 9), ['', '', '', ''], [(8, 11), (13, 5), (18, 5)], [False, False, False, False], 2, False, [False, False, False, False], 7931, 'South', (16, 8))
Element 50: (3, (16, 8), ['', '', '', ''], [(8, 11), (13, 5), (18, 5)], [False, False, False, False], 0, False, [False, False, False, False], 7930, 'Stop', (16, 8))
Element 51: #0#
