Element 1: (3, (8, 9), ['F', '.', '.', '.'], [(13, 10), (4, 2), (6, 7)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'West', (7, 9))
Element 2: (3, (7, 9), ['F', '%', '.', ''], [(14, 10), (5, 2), (6, 6)], [False, True, False, False], 96, False, [False, False, True, False], 1058, 'West', (6, 9))
Element 3: (3, (6, 9), ['.', '%', '.', ''], [(15, 10), (6, 2), (6, 5)], [False, True, False, False], 94, False, [True, False, True, False], 2087, 'North', (6, 10))
Element 4: (3, (6, 10), ['.', '', '.', '.'], [(16, 10), (7, 2), (7, 5)], [False, False, False, False], 92, False, [True, False, True, True], 2126, 'East', (7, 10))
Element 5: (3, (7, 10), ['', '', 'F', '.'], [(17, 10), (8, 2), (7, 4)], [False, False, False, False], 90, False, [False, False, False, True], 2165, 'North', (7, 11))
Element 6: (3, (7, 11), ['.', '', '%', '.'], [(18, 10), (9, 2), (8, 4)], [False, False, True, False], 88, False, [True, False, False, True], 3194, 'East', (8, 11))
Element 7: (3, (8, 11), ['', '.', '%', '.'], [(18, 11), (9, 1), (9, 4)], [False, False, True, False], 86, False, [False, True, False, True], 4223, 'East', (9, 11))
Element 8: (3, (9, 11), ['', '.', '.', '.'], [(17, 11), (10, 1), (10, 4)], [False, False, False, False], 84, False, [False, True, True, True], 4262, 'East', (10, 11))
Element 9: (3, (10, 11), ['', '.', '.', '.'], [(16, 11), (11, 1), (10, 5)], [False, False, False, False], 82, False, [False, True, True, True], 4301, 'East', (11, 11))
Element 10: (3, (11, 11), ['', '.', '%', '.'], [(16, 12), (12, 1), (10, 6)], [False, False, True, False], 80, False, [False, True, False, True], 4340, 'East', (12, 11))
Element 11: (3, (12, 11), ['', '.', '.', '.'], [(16, 13), (13, 1), (10, 7)], [False, False, False, False], 78, False, [False, True, True, True], 5369, 'East', (13, 11))
Element 12: (3, (13, 11), ['', '', '.', '.'], [(17, 13), (14, 1), (9, 7)], [False, False, False, False], 76, False, [False, False, True, True], 6398, 'East', (14, 11))
Element 13: (3, (14, 11), ['', '', '.', '.'], [(18, 13), (14, 2), (9, 8)], [False, False, False, False], 74, False, [False, False, True, True], 6437, 'East', (15, 11))
Element 14: (3, (15, 11), ['', '', '.', ''], [(17, 13), (15, 2), (10, 8)], [False, False, False, False], 72, False, [False, False, True, False], 6466, 'North', (15, 12))
Element 15: (3, (15, 12), ['.', '', '%', ''], [(16, 13), (16, 2), (11, 8)], [False, False, True, False], 70, False, [True, False, False, False], 6495, 'West', (14, 12))
Element 16: (3, (14, 12), ['.', '', '%', ''], [(16, 12), (16, 3), (11, 9)], [False, False, True, False], 68, False, [True, False, False, False], 6524, 'West', (13, 12))
Element 17: (3, (13, 12), ['.', '', '%', ''], [(15, 12), (17, 3), (12, 9)], [False, False, True, False], 66, False, [True, False, False, False], 6553, 'West', (12, 12))
Element 18: (3, (12, 12), ['%', '', 'F', ''], [(15, 11), (17, 4), (12, 10)], [True, False, False, False], 64, False, [False, False, False, False], 6582, 'North', (12, 13))
Element 19: (3, (12, 13), ['.', '', '%', '%'], [(14, 11), (18, 4), (11, 10)], [False, False, True, True], 62, False, [True, False, False, False], 7601, 'West', (11, 13))
Element 20: (3, (11, 13), ['.', '%', '%', ''], [(14, 12), (18, 5), (10, 10)], [False, True, True, False], 60, False, [True, False, False, False], 7630, 'West', (10, 13))
Element 21: (3, (10, 13), ['%', '.', '%', ''], [(13, 12), (18, 6), (9, 10)], [True, False, True, False], 58, False, [False, True, False, False], 7659, 'South', (10, 12))
Element 22: (3, (10, 12), ['.', '', '', '%'], [(13, 11), (17, 6), (9, 9)], [False, False, False, True], 56, False, [True, False, False, False], 7688, 'West', (9, 12))
Element 23: (3, (9, 12), ['%', '', '%', ''], [(12, 11), (17, 5), (8, 9)], [True, False, True, False], 54, False, [False, False, False, False], 7707, 'East', (10, 12))
Element 24: (3, (10, 12), ['', '', '', '%'], [(12, 12), (17, 6), (8, 10)], [False, False, False, True], 52, False, [False, False, False, False], 7716, 'North', (10, 13))
Element 25: (3, (10, 13), ['%', '', '%', ''], [(12, 13), (16, 6), (8, 11)], [True, False, True, False], 50, False, [False, False, False, False], 7725, 'East', (11, 13))
Element 26: (3, (11, 13), ['', '%', '%', ''], [(12, 12), (16, 7), (9, 11)], [False, True, True, False], 48, False, [False, False, False, False], 7734, 'East', (12, 13))
Element 27: (3, (12, 13), ['', '', '%', '%'], [(12, 11), (16, 8), (10, 11)], [False, False, True, True], 46, False, [False, False, False, False], 7743, 'South', (12, 12))
Element 28: (3, (12, 12), ['%', '', '', ''], [(12, 10), (17, 8), (11, 11)], [True, False, False, False], 44, False, [False, False, False, False], 7752, 'East', (13, 12))
Element 29: (3, (13, 12), ['', '', '%', ''], [(12, 9), (18, 8), (12, 11)], [False, False, True, False], 42, False, [False, False, False, False], 7761, 'East', (14, 12))
Element 30: (3, (14, 12), ['', '', '%', ''], [(11, 9), (18, 9), (13, 11)], [False, False, True, False], 40, False, [False, False, False, False], 7770, 'East', (15, 12))
Element 31: (3, (15, 12), ['', '', '%', ''], [(11, 10), (17, 9), (14, 11)], [False, False, True, False], 38, False, [False, False, False, False], 7779, 'East', (16, 12))
Element 32: (3, (16, 12), ['', '', '', '%'], [(11, 11), (16, 9), (15, 11)], [False, False, False, True], 36, False, [False, False, False, False], 7788, 'North', (16, 13))
Element 33: (3, (16, 13), ['%', '', '%', ''], [(10, 11), (15, 9), (16, 11)], [True, False, True, False], 34, False, [False, False, False, False], 7797, 'East', (17, 13))
Element 34: (3, (17, 13), ['', '%', '%', ''], [(10, 12), (15, 8), (17, 11)], [False, True, True, False], 32, False, [False, False, False, False], 7806, 'East', (18, 13))
Element 35: (3, (18, 13), ['', '%', '%', '%'], [(10, 13), (15, 7), (18, 11)], [False, True, True, True], 30, False, [False, False, False, False], 7815, 'West', (17, 13))
Element 36: (3, (17, 13), ['', '%', '%', ''], [(11, 13), (15, 6), (18, 10)], [False, True, True, False], 28, False, [False, False, False, False], 7824, 'West', (16, 13))
Element 37: (3, (16, 13), ['%', '', '%', ''], [(10, 13), (15, 5), (18, 9)], [True, False, True, False], 26, False, [False, False, False, False], 7833, 'South', (16, 12))
