Element 1: (3, (16, 11), ['G', '.', '.', '.'], [(17, 13), (7, 3), (15, 11)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'East', (17, 11))
Element 2: (3, (17, 11), ['', '.', '%', '.'], [(18, 13), (7, 4), (15, 12)], [False, False, True, False], 96, False, [False, True, False, True], 68, 'East', (18, 11))
Element 3: (3, (18, 11), ['', '.', '%', '%'], [(17, 13), (8, 4), (16, 12)], [False, False, True, True], 94, False, [False, True, False, False], 97, 'South', (18, 10))
Element 4: (3, (18, 10), ['.', '.', '', '%'], [(16, 13), (9, 4), (16, 11)], [False, False, False, True], 92, False, [True, True, False, False], 116, 'South', (18, 9))
Element 5: (3, (18, 9), ['.', '.', '', '%'], [(16, 12), (10, 4), (16, 10)], [False, False, False, True], 90, False, [True, True, False, False], 145, 'South', (18, 8))
Element 6: (3, (18, 8), ['.', '%', '', '%'], [(16, 11), (10, 5), (17, 10)], [False, True, False, True], 88, False, [True, False, False, False], 174, 'West', (17, 8))
Element 7: (3, (17, 8), ['.', '%', 'G', ''], [(17, 11), (10, 6), (17, 9)], [False, True, False, False], 86, False, [True, False, False, False], 203, 'West', (16, 8))
Element 8: (3, (16, 8), ['.', '.', 'G', ''], [(18, 11), (10, 7), (16, 9)], [False, False, False, False], 84, False, [True, True, False, False], 1222, 'South', (16, 7))
Element 9: (3, (16, 7), ['.', '.', '', '%'], [(18, 10), (9, 7), (15, 9)], [False, False, False, True], 82, False, [True, True, False, False], 2241, 'South', (16, 6))
Element 10: (3, (16, 6), ['.', '%', '', '.'], [(18, 9), (9, 8), (15, 10)], [False, True, False, False], 80, False, [True, False, False, True], 2270, 'East', (17, 6))
Element 11: (3, (17, 6), ['', '.', '%', '.'], [(18, 8), (10, 8), (14, 10)], [False, False, True, False], 78, False, [False, True, False, True], 2299, 'East', (18, 6))
Element 12: (3, (18, 6), ['', '.', '%', '%'], [(17, 8), (11, 8), (13, 10)], [False, False, True, True], 76, False, [False, True, False, False], 2328, 'South', (18, 5))
Element 13: (3, (18, 5), ['.', '.', '', '%'], [(17, 9), (11, 9), (13, 11)], [False, False, False, True], 74, False, [True, True, False, False], 2357, 'South', (18, 4))
Element 14: (3, (18, 4), ['.', '%', '', '%'], [(17, 10), (12, 9), (13, 12)], [False, True, False, True], 72, False, [True, False, False, False], 2386, 'West', (17, 4))
Element 15: (3, (17, 4), ['.', '.', '.', ''], [(16, 10), (13, 9), (14, 12)], [False, False, False, False], 70, False, [True, True, True, False], 2415, 'North', (17, 5))
Element 16: (3, (17, 5), ['%', '', '', ''], [(16, 9), (13, 8), (13, 12)], [True, False, False, False], 68, False, [False, False, False, False], 2434, 'South', (17, 4))
Element 17: (3, (17, 4), ['.', '.', '', ''], [(16, 8), (14, 8), (12, 12)], [False, False, False, False], 66, False, [True, True, False, False], 2453, 'South', (17, 3))
Element 18: (3, (17, 3), ['.', '%', '', '%'], [(15, 8), (14, 7), (12, 13)], [False, True, False, True], 64, False, [True, False, False, False], 3482, 'West', (16, 3))
Element 19: (3, (16, 3), ['%', '.', '.', ''], [(15, 7), (14, 6), (11, 13)], [True, False, False, False], 62, False, [False, True, True, False], 3521, 'North', (16, 4))
Element 20: (3, (16, 4), ['.', '', '%', ''], [(15, 6), (14, 5), (10, 13)], [False, False, True, False], 60, False, [True, False, False, False], 3560, 'West', (15, 4))
Element 21: (3, (15, 4), ['%', '%', 'G', ''], [(15, 5), (13, 5), (10, 12)], [True, True, False, False], 58, False, [False, False, False, False], 3599, 'East', (16, 4))
Element 22: (3, (16, 4), ['G', '', '%', ''], [(15, 4), (13, 6), (10, 11)], [False, False, True, False], 56, False, [False, False, False, False], 3618, 'South', (16, 3))
Element 23: (3, (16, 3), ['%', '.', 'G', ''], [(16, 4), (13, 7), (11, 11)], [True, False, False, False], 54, False, [False, True, False, False], 3637, 'South', (16, 2))
Element 24: (3, (16, 2), ['.', '%', '', '%'], [(17, 4), (12, 7), (12, 11)], [False, True, False, True], 52, False, [True, False, False, False], 3666, 'West', (15, 2))
Element 25: (3, (15, 2), ['.', '%', '%', ''], [(18, 4), (12, 6), (12, 10)], [False, True, True, False], 50, False, [True, False, False, False], 3695, 'West', (14, 2))
Element 26: (3, (14, 2), ['%', '.', '.', ''], [(18, 5), (12, 5), (11, 10)], [True, False, False, False], 48, False, [False, True, True, False], 3724, 'North', (14, 3))
Element 27: (3, (14, 3), ['.', '', '%', '%'], [(18, 6), (12, 6), (10, 10)], [False, False, True, True], 46, False, [True, False, False, False], 3743, 'West', (13, 3))
Element 28: (3, (13, 3), ['.', '%', '%', ''], [(17, 6), (12, 7), (9, 10)], [False, True, True, False], 44, False, [True, False, False, False], 3762, 'West', (12, 3))
Element 29: (3, (12, 3), ['.', '.', '%', ''], [(17, 5), (13, 7), (9, 11)], [False, False, True, False], 42, False, [True, True, False, False], 3781, 'South', (12, 2))
Element 30: (3, (12, 2), ['.', '.', '', '%'], [(17, 6), (13, 6), (9, 12)], [False, False, False, True], 40, False, [True, True, False, False], 3800, 'South', (12, 1))
Element 31: (3, (12, 1), ['.', '%', '', '.'], [(16, 6), (12, 6), (9, 11)], [False, True, False, False], 38, False, [True, False, False, True], 3809, 'East', (13, 1))
Element 32: (3, (13, 1), ['', '%', '%', '.'], [(16, 7), (13, 6), (8, 11)], [False, True, True, False], 36, False, [False, False, False, True], 3828, 'East', (14, 1))
Element 33: (3, (14, 1), ['', '%', '', '%'], [(16, 6), (13, 5), (7, 11)], [False, True, False, True], 34, False, [False, False, False, False], 4837, 'West', (13, 1))
Element 34: (3, (13, 1), ['', '%', '%', ''], [(17, 6), (12, 5), (7, 10)], [False, True, True, False], 32, False, [False, False, False, False], 4846, 'West', (12, 1))
Element 35: (3, (12, 1), ['.', '%', '', ''], [(18, 6), (13, 5), (7, 9)], [False, True, False, False], 30, False, [True, False, False, False], 5845, 'West', (11, 1))
Element 36: (3, (11, 1), ['.', '%', '.', ''], [(18, 5), (14, 5), (6, 9)], [False, True, False, False], 28, False, [True, False, True, False], 6854, 'North', (11, 2))
Element 37: (3, (11, 2), ['.', '', '.', ''], [(17, 5), (14, 6), (6, 10)], [False, False, False, False], 26, False, [True, False, True, False], 6873, 'North', (11, 3))
Element 38: (3, (11, 3), ['.', '', '%', ''], [(18, 5), (13, 6), (6, 11)], [False, False, True, False], 24, False, [True, False, False, False], 6892, 'West', (10, 3))
Element 39: (3, (10, 3), ['%', '.', '', ''], [(18, 4), (14, 6), (5, 11)], [True, False, False, False], 22, False, [False, True, False, False], 6911, 'South', (10, 2))
Element 40: (3, (10, 2), ['.', '.', '', ''], [(17, 4), (14, 7), (5, 10)], [False, False, False, False], 20, False, [True, True, False, False], 6930, 'South', (10, 1))
Element 41: (3, (10, 1), ['F', '%', '', ''], [(17, 5), (13, 7), (5, 9)], [False, True, False, False], 18, False, [False, False, False, False], 6949, 'West', (9, 1))
Element 42: (3, (9, 1), ['%', '%', '.', ''], [(17, 4), (14, 7), (4, 9)], [True, True, False, False], 16, False, [False, False, True, False], 7958, 'North', (9, 2))
Element 43: (3, (9, 2), ['.', '', '%', ''], [(17, 3), (14, 8), (4, 10)], [False, False, True, False], 14, False, [True, False, False, False], 7977, 'West', (8, 2))
Element 44: (3, (8, 2), ['.', '%', '%', ''], [(16, 3), (13, 8), (3, 10)], [False, True, True, False], 12, False, [True, False, False, False], 7996, 'West', (7, 2))
Element 45: (3, (7, 2), ['.', '%', '', ''], [(16, 2), (13, 7), (3, 11)], [False, True, False, False], 10, False, [True, False, False, False], 8015, 'West', (6, 2))
Element 46: (3, (6, 2), ['.', '%', '', ''], [(15, 2), (13, 8), (3, 12)], [False, True, False, False], 8, False, [True, False, False, False], 8034, 'West', (5, 2))
Element 47: (3, (5, 2), ['.', '%', '.', ''], [(14, 2), (13, 9), (3, 13)], [False, True, False, False], 6, False, [True, False, True, False], 8053, 'North', (5, 3))
Element 48: (3, (5, 3), ['%', '', '.', ''], [(14, 3), (13, 10), (4, 13)], [True, False, False, False], 4, False, [False, False, True, False], 9062, 'North', (5, 4))
Element 49: (3, (5, 4), ['.', '', '.', '.'], [(13, 3), (14, 10), (5, 13)], [False, False, False, False], 2, False, [True, False, True, True], 10071, 'East', (6, 4))
Element 50: (3, (6, 4), ['', '', '.', ''], [(13, 3), (14, 10), (5, 13)], [False, False, False, False], 0, False, [False, False, True, False], 10080, 'Stop', (6, 4))
Element 51: #0#
