Element 1: (0, (18, 11), ['.', '.', '%', '%'], [(5, 9), (13, 8), (18, 5)], [False, False, True, True], 98, False, [True, True, False, False], 0, 'South', (18, 10))
Element 2: (0, (18, 10), ['.', '.', '', '%'], [(6, 9), (14, 8), (18, 6)], [False, False, False, True], 96, False, [True, True, False, False], 1029, 'South', (18, 9))
Element 3: (0, (18, 9), ['.', '.', '', '%'], [(7, 9), (15, 8), (17, 6)], [False, False, False, True], 94, False, [True, True, False, False], 2058, 'South', (18, 8))
Element 4: (0, (18, 8), ['.', '%', '', '%'], [(8, 9), (16, 8), (17, 5)], [False, True, False, True], 92, False, [True, False, False, False], 2097, 'West', (17, 8))
Element 5: (0, (17, 8), ['', '%', '.', ''], [(9, 9), (16, 9), (17, 4)], [False, True, False, False], 90, False, [False, False, True, False], 2136, 'North', (17, 9))
Element 6: (0, (17, 9), ['', '', '.', ''], [(9, 10), (16, 10), (18, 4)], [False, False, False, False], 88, False, [False, False, True, False], 2175, 'North', (17, 10))
Element 7: (0, (17, 10), ['', '', '.', ''], [(10, 10), (16, 11), (17, 4)], [False, False, False, False], 86, False, [False, False, True, False], 2204, 'North', (17, 11))
Element 8: (0, (17, 11), ['', '', '%', ''], [(11, 10), (16, 12), (17, 3)], [False, False, True, False], 84, False, [False, False, False, False], 2243, 'West', (16, 11))
Element 9: (0, (16, 11), ['.', '', '', ''], [(12, 10), (16, 13), (16, 3)], [False, False, False, False], 82, False, [True, False, False, False], 2272, 'West', (15, 11))
Element 10: (0, (15, 11), ['.', '.', '.', ''], [(13, 10), (17, 13), (16, 4)], [False, False, False, False], 80, False, [True, True, True, False], 2311, 'North', (15, 12))
Element 11: (0, (15, 12), ['.', '', '%', ''], [(14, 10), (18, 13), (15, 4)], [False, False, True, False], 78, False, [True, False, False, False], 2350, 'West', (14, 12))
Element 12: (0, (14, 12), ['.', '.', '%', ''], [(15, 10), (17, 13), (15, 5)], [False, False, True, False], 76, False, [True, True, False, False], 2379, 'South', (14, 11))
Element 13: (0, (14, 11), ['.', '', '', ''], [(15, 9), (16, 13), (15, 6)], [False, False, False, False], 74, False, [True, False, False, False], 2408, 'West', (13, 11))
Element 14: (0, (13, 11), ['.', '', '.', ''], [(16, 9), (16, 12), (16, 6)], [False, False, False, False], 72, False, [True, False, True, False], 2427, 'North', (13, 12))
Element 15: (0, (13, 12), ['.', '', '%', ''], [(17, 9), (15, 12), (16, 7)], [False, False, True, False], 70, False, [True, False, False, False], 2446, 'West', (12, 12))
