Element 1: (2, (10, 11), ['.', 'G', '.', '.'], [(15, 12), (10, 10), (15, 2)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (11, 11))
Element 2: (2, (11, 11), ['', 'G', '%', '.'], [(16, 12), (11, 10), (16, 2)], [False, False, True, False], 96, False, [False, False, False, True], 58, 'East', (12, 11))
Element 3: (2, (12, 11), ['', 'G', '.', '.'], [(16, 13), (12, 10), (16, 3)], [False, False, False, False], 94, False, [False, False, True, True], 97, 'East', (13, 11))
Element 4: (2, (13, 11), ['', 'G', '.', '.'], [(17, 13), (13, 10), (17, 3)], [False, False, False, False], 92, False, [False, False, True, True], 136, 'East', (14, 11))
Element 5: (2, (14, 11), ['', 'G', '', '.'], [(18, 13), (14, 10), (17, 4)], [False, False, False, False], 90, False, [False, False, False, True], 175, 'East', (15, 11))
Element 6: (2, (15, 11), ['', 'G', '', '.'], [(17, 13), (15, 10), (18, 4)], [False, False, False, False], 88, False, [False, False, False, True], 204, 'East', (16, 11))
Element 7: (2, (16, 11), ['', 'G', '', '.'], [(16, 13), (16, 10), (18, 5)], [False, False, False, False], 86, False, [False, False, False, True], 233, 'East', (17, 11))
Element 8: (2, (17, 11), ['', 'G', '%', '.'], [(16, 12), (17, 10), (18, 6)], [False, False, True, False], 84, False, [False, False, False, True], 262, 'East', (18, 11))
Element 9: (2, (18, 11), ['', 'G', '%', '%'], [(16, 11), (18, 10), (17, 6)], [False, False, True, True], 82, False, [False, False, False, False], 291, 'West', (17, 11))
Element 10: (2, (17, 11), ['', '', '%', ''], [(16, 10), (18, 9), (17, 5)], [False, False, True, False], 80, False, [False, False, False, False], 310, 'West', (16, 11))
Element 11: (2, (16, 11), ['', '', '', ''], [(16, 9), (18, 8), (17, 6)], [False, False, False, False], 78, False, [False, False, False, False], 329, 'North', (16, 12))
Element 12: (2, (16, 12), ['', '', '', '%'], [(17, 9), (17, 8), (16, 6)], [False, False, False, True], 76, False, [False, False, False, False], 358, 'North', (16, 13))
Element 13: (2, (16, 13), ['%', '', '%', ''], [(18, 9), (16, 8), (16, 7)], [True, False, True, False], 74, False, [False, False, False, False], 377, 'East', (17, 13))
Element 14: (2, (17, 13), ['', '%', '%', ''], [(18, 10), (15, 8), (15, 7)], [False, True, True, False], 72, False, [False, False, False, False], 396, 'East', (18, 13))
Element 15: (2, (18, 13), ['', '%', '%', '%'], [(18, 11), (15, 9), (15, 6)], [False, True, True, True], 70, False, [False, False, False, False], 415, 'West', (17, 13))
Element 16: (2, (17, 13), ['', '%', '%', ''], [(17, 11), (16, 9), (15, 5)], [False, True, True, False], 68, False, [False, False, False, False], 424, 'West', (16, 13))
Element 17: (2, (16, 13), ['%', '', '%', ''], [(17, 10), (17, 9), (15, 4)], [True, False, True, False], 66, False, [False, False, False, False], 433, 'South', (16, 12))
Element 18: (2, (16, 12), ['', '', '', '%'], [(17, 11), (16, 9), (16, 4)], [False, False, False, True], 64, False, [False, False, False, False], 442, 'West', (15, 12))
Element 19: (2, (15, 12), ['', '', '%', ''], [(18, 11), (15, 9), (15, 4)], [False, False, True, False], 62, False, [False, False, False, False], 441, 'West', (14, 12))
Element 20: (2, (14, 12), ['.', '', '%', ''], [(18, 10), (15, 8), (15, 5)], [False, False, True, False], 60, False, [True, False, False, False], 440, 'West', (13, 12))
Element 21: (2, (13, 12), ['.', '', '%', ''], [(17, 10), (14, 8), (14, 5)], [False, False, True, False], 58, False, [True, False, False, False], 469, 'West', (12, 12))
Element 22: (2, (12, 12), ['%', '', 'F', ''], [(18, 10), (14, 7), (14, 6)], [True, False, False, False], 56, False, [False, False, False, False], 498, 'North', (12, 13))
Element 23: (2, (12, 13), ['.', '', '%', '%'], [(18, 9), (13, 7), (13, 6)], [False, False, True, True], 54, False, [True, False, False, False], 1517, 'West', (11, 13))
Element 24: (2, (11, 13), ['.', '%', '%', ''], [(18, 8), (13, 8), (13, 5)], [False, True, True, False], 52, False, [True, False, False, False], 1546, 'West', (10, 13))
Element 25: (2, (10, 13), ['%', '.', '%', ''], [(17, 8), (13, 9), (12, 5)], [True, False, True, False], 50, False, [False, True, False, False], 1575, 'South', (10, 12))
Element 26: (2, (10, 12), ['.', '', '', '%'], [(16, 8), (12, 9), (12, 6)], [False, False, False, True], 48, False, [True, False, False, False], 1604, 'West', (9, 12))
Element 27: (2, (9, 12), ['%', '.', '%', ''], [(16, 7), (11, 9), (12, 7)], [True, False, True, False], 46, False, [False, True, False, False], 1633, 'South', (9, 11))
Element 28: (2, (9, 11), ['.', '', '', ''], [(16, 6), (11, 8), (13, 7)], [False, False, False, False], 44, False, [True, False, False, False], 1652, 'West', (8, 11))
Element 29: (2, (8, 11), ['F', '.', '%', ''], [(17, 6), (10, 8), (14, 7)], [False, False, True, False], 42, False, [False, True, False, False], 1671, 'West', (7, 11))
Element 30: (2, (7, 11), ['.', '.', '%', ''], [(18, 6), (10, 7), (14, 8)], [False, False, True, False], 40, False, [True, True, False, False], 3670, 'South', (7, 10))
Element 31: (2, (7, 10), ['.', 'F', '', '.'], [(18, 5), (9, 7), (15, 8)], [False, False, False, False], 38, False, [True, False, False, True], 4679, 'South', (7, 9))
Element 32: (2, (7, 9), ['F', '%', '', '.'], [(18, 4), (9, 8), (16, 8)], [False, True, False, False], 36, False, [False, False, False, True], 5688, 'West', (6, 9))
Element 33: (2, (6, 9), ['.', '%', '.', ''], [(17, 4), (9, 9), (17, 8)], [False, True, False, False], 34, False, [True, False, True, False], 6697, 'North', (6, 10))
Element 34: (2, (6, 10), ['.', '', '.', ''], [(17, 5), (8, 9), (18, 8)], [False, False, False, False], 32, False, [True, False, True, False], 6716, 'North', (6, 11))
Element 35: (2, (6, 11), ['.', '', '%', ''], [(17, 4), (8, 10), (18, 9)], [False, False, True, False], 30, False, [True, False, False, False], 6735, 'West', (5, 11))
Element 36: (2, (5, 11), ['%', '.', '%', ''], [(17, 3), (8, 11), (18, 10)], [True, False, True, False], 28, False, [False, True, False, False], 6744, 'South', (5, 10))
Element 37: (2, (5, 10), ['.', '.', '', ''], [(16, 3), (9, 11), (18, 11)], [False, False, False, False], 26, False, [True, True, False, False], 6753, 'South', (5, 9))
Element 38: (2, (5, 9), ['.', '%', '', ''], [(16, 4), (10, 11), (17, 11)], [False, True, False, False], 24, False, [True, False, False, False], 6762, 'West', (4, 9))
Element 39: (2, (4, 9), ['%', '%', '.', ''], [(15, 4), (11, 11), (17, 10)], [True, True, False, False], 22, False, [False, False, True, False], 6771, 'North', (4, 10))
Element 40: (2, (4, 10), ['.', '', '%', ''], [(15, 5), (12, 11), (17, 9)], [False, False, True, False], 20, False, [True, False, False, False], 6780, 'West', (3, 10))
Element 41: (2, (3, 10), ['.', '%', '.', ''], [(15, 6), (13, 11), (16, 9)], [False, True, False, False], 18, False, [True, False, True, False], 6789, 'North', (3, 11))
Element 42: (2, (3, 11), ['.', '', '.', '%'], [(15, 7), (14, 11), (16, 10)], [False, False, False, True], 16, False, [True, False, True, False], 6798, 'North', (3, 12))
Element 43: (2, (3, 12), ['.', '', '.', '%'], [(15, 8), (15, 11), (16, 11)], [False, False, False, True], 14, False, [True, False, True, False], 6807, 'North', (3, 13))
Element 44: (2, (3, 13), ['.', '', '%', 'F'], [(15, 9), (16, 11), (16, 12)], [False, False, True, False], 12, False, [True, False, False, False], 6816, 'East', (4, 13))
