Element 1: (1, (10, 6), ['.', '.', 'F', '%'], [(11, 13), (14, 2), (14, 3)], [False, False, False, True], 98, False, [True, True, False, False], 9, 'North', (10, 7))
Element 21: (1, (13, 11), ['.', '', '', ''], [(15, 11), (17, 11), (16, 11)], [False, False, False, False], 58, False, [True, False, False, False], 3559, 'West', (12, 11))
Element 22: (1, (12, 11), ['.', '.', '', ''], [(14, 11), (17, 10), (17, 11)], [False, False, False, False], 56, False, [True, True, False, False], 3568, 'South', (12, 10))
Element 23: (1, (12, 10), ['.', '', '', ''], [(14, 10), (17, 9), (18, 11)], [False, False, False, False], 54, False, [True, False, False, False], 3577, 'West', (11, 10))
Element 24: (1, (11, 10), ['.', '', '.', ''], [(13, 10), (16, 9), (18, 10)], [False, False, False, False], 52, False, [True, False, True, False], 3586, 'North', (11, 11))
Element 25: (1, (11, 11), ['.', '', '%', ''], [(13, 11), (16, 10), (18, 9)], [False, False, True, False], 50, False, [True, False, False, False], 3595, 'West', (10, 11))
Element 26: (1, (10, 11), ['.', '.', '.', ''], [(12, 11), (16, 11), (18, 8)], [False, False, False, False], 48, False, [True, True, True, False], 3604, 'North', (10, 12))
Element 27: (1, (10, 12), ['.', '', '', '%'], [(12, 10), (16, 12), (17, 8)], [False, False, False, True], 46, False, [True, False, False, False], 3613, 'West', (9, 12))
Element 28: (1, (9, 12), ['%', '.', '%', ''], [(12, 9), (16, 13), (17, 9)], [True, False, True, False], 44, False, [False, True, False, False], 3622, 'South', (9, 11))
Element 29: (1, (9, 11), ['.', '.', '', ''], [(13, 9), (17, 13), (17, 10)], [False, False, False, False], 42, False, [True, True, False, False], 3631, 'South', (9, 10))
Element 30: (1, (9, 10), ['.', '.', '', '.'], [(13, 8), (18, 13), (16, 10)], [False, False, False, False], 40, False, [True, True, False, True], 3650, 'East', (10, 10))
Element 31: (1, (10, 10), ['', '%', '', ''], [(14, 8), (17, 13), (16, 9)], [False, True, False, False], 38, False, [False, False, False, False], 3669, 'West', (9, 10))
Element 32: (1, (9, 10), ['.', '.', '', ''], [(14, 7), (16, 13), (16, 8)], [False, False, False, False], 36, False, [True, True, False, False], 3678, 'South', (9, 9))
Element 33: (1, (9, 9), ['.', '', '', '%'], [(14, 6), (16, 12), (16, 7)], [False, False, False, True], 34, False, [True, False, False, False], 3697, 'West', (8, 9))
Element 34: (1, (8, 9), ['F', '.', '.', ''], [(14, 5), (15, 12), (16, 6)], [False, False, False, False], 32, False, [False, True, True, False], 3716, 'West', (7, 9))
Element 35: (1, (7, 9), ['F', '%', '.', ''], [(13, 5), (15, 11), (17, 6)], [False, True, False, False], 30, False, [False, False, True, False], 4725, 'West', (6, 9))
Element 36: (1, (6, 9), ['.', '%', '.', ''], [(13, 6), (15, 10), (18, 6)], [False, True, False, False], 28, False, [True, False, True, False], 5734, 'North', (6, 10))
Element 37: (1, (6, 10), ['.', '', '.', '.'], [(13, 7), (15, 9), (18, 5)], [False, False, False, False], 26, False, [True, False, True, True], 5753, 'East', (7, 10))
Element 38: (1, (7, 10), ['', '', 'F', '.'], [(12, 7), (15, 8), (18, 4)], [False, False, False, False], 24, False, [False, False, False, True], 5772, 'North', (7, 11))
Element 39: (1, (7, 11), ['.', '', '%', '.'], [(12, 6), (15, 7), (17, 4)], [False, False, True, False], 22, False, [True, False, False, True], 6781, 'East', (8, 11))
Element 40: (1, (8, 11), ['', '.', '%', ''], [(12, 5), (15, 6), (17, 5)], [False, False, True, False], 20, False, [False, True, False, False], 6800, 'South', (8, 10))
Element 41: (1, (8, 10), ['', '', '', ''], [(12, 6), (15, 5), (17, 4)], [False, False, False, False], 18, False, [False, False, False, False], 6809, 'North', (8, 11))
Element 42: (1, (8, 11), ['', '', '%', ''], [(12, 7), (15, 4), (17, 3)], [False, False, True, False], 16, False, [False, False, False, False], 6808, 'West', (7, 11))
Element 43: (1, (7, 11), ['.', '', '%', ''], [(13, 7), (16, 4), (17, 4)], [False, False, True, False], 14, False, [True, False, False, False], 6807, 'West', (6, 11))
Element 44: (1, (6, 11), ['.', '', '%', ''], [(13, 6), (15, 4), (18, 4)], [False, False, True, False], 12, False, [True, False, False, False], 6816, 'West', (5, 11))
Element 45: (1, (5, 11), ['%', '.', '%', ''], [(12, 6), (15, 5), (18, 5)], [True, False, True, False], 10, False, [False, True, False, False], 6825, 'South', (5, 10))
Element 46: (1, (5, 10), ['.', '.', '', ''], [(13, 6), (14, 5), (17, 5)], [False, False, False, False], 8, False, [True, True, False, False], 6834, 'South', (5, 9))
Element 47: (1, (5, 9), ['.', '%', '', ''], [(13, 5), (14, 6), (18, 5)], [False, True, False, False], 6, False, [True, False, False, False], 6843, 'West', (4, 9))
Element 48: (1, (4, 9), ['%', '%', '.', ''], [(12, 5), (14, 7), (18, 6)], [True, True, False, False], 4, False, [False, False, True, False], 6852, 'North', (4, 10))
Element 49: (1, (4, 10), ['.', '', '%', ''], [(13, 5), (14, 8), (17, 6)], [False, False, True, False], 2, False, [True, False, False, False], 6861, 'West', (3, 10))
Element 50: (1, (3, 10), ['.', '%', '.', ''], [(13, 5), (13, 8), (17, 5)], [False, True, False, False], 0, False, [True, False, True, False], 6870, 'Stop', (3, 10))
Element 51: #0#
