Element 1: (0, (3, 13), ['.', '.', '%', 'F'], [(2, 7), (7, 4), (9, 6)], [False, False, True, False], 98, False, [True, True, False, False], 0, 'East', (4, 13))
Element 2: (0, (4, 13), ['', '%', '%', 'F'], [(3, 7), (8, 4), (9, 7)], [False, True, True, False], 96, False, [False, False, False, False], 2019, 'East', (5, 13))
Element 3: (0, (5, 13), ['', '%', '%', '.'], [(3, 8), (9, 4), (10, 7)], [False, True, True, False], 94, False, [False, False, False, True], 5028, 'East', (6, 13))
Element 4: (0, (6, 13), ['', '%', '%', '.'], [(3, 7), (10, 4), (10, 8)], [False, True, True, False], 92, False, [False, False, False, True], 5057, 'East', (7, 13))
Element 5: (0, (7, 13), ['', '%', '%', '%'], [(3, 6), (10, 5), (11, 8)], [False, True, True, True], 90, False, [False, False, False, False], 5096, 'West', (6, 13))
Element 6: (0, (6, 13), ['', '%', '%', ''], [(4, 6), (10, 6), (11, 9)], [False, True, True, False], 88, False, [False, False, False, False], 5125, 'West', (5, 13))
Element 7: (0, (5, 13), ['', '%', '%', ''], [(5, 6), (10, 7), (12, 9)], [False, True, True, False], 86, False, [False, False, False, False], 5144, 'West', (4, 13))
Element 8: (0, (4, 13), ['', '%', '%', ''], [(6, 6), (10, 8), (13, 9)], [False, True, True, False], 84, False, [False, False, False, False], 5163, 'West', (3, 13))
Element 9: (0, (3, 13), ['.', '.', '%', ''], [(6, 7), (9, 8), (13, 10)], [False, False, True, False], 82, False, [True, True, False, False], 5192, 'South', (3, 12))
Element 10: (0, (3, 12), ['.', '.', '', '%'], [(5, 7), (9, 9), (14, 10)], [False, False, False, True], 80, False, [True, True, False, False], 5231, 'South', (3, 11))
Element 11: (0, (3, 11), ['.', '.', '', '%'], [(6, 7), (9, 10), (15, 10)], [False, False, False, True], 78, False, [True, True, False, False], 5260, 'South', (3, 10))
Element 12: (0, (3, 10), ['.', '%', '', '.'], [(6, 6), (10, 10), (16, 10)], [False, True, False, False], 76, False, [True, False, False, True], 5289, 'West', (2, 10))
Element 13: (0, (2, 10), ['.', '%', '.', ''], [(6, 5), (11, 10), (17, 10)], [False, True, False, False], 74, False, [True, False, True, False], 5328, 'West', (1, 10))
Element 14: (0, (1, 10), ['%', '%', '.', ''], [(7, 5), (12, 10), (18, 10)], [True, True, False, False], 72, False, [False, False, True, False], 5367, 'North', (1, 11))
Element 15: (0, (1, 11), ['%', '', '.', '.'], [(7, 4), (12, 11), (18, 11)], [True, False, False, False], 70, False, [False, False, True, True], 5396, 'East', (2, 11))
Element 16: (0, (2, 11), ['', '', '.', ''], [(7, 3), (13, 11), (17, 11)], [False, False, False, False], 68, False, [False, False, True, False], 5435, 'North', (2, 12))
Element 17: (0, (2, 12), ['.', '', '.', ''], [(7, 2), (14, 11), (16, 11)], [False, False, False, False], 66, False, [True, False, True, False], 5474, 'North', (2, 13))
Element 18: (0, (2, 13), ['%', '', '%', ''], [(8, 2), (15, 11), (16, 12)], [True, False, True, False], 64, False, [False, False, False, False], 5513, 'South', (2, 12))
Element 19: (0, (2, 12), ['.', '', '', ''], [(9, 2), (15, 12), (16, 13)], [False, False, False, False], 62, False, [True, False, False, False], 5542, 'West', (1, 12))
Element 20: (0, (1, 12), ['%', '', '%', ''], [(9, 1), (14, 12), (17, 13)], [True, False, True, False], 60, False, [False, False, False, False], 6571, 'East', (2, 12))
Element 21: (0, (2, 12), ['', '', '', ''], [(10, 1), (13, 12), (18, 13)], [False, False, False, False], 58, False, [False, False, False, False], 6600, 'South', (2, 11))
Element 22: (0, (2, 11), ['', '', '', ''], [(11, 1), (12, 12), (17, 13)], [False, False, False, False], 56, False, [False, False, False, False], 6619, 'West', (1, 11))
Element 23: (0, (1, 11), ['%', '', '', ''], [(12, 1), (12, 13), (16, 13)], [True, False, False, False], 54, False, [False, False, False, False], 7628, 'North', (1, 12))
Element 24: (0, (1, 12), ['%', '', '%', ''], [(13, 1), (11, 13), (16, 12)], [True, False, True, False], 52, False, [False, False, False, False], 7647, 'South', (1, 11))
Element 25: (0, (1, 11), ['%', '', '', ''], [(14, 1), (10, 13), (16, 11)], [True, False, False, False], 50, False, [False, False, False, False], 7666, 'South', (1, 10))
Element 26: (0, (1, 10), ['%', '%', '', ''], [(14, 2), (10, 12), (17, 11)], [True, True, False, False], 48, False, [False, False, False, False], 7685, 'East', (2, 10))
Element 27: (0, (2, 10), ['', '%', '', ''], [(15, 2), (10, 11), (18, 11)], [False, True, False, False], 46, False, [False, False, False, False], 7704, 'North', (2, 11))
Element 28: (0, (2, 11), ['', '', '', ''], [(16, 2), (11, 11), (18, 10)], [False, False, False, False], 44, False, [False, False, False, False], 7723, 'South', (2, 10))
Element 29: (0, (2, 10), ['', '%', '', ''], [(16, 3), (10, 11), (18, 9)], [False, True, False, False], 42, False, [False, False, False, False], 7742, 'East', (3, 10))
Element 30: (0, (3, 10), ['', '%', '', '.'], [(17, 3), (9, 11), (18, 8)], [False, True, False, False], 40, False, [False, False, False, True], 7771, 'East', (4, 10))
Element 31: (0, (4, 10), ['', '.', '%', '.'], [(17, 4), (9, 12), (17, 8)], [False, False, True, False], 38, False, [False, True, False, True], 7810, 'East', (5, 10))
Element 32: (0, (5, 10), ['', '.', '.', '.'], [(18, 4), (9, 11), (17, 9)], [False, False, False, False], 36, False, [False, True, True, True], 7839, 'East', (6, 10))
Element 33: (0, (6, 10), ['', 'F', '.', '.'], [(18, 5), (8, 11), (16, 9)], [False, False, False, False], 34, False, [False, False, True, True], 7878, 'South', (6, 9))
Element 34: (0, (6, 9), ['.', '%', '', 'F'], [(18, 6), (7, 11), (16, 8)], [False, True, False, False], 32, False, [True, False, False, False], 9897, 'East', (7, 9))
Element 35: (0, (7, 9), ['', '%', 'G', '.'], [(17, 6), (7, 10), (16, 7)], [False, True, False, False], 30, False, [False, False, False, True], 10926, 'East', (8, 9))
Element 36: (0, (8, 9), ['', '.', 'G', ''], [(17, 5), (8, 10), (16, 6)], [False, False, False, False], 28, False, [False, True, False, False], 10965, 'South', (8, 8))
Element 37: (0, (8, 8), ['%', '%', 'G', ''], [(17, 6), (8, 9), (15, 6)], [True, True, False, False], 26, False, [False, False, False, False], 10984, 'East', (9, 8))
Element 38: (0, (9, 8), ['G', '', '', ''], [(16, 6), (8, 8), (15, 7)], [False, False, False, False], 24, False, [False, False, False, False], 10993, 'East', (10, 8))
Element 39: (0, (10, 8), ['', '', '%', ''], [(16, 7), (8, 9), (15, 8)], [False, False, True, False], 22, False, [False, False, False, False], 11002, 'East', (11, 8))
Element 40: (0, (11, 8), ['', '%', '', '%'], [(16, 8), (7, 9), (15, 9)], [False, True, False, True], 20, False, [False, False, False, False], 11011, 'North', (11, 9))
Element 41: (0, (11, 9), ['%', '', '', ''], [(17, 8), (6, 9), (15, 8)], [True, False, False, False], 18, False, [False, False, False, False], 11010, 'East', (12, 9))
Element 42: (0, (12, 9), ['', '%', '', ''], [(18, 8), (5, 9), (14, 8)], [False, True, False, False], 16, False, [False, False, False, False], 11029, 'East', (13, 9))
Element 43: (0, (13, 9), ['', '.', '', '%'], [(18, 9), (4, 9), (14, 7)], [False, False, False, True], 14, False, [False, True, False, False], 11048, 'South', (13, 8))
Element 44: (0, (13, 8), ['%', '.', '', ''], [(18, 10), (4, 10), (14, 6)], [True, False, False, False], 12, False, [False, True, False, False], 11067, 'South', (13, 7))
Element 45: (0, (13, 7), ['.', '.', '', ''], [(18, 11), (5, 10), (14, 5)], [False, False, False, False], 10, False, [True, True, False, False], 11086, 'South', (13, 6))
Element 46: (0, (13, 6), ['.', '.', '', ''], [(17, 11), (5, 11), (15, 5)], [False, False, False, False], 8, False, [True, True, False, False], 11115, 'South', (13, 5))
Element 47: (0, (13, 5), ['.', '%', '', ''], [(17, 10), (6, 11), (15, 4)], [False, True, False, False], 6, False, [True, False, False, False], 11144, 'West', (12, 5))
Element 48: (0, (12, 5), ['%', '%', '.', ''], [(17, 9), (6, 10), (16, 4)], [True, True, False, False], 4, False, [False, False, True, False], 11163, 'North', (12, 6))
Element 49: (0, (12, 6), ['%', '', '.', ''], [(16, 9), (6, 11), (17, 4)], [True, False, False, False], 2, False, [False, False, True, False], 11172, 'North', (12, 7))
Element 50: (0, (12, 7), ['%', '', '%', ''], [(16, 10), (5, 11), (18, 4)], [True, False, True, False], 0, False, [False, False, False, False], 11181, 'Stop', (12, 7))
Element 51: #0#
