Element 1: (3, (13, 10), ['G', '.', '.', '.'], [(17, 4), (12, 3), (12, 10)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'East', (14, 10))
Element 2: (3, (14, 10), ['', '%', '.', '.'], [(18, 4), (13, 3), (12, 11)], [False, True, False, False], 96, False, [False, False, True, True], 68, 'East', (15, 10))
Element 3: (3, (15, 10), ['', '.', '.', '.'], [(18, 5), (14, 3), (13, 11)], [False, False, False, False], 94, False, [False, True, True, True], 107, 'East', (16, 10))
Element 4: (3, (16, 10), ['', '.', '.', '.'], [(18, 6), (14, 2), (14, 11)], [False, False, False, False], 92, False, [False, True, True, True], 146, 'East', (17, 10))
Element 5: (3, (17, 10), ['', '.', '.', '.'], [(17, 6), (15, 2), (15, 11)], [False, False, False, False], 90, False, [False, True, True, True], 185, 'East', (18, 10))
Element 6: (3, (18, 10), ['', '.', '.', '%'], [(17, 5), (16, 2), (16, 11)], [False, False, False, True], 88, False, [False, True, True, False], 224, 'North', (18, 11))
Element 7: (3, (18, 11), ['G', '', '%', '%'], [(17, 6), (16, 3), (17, 11)], [False, False, True, True], 86, False, [False, False, False, False], 253, 'South', (18, 10))
Element 8: (3, (18, 10), ['', '.', 'G', '%'], [(16, 6), (17, 3), (18, 11)], [False, False, False, True], 84, False, [False, True, False, False], 272, 'South', (18, 9))
Element 9: (3, (18, 9), ['.', '.', 'G', '%'], [(16, 7), (17, 4), (18, 10)], [False, False, False, True], 82, False, [True, True, False, False], 291, 'South', (18, 8))
Element 10: (3, (18, 8), ['.', '%', 'G', '%'], [(16, 8), (18, 4), (18, 9)], [False, True, False, True], 80, False, [True, False, False, False], 310, 'West', (17, 8))
Element 11: (3, (17, 8), ['', '%', 'G', ''], [(16, 9), (18, 5), (17, 9)], [False, True, False, False], 78, False, [False, False, False, False], 339, 'West', (16, 8))
Element 12: (3, (16, 8), ['.', '', '', ''], [(15, 9), (18, 6), (17, 10)], [False, False, False, False], 76, False, [True, False, False, False], 348, 'West', (15, 8))
Element 13: (3, (15, 8), ['.', '.', '', ''], [(15, 10), (17, 6), (16, 10)], [False, False, False, False], 74, False, [True, True, False, False], 357, 'South', (15, 7))
Element 14: (3, (15, 7), ['.', '.', '', ''], [(15, 11), (17, 5), (16, 9)], [False, False, False, False], 72, False, [True, True, False, False], 366, 'South', (15, 6))
Element 15: (3, (15, 6), ['.', '.', '', ''], [(15, 12), (17, 6), (16, 8)], [False, False, False, False], 70, False, [True, True, False, False], 385, 'South', (15, 5))
Element 16: (3, (15, 5), ['.', '.', '', '%'], [(16, 12), (16, 6), (17, 8)], [False, False, False, True], 68, False, [True, True, False, False], 404, 'South', (15, 4))
Element 17: (3, (15, 4), ['%', '%', '', ''], [(16, 13), (16, 7), (18, 8)], [True, True, False, False], 66, False, [False, False, False, False], 423, 'East', (16, 4))
Element 18: (3, (16, 4), ['', '', '%', ''], [(17, 13), (16, 8), (17, 8)], [False, False, True, False], 64, False, [False, False, False, False], 432, 'East', (17, 4))
Element 19: (3, (17, 4), ['', '', '', ''], [(18, 13), (16, 9), (16, 8)], [False, False, False, False], 62, False, [False, False, False, False], 441, 'East', (18, 4))
Element 20: (3, (18, 4), ['', '%', '', '%'], [(17, 13), (17, 9), (16, 7)], [False, True, False, True], 60, False, [False, False, False, False], 440, 'North', (18, 5))
Element 21: (3, (18, 5), ['', '', '', '%'], [(16, 13), (18, 9), (16, 6)], [False, False, False, True], 58, False, [False, False, False, False], 439, 'North', (18, 6))
Element 22: (3, (18, 6), ['G', '', '%', '%'], [(16, 12), (18, 10), (17, 6)], [False, False, True, True], 56, False, [False, False, False, False], 438, 'South', (18, 5))
Element 23: (3, (18, 5), ['', '', 'G', '%'], [(16, 11), (18, 11), (18, 6)], [False, False, False, True], 54, False, [False, False, False, False], 437, 'West', (17, 5))
Element 24: (3, (17, 5), ['%', '', '', 'G'], [(17, 11), (18, 10), (18, 5)], [True, False, False, False], 52, False, [False, False, False, False], 436, 'North', (17, 6))
