Element 1: (0, (6, 11), ['.', '.', '%', 'F'], [(3, 13), (14, 8), (17, 5)], [False, False, True, False], 98, False, [True, True, False, False], 0, 'East', (7, 11))
Element 2: (0, (7, 11), ['', '.', '%', '.'], [(4, 13), (15, 8), (18, 5)], [False, False, True, False], 96, False, [False, True, False, True], 2019, 'East', (8, 11))
Element 3: (0, (8, 11), ['', '.', '%', '.'], [(5, 13), (16, 8), (18, 6)], [False, False, True, False], 94, False, [False, True, False, True], 3048, 'East', (9, 11))
Element 4: (0, (9, 11), ['', '.', '.', '.'], [(6, 13), (17, 8), (17, 6)], [False, False, False, False], 92, False, [False, True, True, True], 3087, 'East', (10, 11))
Element 5: (0, (10, 11), ['', '.', '.', '.'], [(7, 13), (18, 8), (16, 6)], [False, False, False, False], 90, False, [False, True, True, True], 3126, 'East', (11, 11))
Element 6: (0, (11, 11), ['', '.', '%', '.'], [(6, 13), (18, 9), (16, 7)], [False, False, True, False], 88, False, [False, True, False, True], 3155, 'East', (12, 11))
Element 7: (0, (12, 11), ['', '.', '.', '.'], [(5, 13), (18, 10), (15, 7)], [False, False, False, False], 86, False, [False, True, True, True], 3184, 'East', (13, 11))
Element 8: (0, (13, 11), ['', '.', '.', '.'], [(4, 13), (18, 11), (15, 6)], [False, False, False, False], 84, False, [False, True, True, True], 3213, 'East', (14, 11))
Element 9: (0, (14, 11), ['', '.', '.', '.'], [(3, 13), (17, 11), (15, 5)], [False, False, False, False], 82, False, [False, True, True, True], 3242, 'East', (15, 11))
Element 10: (0, (15, 11), ['', '.', '.', '.'], [(3, 12), (17, 10), (15, 4)], [False, False, False, False], 80, False, [False, True, True, True], 3281, 'East', (16, 11))
Element 11: (0, (16, 11), ['', '.', '.', ''], [(3, 11), (17, 9), (16, 4)], [False, False, False, False], 78, False, [False, True, True, False], 3320, 'North', (16, 12))
Element 12: (0, (16, 12), ['.', '', '.', '%'], [(3, 10), (16, 9), (17, 4)], [False, False, False, True], 76, False, [True, False, True, False], 3359, 'North', (16, 13))
Element 13: (0, (16, 13), ['%', '', '%', '.'], [(4, 10), (16, 10), (18, 4)], [True, False, True, False], 74, False, [False, False, False, True], 3398, 'East', (17, 13))
Element 14: (0, (17, 13), ['', '%', '%', '.'], [(5, 10), (15, 10), (17, 4)], [False, True, True, False], 72, False, [False, False, False, True], 3427, 'East', (18, 13))
Element 15: (0, (18, 13), ['', '%', '%', '%'], [(6, 10), (15, 9), (17, 3)], [False, True, True, True], 70, False, [False, False, False, False], 3466, 'West', (17, 13))
Element 16: (0, (17, 13), ['', '%', '%', ''], [(6, 9), (15, 10), (16, 3)], [False, True, True, False], 68, False, [False, False, False, False], 4475, 'West', (16, 13))
Element 17: (0, (16, 13), ['%', '', '%', ''], [(7, 9), (14, 10), (16, 2)], [True, False, True, False], 66, False, [False, False, False, False], 5494, 'South', (16, 12))
Element 18: (0, (16, 12), ['.', '', '', '%'], [(8, 9), (13, 10), (15, 2)], [False, False, False, True], 64, False, [True, False, False, False], 5523, 'West', (15, 12))
Element 19: (0, (15, 12), ['.', '', '%', ''], [(9, 9), (13, 9), (14, 2)], [False, False, True, False], 62, False, [True, False, False, False], 5562, 'West', (14, 12))
Element 20: (0, (14, 12), ['.', '', '%', ''], [(9, 10), (13, 8), (14, 3)], [False, False, True, False], 60, False, [True, False, False, False], 5601, 'West', (13, 12))
Element 21: (0, (13, 12), ['.', '', '%', ''], [(10, 10), (13, 7), (13, 3)], [False, False, True, False], 58, False, [True, False, False, False], 5640, 'West', (12, 12))
Element 22: (0, (12, 12), ['%', '', 'F', ''], [(11, 10), (14, 7), (12, 3)], [True, False, False, False], 56, False, [False, False, False, False], 5679, 'North', (12, 13))
Element 23: (0, (12, 13), ['.', '', '%', '%'], [(12, 10), (14, 6), (12, 2)], [False, False, True, True], 54, False, [True, False, False, False], 6708, 'West', (11, 13))
Element 24: (0, (11, 13), ['.', '%', '%', ''], [(12, 9), (14, 5), (12, 1)], [False, True, True, False], 52, False, [True, False, False, False], 6747, 'West', (10, 13))
Element 25: (0, (10, 13), ['%', '.', '%', ''], [(11, 9), (13, 5), (13, 1)], [True, False, True, False], 50, False, [False, True, False, False], 6786, 'South', (10, 12))
Element 26: (0, (10, 12), ['.', '', '', '%'], [(11, 8), (13, 6), (14, 1)], [False, False, False, True], 48, False, [True, False, False, False], 6825, 'West', (9, 12))
Element 27: (0, (9, 12), ['%', '', '%', ''], [(10, 8), (12, 6), (13, 1)], [True, False, True, False], 46, False, [False, False, False, False], 6854, 'East', (10, 12))
Element 28: (0, (10, 12), ['', '', '', '%'], [(10, 7), (12, 7), (12, 1)], [False, False, False, True], 44, False, [False, False, False, False], 7863, 'North', (10, 13))
Element 29: (0, (10, 13), ['%', '', '%', ''], [(9, 7), (12, 6), (11, 1)], [True, False, True, False], 42, False, [False, False, False, False], 8872, 'East', (11, 13))
Element 30: (0, (11, 13), ['', '%', '%', ''], [(9, 8), (12, 5), (11, 2)], [False, True, True, False], 40, False, [False, False, False, False], 8901, 'East', (12, 13))
Element 31: (0, (12, 13), ['', '', '%', '%'], [(8, 8), (12, 6), (11, 3)], [False, False, True, True], 38, False, [False, False, False, False], 8920, 'South', (12, 12))
Element 32: (0, (12, 12), ['%', '', '', ''], [(9, 8), (13, 6), (10, 3)], [True, False, False, False], 36, False, [False, False, False, False], 8929, 'East', (13, 12))
Element 33: (0, (13, 12), ['', '', '%', ''], [(9, 7), (13, 5), (10, 4)], [False, False, True, False], 34, False, [False, False, False, False], 8938, 'East', (14, 12))
Element 34: (0, (14, 12), ['', '', '%', ''], [(9, 6), (12, 5), (10, 5)], [False, False, True, False], 32, False, [False, False, False, False], 8957, 'East', (15, 12))
Element 35: (0, (15, 12), ['', '', '%', ''], [(10, 6), (13, 5), (9, 5)], [False, False, True, False], 30, False, [False, False, False, False], 8976, 'East', (16, 12))
Element 36: (0, (16, 12), ['', '', '', '%'], [(10, 5), (14, 5), (9, 4)], [False, False, False, True], 28, False, [False, False, False, False], 8985, 'South', (16, 11))
Element 37: (0, (16, 11), ['', '', '', ''], [(10, 4), (15, 5), (8, 4)], [False, False, False, False], 26, False, [False, False, False, False], 8994, 'South', (16, 10))
Element 38: (0, (16, 10), ['', '', '', ''], [(10, 3), (15, 6), (7, 4)], [False, False, False, False], 24, False, [False, False, False, False], 9003, 'East', (17, 10))
Element 39: (0, (17, 10), ['', '', '', ''], [(10, 2), (16, 6), (7, 5)], [False, False, False, False], 22, False, [False, False, False, False], 9022, 'East', (18, 10))
Element 40: (0, (18, 10), ['', '', '', '%'], [(10, 1), (17, 6), (6, 5)], [False, False, False, True], 20, False, [False, False, False, False], 9041, 'North', (18, 11))
Element 41: (0, (18, 11), ['', '', '%', '%'], [(9, 1), (18, 6), (6, 6)], [False, False, True, True], 18, False, [False, False, False, False], 10050, 'West', (17, 11))
Element 42: (0, (17, 11), ['', '', '%', ''], [(9, 2), (18, 5), (6, 7)], [False, False, True, False], 16, False, [False, False, False, False], 10069, 'East', (18, 11))
Element 43: (0, (18, 11), ['', '', '%', '%'], [(8, 2), (18, 4), (5, 7)], [False, False, True, True], 14, False, [False, False, False, False], 10088, 'South', (18, 10))
Element 44: (0, (18, 10), ['', '', '', '%'], [(7, 2), (17, 4), (5, 6)], [False, False, False, True], 12, False, [False, False, False, False], 10107, 'South', (18, 9))
Element 45: (0, (18, 9), ['', '', '', '%'], [(7, 3), (17, 5), (5, 5)], [False, False, False, True], 10, False, [False, False, False, False], 10126, 'South', (18, 8))
Element 46: (0, (18, 8), ['', '%', '', '%'], [(6, 3), (17, 4), (5, 4)], [False, True, False, True], 8, False, [False, False, False, False], 10145, 'West', (17, 8))
Element 47: (0, (17, 8), ['', '%', '', ''], [(6, 4), (17, 3), (5, 3)], [False, True, False, False], 6, False, [False, False, False, False], 10164, 'North', (17, 9))
Element 48: (0, (17, 9), ['', '', '', ''], [(7, 4), (16, 3), (5, 2)], [False, False, False, False], 4, False, [False, False, False, False], 10173, 'West', (16, 9))
Element 49: (0, (16, 9), ['', '', '', ''], [(8, 4), (16, 4), (6, 2)], [False, False, False, False], 2, False, [False, False, False, False], 10182, 'South', (16, 8))
Element 50: (0, (16, 8), ['', '', '', ''], [(9, 4), (15, 4), (7, 2)], [False, False, False, False], 0, False, [False, False, False, False], 10181, 'Stop', (16, 8))
Element 51: #0#
