Element 1: (3, (6, 11), ['.', '.', '%', 'F'], [(12, 9), (2, 1), (6, 2)], [False, False, True, False], 98, False, [True, True, False, False], 1019, 'East', (7, 11))
Element 2: (3, (7, 11), ['', '.', '%', '.'], [(13, 9), (2, 2), (7, 2)], [False, False, True, False], 96, False, [False, True, False, True], 2048, 'East', (8, 11))
Element 3: (3, (8, 11), ['', '.', '%', '.'], [(13, 10), (3, 2), (8, 2)], [False, False, True, False], 94, False, [False, True, False, True], 2087, 'East', (9, 11))
Element 4: (3, (9, 11), ['', '.', '.', '.'], [(14, 10), (4, 2), (9, 2)], [False, False, False, False], 92, False, [False, True, True, True], 2126, 'East', (10, 11))
Element 5: (3, (10, 11), ['', '.', '.', '.'], [(15, 10), (4, 1), (9, 1)], [False, False, False, False], 90, False, [False, True, True, True], 3155, 'East', (11, 11))
Element 6: (3, (11, 11), ['', '.', '%', '.'], [(16, 10), (4, 2), (10, 1)], [False, False, True, False], 88, False, [False, True, False, True], 3184, 'East', (12, 11))
Element 7: (3, (12, 11), ['', '.', '.', '.'], [(17, 10), (5, 2), (11, 1)], [False, False, False, False], 86, False, [False, True, True, True], 3213, 'East', (13, 11))
Element 8: (3, (13, 11), ['', '', '.', '.'], [(18, 10), (5, 3), (12, 1)], [False, False, False, False], 84, False, [False, False, True, True], 3252, 'East', (14, 11))
Element 9: (3, (14, 11), ['', '', '.', '.'], [(18, 11), (6, 3), (13, 1)], [False, False, False, False], 82, False, [False, False, True, True], 3291, 'East', (15, 11))
Element 10: (3, (15, 11), ['', '', '.', '.'], [(17, 11), (7, 3), (14, 1)], [False, False, False, False], 80, False, [False, False, True, True], 3330, 'East', (16, 11))
Element 11: (3, (16, 11), ['', '', '.', ''], [(18, 11), (7, 4), (14, 2)], [False, False, False, False], 78, False, [False, False, True, False], 3359, 'North', (16, 12))
Element 12: (3, (16, 12), ['.', '', '.', '%'], [(18, 10), (8, 4), (15, 2)], [False, False, False, True], 76, False, [True, False, True, False], 3388, 'North', (16, 13))
Element 13: (3, (16, 13), ['%', '', '%', '.'], [(18, 9), (9, 4), (16, 2)], [True, False, True, False], 74, False, [False, False, False, True], 3427, 'East', (17, 13))
Element 14: (3, (17, 13), ['', '%', '%', '.'], [(18, 8), (10, 4), (16, 3)], [False, True, True, False], 72, False, [False, False, False, True], 3466, 'East', (18, 13))
Element 15: (3, (18, 13), ['', '%', '%', '%'], [(17, 8), (10, 5), (17, 3)], [False, True, True, True], 70, False, [False, False, False, False], 3505, 'West', (17, 13))
Element 16: (3, (17, 13), ['', '%', '%', ''], [(17, 9), (10, 6), (17, 4)], [False, True, True, False], 68, False, [False, False, False, False], 3534, 'West', (16, 13))
Element 17: (3, (16, 13), ['%', '', '%', ''], [(16, 9), (10, 7), (18, 4)], [True, False, True, False], 66, False, [False, False, False, False], 4553, 'South', (16, 12))
Element 18: (3, (16, 12), ['.', '', '', '%'], [(16, 8), (9, 7), (18, 5)], [False, False, False, True], 64, False, [True, False, False, False], 5572, 'West', (15, 12))
Element 19: (3, (15, 12), ['.', '', '%', ''], [(16, 7), (9, 8), (18, 6)], [False, False, True, False], 62, False, [True, False, False, False], 5611, 'West', (14, 12))
Element 20: (3, (14, 12), ['.', '', '%', ''], [(16, 6), (10, 8), (17, 6)], [False, False, True, False], 60, False, [True, False, False, False], 5650, 'West', (13, 12))
Element 21: (3, (13, 12), ['.', '', '%', ''], [(15, 6), (11, 8), (17, 5)], [False, False, True, False], 58, False, [True, False, False, False], 5689, 'West', (12, 12))
Element 22: (3, (12, 12), ['%', '', 'F', ''], [(15, 7), (11, 9), (17, 6)], [True, False, False, False], 56, False, [False, False, False, False], 5708, 'North', (12, 13))
Element 23: (3, (12, 13), ['.', '', '%', '%'], [(15, 8), (11, 10), (16, 6)], [False, False, True, True], 54, False, [True, False, False, False], 6727, 'West', (11, 13))
Element 24: (3, (11, 13), ['.', '%', '%', ''], [(15, 9), (12, 10), (16, 7)], [False, True, True, False], 52, False, [True, False, False, False], 6756, 'West', (10, 13))
Element 25: (3, (10, 13), ['%', '.', '%', ''], [(15, 8), (13, 10), (16, 8)], [True, False, True, False], 50, False, [False, True, False, False], 6765, 'South', (10, 12))
Element 26: (3, (10, 12), ['.', '', '', '%'], [(14, 8), (14, 10), (17, 8)], [False, False, False, True], 48, False, [True, False, False, False], 6784, 'West', (9, 12))
Element 27: (3, (9, 12), ['%', '', '%', ''], [(14, 7), (15, 10), (18, 8)], [True, False, True, False], 46, False, [False, False, False, False], 6803, 'East', (10, 12))
Element 28: (3, (10, 12), ['', '', '', '%'], [(14, 6), (16, 10), (18, 9)], [False, False, False, True], 44, False, [False, False, False, False], 6812, 'North', (10, 13))
Element 29: (3, (10, 13), ['%', '', '%', ''], [(14, 5), (17, 10), (18, 10)], [True, False, True, False], 42, False, [False, False, False, False], 6821, 'East', (11, 13))
Element 30: (3, (11, 13), ['', '%', '%', ''], [(15, 5), (17, 11), (18, 11)], [False, True, True, False], 40, False, [False, False, False, False], 6830, 'East', (12, 13))
Element 31: (3, (12, 13), ['', '', '%', '%'], [(15, 4), (16, 11), (17, 11)], [False, False, True, True], 38, False, [False, False, False, False], 6839, 'South', (12, 12))
