Element 1: (1, (3, 1), ['F', '%', '.', '.'], [(16, 8), (5, 6), (13, 12)], [False, True, False, False], 98, False, [False, False, True, True], 9, 'West', (2, 1))
Element 2: (1, (2, 1), ['.', '%', '.', ''], [(17, 8), (6, 6), (14, 12)], [False, True, False, False], 96, False, [True, False, True, False], 1038, 'North', (2, 2))
Element 3: (1, (2, 2), ['.', '', '%', '.'], [(18, 8), (6, 7), (15, 12)], [False, False, True, False], 94, False, [True, False, False, True], 1077, 'East', (3, 2))
Element 4: (1, (3, 2), ['', '', '%', '.'], [(18, 9), (5, 7), (16, 12)], [False, False, True, False], 92, False, [False, False, False, True], 1116, 'East', (4, 2))
Element 5: (1, (4, 2), ['', '.', '%', '.'], [(18, 10), (6, 7), (16, 13)], [False, False, True, False], 90, False, [False, True, False, True], 1145, 'East', (5, 2))
Element 6: (1, (5, 2), ['', '%', '.', '.'], [(18, 11), (6, 6), (17, 13)], [False, True, False, False], 88, False, [False, False, True, True], 1174, 'East', (6, 2))
Element 7: (1, (6, 2), ['', '%', '.', '.'], [(17, 11), (6, 5), (18, 13)], [False, True, False, False], 86, False, [False, False, True, True], 1213, 'East', (7, 2))
Element 8: (1, (7, 2), ['', '%', '.', '.'], [(17, 10), (7, 5), (17, 13)], [False, True, False, False], 84, False, [False, False, True, True], 1242, 'East', (8, 2))
Element 9: (1, (8, 2), ['', '%', '%', '.'], [(17, 9), (7, 4), (16, 13)], [False, True, True, False], 82, False, [False, False, False, True], 1271, 'East', (9, 2))
Element 10: (1, (9, 2), ['', 'F', '%', '.'], [(16, 9), (8, 4), (16, 12)], [False, False, True, False], 80, False, [False, False, False, True], 1300, 'South', (9, 1))
Element 11: (1, (9, 1), ['%', '%', '', '.'], [(16, 10), (9, 4), (16, 11)], [True, True, False, False], 78, False, [False, False, False, True], 2329, 'East', (10, 1))
Element 12: (1, (10, 1), ['', '%', '.', '.'], [(15, 10), (10, 4), (15, 11)], [False, True, False, False], 76, False, [False, False, True, True], 2368, 'East', (11, 1))
Element 13: (1, (11, 1), ['', '%', '.', '.'], [(15, 9), (10, 5), (14, 11)], [False, True, False, False], 74, False, [False, False, True, True], 2407, 'East', (12, 1))
Element 14: (1, (12, 1), ['', '%', '.', '.'], [(15, 10), (10, 6), (14, 10)], [False, True, False, False], 72, False, [False, False, True, True], 2436, 'East', (13, 1))
Element 15: (1, (13, 1), ['', '%', '%', '.'], [(14, 10), (10, 7), (13, 10)], [False, True, True, False], 70, False, [False, False, False, True], 3455, 'East', (14, 1))
