Element 1: (3, (17, 13), ['.', '%', '%', '.'], [(16, 2), (7, 4), (10, 10)], [False, True, True, False], 98, False, [True, False, False, True], 29, 'East', (18, 13))
Element 2: (3, (18, 13), ['', '%', '%', '%'], [(16, 3), (8, 4), (11, 10)], [False, True, True, True], 96, False, [False, False, False, False], 68, 'West', (17, 13))
Element 3: (3, (17, 13), ['.', '%', '%', ''], [(17, 3), (9, 4), (12, 10)], [False, True, True, False], 94, False, [True, False, False, False], 97, 'West', (16, 13))
Element 4: (3, (16, 13), ['%', '.', '%', ''], [(17, 4), (10, 4), (13, 10)], [True, False, True, False], 92, False, [False, True, False, False], 136, 'South', (16, 12))
Element 5: (3, (16, 12), ['.', '.', '', '%'], [(18, 4), (10, 5), (14, 10)], [False, False, False, True], 90, False, [True, True, False, False], 175, 'South', (16, 11))
Element 6: (3, (16, 11), ['.', '.', '', '.'], [(18, 5), (10, 6), (15, 10)], [False, False, False, False], 88, False, [True, True, False, True], 214, 'East', (17, 11))
Element 7: (3, (17, 11), ['', '.', '%', '.'], [(18, 6), (10, 7), (16, 10)], [False, False, True, False], 86, False, [False, True, False, True], 1243, 'East', (18, 11))
Element 8: (3, (18, 11), ['', '.', '%', '%'], [(17, 6), (9, 7), (17, 10)], [False, False, True, True], 84, False, [False, True, False, False], 2272, 'South', (18, 10))
Element 9: (3, (18, 10), ['', '.', '', '%'], [(17, 5), (9, 8), (17, 9)], [False, False, False, True], 82, False, [False, True, False, False], 2311, 'South', (18, 9))
Element 10: (3, (18, 9), ['', '.', '', '%'], [(17, 6), (10, 8), (17, 8)], [False, False, False, True], 80, False, [False, True, False, False], 2340, 'South', (18, 8))
Element 11: (3, (18, 8), ['', '%', '', '%'], [(16, 6), (11, 8), (16, 8)], [False, True, False, True], 78, False, [False, False, False, False], 2379, 'West', (17, 8))
Element 12: (3, (17, 8), ['', '%', '', ''], [(16, 7), (11, 9), (16, 9)], [False, True, False, False], 76, False, [False, False, False, False], 2408, 'North', (17, 9))
Element 13: (3, (17, 9), ['', '', '', ''], [(15, 7), (12, 9), (15, 9)], [False, False, False, False], 74, False, [False, False, False, False], 2437, 'North', (17, 10))
Element 14: (3, (17, 10), ['', '', '', ''], [(15, 8), (13, 9), (16, 9)], [False, False, False, False], 72, False, [False, False, False, False], 2456, 'West', (16, 10))
Element 15: (3, (16, 10), ['', '', '', ''], [(14, 8), (13, 8), (16, 8)], [False, False, False, False], 70, False, [False, False, False, False], 2475, 'South', (16, 9))
Element 16: (3, (16, 9), ['', '', '', ''], [(14, 7), (13, 7), (15, 8)], [False, False, False, False], 68, False, [False, False, False, False], 2494, 'South', (16, 8))
Element 17: (3, (16, 8), ['', '', '', ''], [(14, 6), (13, 6), (15, 7)], [False, False, False, False], 66, False, [False, False, False, False], 2513, 'South', (16, 7))
Element 18: (3, (16, 7), ['', '', '', '%'], [(15, 6), (13, 5), (14, 7)], [False, False, False, True], 64, False, [False, False, False, False], 2532, 'South', (16, 6))
