Element 1: (1, (2, 2), ['.', 'F', '%', '.'], [(14, 8), (3, 6), (15, 8)], [False, False, True, False], 98, False, [True, False, False, True], 9, 'South', (2, 1))
Element 2: (1, (2, 1), ['.', '%', '', '.'], [(14, 7), (4, 6), (16, 8)], [False, True, False, False], 96, False, [True, False, False, True], 1038, 'East', (3, 1))
Element 3: (1, (3, 1), ['', '%', '.', '.'], [(15, 7), (5, 6), (17, 8)], [False, True, False, False], 94, False, [False, False, True, True], 1077, 'East', (4, 1))
Element 4: (1, (4, 1), ['', '%', '.', '%'], [(16, 7), (6, 6), (18, 8)], [False, True, False, True], 92, False, [False, False, True, False], 1116, 'North', (4, 2))
Element 5: (1, (4, 2), ['.', '', '%', '.'], [(16, 6), (6, 7), (18, 9)], [False, False, True, False], 90, False, [True, False, False, True], 1155, 'East', (5, 2))
Element 6: (1, (5, 2), ['', '%', '.', '.'], [(17, 6), (5, 7), (18, 10)], [False, True, False, False], 88, False, [False, False, True, True], 1194, 'East', (6, 2))
Element 7: (1, (6, 2), ['', '%', '.', '.'], [(18, 6), (6, 7), (18, 11)], [False, True, False, False], 86, False, [False, False, True, True], 1223, 'East', (7, 2))
Element 8: (1, (7, 2), ['', '%', '.', '.'], [(18, 5), (6, 6), (17, 11)], [False, True, False, False], 84, False, [False, False, True, True], 1252, 'East', (8, 2))
Element 9: (1, (8, 2), ['', '%', '%', '.'], [(18, 4), (6, 5), (17, 10)], [False, True, True, False], 82, False, [False, False, False, True], 1291, 'East', (9, 2))
Element 10: (1, (9, 2), ['', 'F', '%', '.'], [(17, 4), (7, 5), (17, 9)], [False, False, True, False], 80, False, [False, False, False, True], 1330, 'South', (9, 1))
Element 11: (1, (9, 1), ['%', '%', '', '.'], [(17, 5), (7, 4), (16, 9)], [True, True, False, False], 78, False, [False, False, False, True], 2359, 'East', (10, 1))
Element 12: (1, (10, 1), ['', '%', '.', '.'], [(17, 4), (8, 4), (16, 10)], [False, True, False, False], 76, False, [False, False, True, True], 2388, 'East', (11, 1))
Element 13: (1, (11, 1), ['', '%', '.', '.'], [(17, 3), (9, 4), (16, 11)], [False, True, False, False], 74, False, [False, False, True, True], 2427, 'East', (12, 1))
Element 14: (1, (12, 1), ['', '%', '.', '.'], [(16, 3), (10, 4), (16, 12)], [False, True, False, False], 72, False, [False, False, True, True], 2466, 'East', (13, 1))
Element 15: (1, (13, 1), ['', '%', '%', '.'], [(16, 4), (10, 5), (16, 13)], [False, True, True, False], 70, False, [False, False, False, True], 2505, 'East', (14, 1))
Element 16: (1, (14, 1), ['', '%', '.', '%'], [(15, 4), (10, 6), (17, 13)], [False, True, False, True], 68, False, [False, False, True, False], 2544, 'North', (14, 2))
Element 17: (1, (14, 2), ['%', '', '.', '.'], [(15, 5), (10, 7), (18, 13)], [True, False, False, False], 66, False, [False, False, True, True], 3573, 'East', (15, 2))
Element 18: (1, (15, 2), ['', '%', '%', '.'], [(15, 6), (9, 7), (17, 13)], [False, True, True, False], 64, False, [False, False, False, True], 4592, 'East', (16, 2))
Element 19: (1, (16, 2), ['', '%', '', '%'], [(14, 6), (9, 8), (16, 13)], [False, True, False, True], 62, False, [False, False, False, False], 4621, 'North', (16, 3))
Element 20: (1, (16, 3), ['%', '', '', ''], [(14, 5), (10, 8), (16, 12)], [True, False, False, False], 60, False, [False, False, False, False], 4640, 'East', (17, 3))
Element 21: (1, (17, 3), ['', '%', '', '%'], [(13, 5), (11, 8), (15, 12)], [False, True, False, True], 58, False, [False, False, False, False], 4669, 'North', (17, 4))
