Element 1: (2, (14, 7), ['.', '.', 'G', '.'], [(9, 10), (13, 6), (14, 8)], [False, False, False, False], 98, False, [True, True, False, True], 19, 'East', (15, 7))
Element 2: (2, (15, 7), ['', '.', 'G', '.'], [(10, 10), (14, 6), (15, 8)], [False, False, False, False], 96, False, [False, True, False, True], 58, 'East', (16, 7))
Element 3: (2, (16, 7), ['', '.', 'G', '%'], [(11, 10), (15, 6), (16, 8)], [False, False, False, True], 94, False, [False, True, False, False], 97, 'South', (16, 6))
Element 4: (2, (16, 6), ['', '%', '', '.'], [(12, 10), (15, 5), (17, 8)], [False, True, False, False], 92, False, [False, False, False, True], 136, 'East', (17, 6))
Element 5: (2, (17, 6), ['', '.', '%', '.'], [(13, 10), (15, 4), (18, 8)], [False, False, True, False], 90, False, [False, True, False, True], 175, 'East', (18, 6))
Element 6: (2, (18, 6), ['', '.', '%', '%'], [(14, 10), (16, 4), (18, 9)], [False, False, True, True], 88, False, [False, True, False, False], 214, 'South', (18, 5))
Element 7: (2, (18, 5), ['.', '.', '', '%'], [(15, 10), (17, 4), (18, 10)], [False, False, False, True], 86, False, [True, True, False, False], 253, 'South', (18, 4))
Element 8: (2, (18, 4), ['', '%', '', '%'], [(16, 10), (17, 5), (18, 11)], [False, True, False, True], 84, False, [False, False, False, False], 292, 'West', (17, 4))
Element 9: (2, (17, 4), ['', '.', '', ''], [(17, 10), (18, 5), (17, 11)], [False, False, False, False], 82, False, [False, True, False, False], 311, 'South', (17, 3))
Element 10: (2, (17, 3), ['.', '%', '', '%'], [(17, 9), (18, 6), (16, 11)], [False, True, False, True], 80, False, [True, False, False, False], 340, 'West', (16, 3))
Element 11: (2, (16, 3), ['%', '.', '', ''], [(16, 9), (17, 6), (16, 12)], [True, False, False, False], 78, False, [False, True, False, False], 369, 'South', (16, 2))
Element 12: (2, (16, 2), ['.', '%', '', '%'], [(15, 9), (16, 6), (16, 13)], [False, True, False, True], 76, False, [True, False, False, False], 398, 'West', (15, 2))
Element 13: (2, (15, 2), ['.', '%', '%', ''], [(15, 8), (16, 7), (17, 13)], [False, True, True, False], 74, False, [True, False, False, False], 417, 'West', (14, 2))
Element 14: (2, (14, 2), ['%', '.', '.', ''], [(16, 8), (15, 7), (18, 13)], [True, False, False, False], 72, False, [False, True, True, False], 436, 'North', (14, 3))
Element 15: (2, (14, 3), ['.', '', '%', '%'], [(17, 8), (15, 8), (17, 13)], [False, False, True, True], 70, False, [True, False, False, False], 445, 'West', (13, 3))
Element 16: (2, (13, 3), ['.', '%', '%', ''], [(18, 8), (16, 8), (16, 13)], [False, True, True, False], 68, False, [True, False, False, False], 454, 'West', (12, 3))
Element 17: (2, (12, 3), ['.', '.', '%', ''], [(18, 9), (17, 8), (16, 12)], [False, False, True, False], 66, False, [True, True, False, False], 463, 'South', (12, 2))
Element 18: (2, (12, 2), ['.', '.', '', '%'], [(18, 10), (18, 8), (15, 12)], [False, False, False, True], 64, False, [True, True, False, False], 482, 'South', (12, 1))
Element 19: (2, (12, 1), ['.', '%', '', '.'], [(18, 11), (18, 9), (15, 11)], [False, True, False, False], 62, False, [True, False, False, True], 501, 'East', (13, 1))
Element 20: (2, (13, 1), ['', '%', '%', '.'], [(17, 11), (18, 10), (14, 11)], [False, True, True, False], 60, False, [False, False, False, True], 520, 'East', (14, 1))
Element 21: (2, (14, 1), ['', '%', '', '%'], [(16, 11), (18, 11), (14, 12)], [False, True, False, True], 58, False, [False, False, False, False], 539, 'West', (13, 1))
Element 22: (2, (13, 1), ['', '%', '%', ''], [(16, 12), (17, 11), (13, 12)], [False, True, True, False], 56, False, [False, False, False, False], 548, 'West', (12, 1))
Element 23: (2, (12, 1), ['.', '%', '', ''], [(16, 13), (17, 10), (13, 11)], [False, True, False, False], 54, False, [True, False, False, False], 557, 'West', (11, 1))
