Element 1: (1, (10, 11), ['.', '.', 'G', '.'], [(9, 7), (10, 12), (13, 10)], [False, False, False, False], 98, False, [True, True, False, True], 999, 'East', (11, 11))
Element 2: (1, (11, 11), ['', '.', '%', '.'], [(10, 7), (10, 13), (14, 10)], [False, False, True, False], 96, False, [False, True, False, True], 2028, 'East', (12, 11))
Element 3: (1, (12, 11), ['', '.', '.', '.'], [(10, 8), (11, 13), (15, 10)], [False, False, False, False], 94, False, [False, True, True, True], 2067, 'East', (13, 11))
Element 4: (1, (13, 11), ['', '', '.', '.'], [(11, 8), (12, 13), (16, 10)], [False, False, False, False], 92, False, [False, False, True, True], 3096, 'East', (14, 11))
Element 5: (1, (14, 11), ['', '', '.', '.'], [(11, 9), (12, 12), (17, 10)], [False, False, False, False], 90, False, [False, False, True, True], 3135, 'East', (15, 11))
Element 6: (1, (15, 11), ['', '', '.', '.'], [(12, 9), (13, 12), (18, 10)], [False, False, False, False], 88, False, [False, False, True, True], 3174, 'East', (16, 11))
Element 7: (1, (16, 11), ['', '', '.', '.'], [(13, 9), (14, 12), (18, 11)], [False, False, False, False], 86, False, [False, False, True, True], 3213, 'East', (17, 11))
Element 8: (1, (17, 11), ['', '', '%', ''], [(13, 8), (15, 12), (18, 10)], [False, False, True, False], 84, False, [False, False, False, False], 3242, 'East', (18, 11))
Element 9: (1, (18, 11), ['', '', '%', '%'], [(14, 8), (16, 12), (18, 9)], [False, False, True, True], 82, False, [False, False, False, False], 3271, 'South', (18, 10))
Element 10: (1, (18, 10), ['', '', '', '%'], [(15, 8), (16, 13), (18, 8)], [False, False, False, True], 80, False, [False, False, False, False], 3300, 'South', (18, 9))
Element 11: (1, (18, 9), ['.', '', '', '%'], [(16, 8), (17, 13), (17, 8)], [False, False, False, True], 78, False, [True, False, False, False], 3329, 'West', (17, 9))
Element 12: (1, (17, 9), ['G', '', '', ''], [(16, 9), (18, 13), (18, 8)], [False, False, False, False], 76, False, [False, False, False, False], 3358, 'North', (17, 10))
Element 13: (1, (17, 10), ['', '', '', ''], [(15, 9), (17, 13), (18, 9)], [False, False, False, False], 74, False, [False, False, False, False], 3367, 'West', (16, 10))
Element 14: (1, (16, 10), ['G', '', '', ''], [(15, 10), (16, 13), (17, 9)], [False, False, False, False], 72, False, [False, False, False, False], 3366, 'South', (16, 9))
Element 15: (1, (16, 9), ['', '', 'G', ''], [(16, 10), (16, 12), (18, 9)], [False, False, False, False], 70, False, [False, False, False, False], 3365, 'South', (16, 8))
Element 16: (1, (16, 8), ['', '.', '', ''], [(17, 10), (16, 11), (18, 10)], [False, False, False, False], 68, False, [False, True, False, False], 3364, 'South', (16, 7))
Element 17: (1, (16, 7), ['.', '.', '', '%'], [(18, 10), (17, 11), (18, 9)], [False, False, False, True], 66, False, [True, True, False, False], 3373, 'South', (16, 6))
Element 18: (1, (16, 6), ['.', '%', '', '.'], [(18, 9), (18, 11), (18, 10)], [False, True, False, False], 64, False, [True, False, False, True], 3382, 'East', (17, 6))
Element 19: (1, (17, 6), ['', '.', '%', '.'], [(18, 8), (17, 11), (17, 10)], [False, False, True, False], 62, False, [False, True, False, True], 3391, 'East', (18, 6))
Element 20: (1, (18, 6), ['', '.', '%', '%'], [(17, 8), (16, 11), (17, 9)], [False, False, True, True], 60, False, [False, True, False, False], 3400, 'South', (18, 5))
Element 21: (1, (18, 5), ['.', '.', '', '%'], [(17, 9), (17, 11), (17, 10)], [False, False, False, True], 58, False, [True, True, False, False], 3409, 'South', (18, 4))
Element 22: (1, (18, 4), ['.', '%', '', '%'], [(17, 8), (16, 11), (16, 10)], [False, True, False, True], 56, False, [True, False, False, False], 3418, 'West', (17, 4))
Element 23: (1, (17, 4), ['.', '.', '.', ''], [(18, 8), (15, 11), (16, 11)], [False, False, False, False], 54, False, [True, True, True, False], 3427, 'North', (17, 5))
Element 24: (1, (17, 5), ['%', '', '', ''], [(18, 9), (15, 10), (17, 11)], [True, False, False, False], 52, False, [False, False, False, False], 3436, 'South', (17, 4))
Element 25: (1, (17, 4), ['.', '.', '', ''], [(17, 9), (16, 10), (16, 11)], [False, False, False, False], 50, False, [True, True, False, False], 3435, 'South', (17, 3))
Element 26: (1, (17, 3), ['.', '%', '', '%'], [(18, 9), (17, 10), (16, 12)], [False, True, False, True], 48, False, [True, False, False, False], 3444, 'West', (16, 3))
Element 27: (1, (16, 3), ['%', '.', '.', ''], [(17, 9), (18, 10), (16, 13)], [True, False, False, False], 46, False, [False, True, True, False], 3453, 'North', (16, 4))
Element 28: (1, (16, 4), ['.', '', '%', ''], [(17, 10), (18, 9), (17, 13)], [False, False, True, False], 44, False, [True, False, False, False], 3462, 'West', (15, 4))
Element 29: (1, (15, 4), ['%', '%', '.', ''], [(17, 9), (18, 8), (18, 13)], [True, True, False, False], 42, False, [False, False, True, False], 3471, 'North', (15, 5))
Element 30: (1, (15, 5), ['.', '', '.', '%'], [(17, 10), (17, 8), (17, 13)], [False, False, False, True], 40, False, [True, False, True, False], 3480, 'North', (15, 6))
Element 31: (1, (15, 6), ['.', '', '.', ''], [(16, 10), (17, 9), (16, 13)], [False, False, False, False], 38, False, [True, False, True, False], 3489, 'North', (15, 7))
Element 32: (1, (15, 7), ['.', '', '', ''], [(15, 10), (16, 9), (16, 12)], [False, False, False, False], 36, False, [True, False, False, False], 3498, 'West', (14, 7))
Element 33: (1, (14, 7), ['.', '.', '', ''], [(15, 11), (16, 8), (15, 12)], [False, False, False, False], 34, False, [True, True, False, False], 3507, 'South', (14, 6))
Element 34: (1, (14, 6), ['.', '.', '', ''], [(16, 11), (16, 7), (14, 12)], [False, False, False, False], 32, False, [True, True, False, False], 3516, 'South', (14, 5))
Element 35: (1, (14, 5), ['.', '%', '', ''], [(17, 11), (16, 6), (14, 11)], [False, True, False, False], 30, False, [True, False, False, False], 3525, 'West', (13, 5))
Element 36: (1, (13, 5), ['.', '%', '.', ''], [(18, 11), (17, 6), (15, 11)], [False, True, False, False], 28, False, [True, False, True, False], 3534, 'North', (13, 6))
Element 37: (1, (13, 6), ['.', '', '.', ''], [(17, 11), (18, 6), (14, 11)], [False, False, False, False], 26, False, [True, False, True, False], 3543, 'North', (13, 7))
Element 38: (1, (13, 7), ['.', '', '', ''], [(16, 11), (18, 5), (13, 11)], [False, False, False, False], 24, False, [True, False, False, False], 3552, 'West', (12, 7))
Element 39: (1, (12, 7), ['%', '.', '%', ''], [(16, 12), (18, 4), (13, 12)], [True, False, True, False], 22, False, [False, True, False, False], 3561, 'South', (12, 6))
