Element 1: (1, (5, 6), ['.', 'G', '.', '.'], [(5, 5), (10, 10), (16, 10)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'East', (6, 6))
Element 2: (1, (6, 6), ['', 'G', '.', '%'], [(6, 5), (11, 10), (17, 10)], [False, False, False, True], 96, False, [False, False, True, False], 48, 'North', (6, 7))
Element 3: (1, (6, 7), ['.', '', '%', '%'], [(7, 5), (12, 10), (18, 10)], [False, False, True, True], 94, False, [True, False, False, False], 87, 'West', (5, 7))
Element 4: (1, (5, 7), ['%', '', '%', ''], [(7, 4), (13, 10), (18, 11)], [True, False, True, False], 92, False, [False, False, False, False], 126, 'East', (6, 7))
Element 5: (1, (6, 7), ['', '', '%', '%'], [(8, 4), (14, 10), (17, 11)], [False, False, True, True], 90, False, [False, False, False, False], 155, 'South', (6, 6))
Element 6: (1, (6, 6), ['', '', '', '%'], [(9, 4), (15, 10), (16, 11)], [False, False, False, True], 88, False, [False, False, False, False], 184, 'West', (5, 6))
Element 7: (1, (5, 6), ['.', '', '', ''], [(10, 4), (15, 11), (16, 12)], [False, False, False, False], 86, False, [True, False, False, False], 213, 'North', (5, 7))
Element 8: (1, (5, 7), ['%', '', '%', ''], [(10, 5), (15, 12), (16, 13)], [True, False, True, False], 84, False, [False, False, False, False], 242, 'South', (5, 6))
Element 9: (1, (5, 6), ['.', '', '', ''], [(10, 6), (14, 12), (17, 13)], [False, False, False, False], 82, False, [True, False, False, False], 271, 'West', (4, 6))
Element 10: (1, (4, 6), ['.', '', '%', ''], [(10, 7), (14, 11), (18, 13)], [False, False, True, False], 80, False, [True, False, False, False], 1300, 'West', (3, 6))
Element 11: (1, (3, 6), ['.', '%', '.', ''], [(9, 7), (13, 11), (17, 13)], [False, True, False, False], 78, False, [True, False, True, False], 2319, 'North', (3, 7))
Element 12: (1, (3, 7), ['.', '', 'F', '%'], [(9, 8), (13, 12), (16, 13)], [False, False, False, True], 76, False, [True, False, False, False], 2348, 'North', (3, 8))
Element 13: (1, (3, 8), ['%', '', '%', '%'], [(10, 8), (12, 12), (16, 12)], [True, False, True, True], 74, False, [False, False, False, False], 3367, 'South', (3, 7))
Element 14: (1, (3, 7), ['.', '', '', '%'], [(11, 8), (12, 13), (16, 11)], [False, False, False, True], 72, False, [True, False, False, False], 4376, 'West', (2, 7))
Element 15: (1, (2, 7), ['.', '.', '%', ''], [(11, 9), (11, 13), (17, 11)], [False, False, True, False], 70, False, [True, True, False, False], 4405, 'South', (2, 6))
Element 16: (1, (2, 6), ['.', '%', '', ''], [(12, 9), (10, 13), (18, 11)], [False, True, False, False], 68, False, [True, False, False, False], 4434, 'West', (1, 6))
Element 17: (1, (1, 6), ['%', '%', '.', ''], [(13, 9), (10, 12), (18, 10)], [True, True, False, False], 66, False, [False, False, True, False], 4463, 'North', (1, 7))
Element 18: (1, (1, 7), ['%', '', '%', ''], [(13, 8), (10, 11), (18, 9)], [True, False, True, False], 64, False, [False, False, False, False], 4502, 'South', (1, 6))
Element 19: (1, (1, 6), ['%', '%', '', ''], [(14, 8), (11, 11), (18, 8)], [True, True, False, False], 62, False, [False, False, False, False], 4531, 'East', (2, 6))
Element 20: (1, (2, 6), ['', '%', '', ''], [(15, 8), (12, 11), (17, 8)], [False, True, False, False], 60, False, [False, False, False, False], 4560, 'North', (2, 7))
Element 21: (1, (2, 7), ['', '', '%', ''], [(16, 8), (11, 11), (17, 9)], [False, False, True, False], 58, False, [False, False, False, False], 4579, 'West', (1, 7))
Element 22: (1, (1, 7), ['%', '', '%', ''], [(16, 7), (10, 11), (16, 9)], [True, False, True, False], 56, False, [False, False, False, False], 4598, 'East', (2, 7))
Element 23: (1, (2, 7), ['', '', '%', ''], [(16, 6), (9, 11), (15, 9)], [False, False, True, False], 54, False, [False, False, False, False], 4627, 'East', (3, 7))
Element 24: (1, (3, 7), ['', '', '', '%'], [(17, 6), (9, 12), (15, 10)], [False, False, False, True], 52, False, [False, False, False, False], 4646, 'South', (3, 6))
Element 25: (1, (3, 6), ['', '%', '', ''], [(18, 6), (9, 11), (15, 11)], [False, True, False, False], 50, False, [False, False, False, False], 4655, 'West', (2, 6))
