Element 1: (2, (3, 2), ['.', '', '%', '.'], [(3, 13), (2, 1), (16, 8)], [False, False, True, False], 98, False, [True, False, False, True], 1009, 'East', (4, 2))
Element 2: (2, (4, 2), ['', '.', '%', '.'], [(4, 13), (2, 2), (17, 8)], [False, False, True, False], 96, False, [False, True, False, True], 2038, 'East', (5, 2))
Element 3: (2, (5, 2), ['', '%', '.', '.'], [(5, 13), (1, 2), (18, 8)], [False, True, False, False], 94, False, [False, False, True, True], 3067, 'East', (6, 2))
Element 4: (2, (6, 2), ['', '%', '.', '.'], [(6, 13), (1, 1), (18, 9)], [False, True, False, False], 92, False, [False, False, True, True], 3106, 'East', (7, 2))
Element 5: (2, (7, 2), ['', '%', '.', '.'], [(7, 13), (1, 2), (18, 10)], [False, True, False, False], 90, False, [False, False, True, True], 3135, 'East', (8, 2))
Element 6: (2, (8, 2), ['', '%', '%', '.'], [(6, 13), (2, 2), (18, 11)], [False, True, True, False], 88, False, [False, False, False, True], 3154, 'East', (9, 2))
Element 7: (2, (9, 2), ['', 'F', '%', '.'], [(5, 13), (3, 2), (17, 11)], [False, False, True, False], 86, False, [False, False, False, True], 3173, 'South', (9, 1))
Element 8: (2, (9, 1), ['%', '%', '', '.'], [(4, 13), (4, 2), (17, 10)], [True, True, False, False], 84, False, [False, False, False, True], 4182, 'East', (10, 1))
Element 9: (2, (10, 1), ['', '%', '.', '.'], [(3, 13), (4, 1), (17, 9)], [False, True, False, False], 82, False, [False, False, True, True], 4211, 'East', (11, 1))
Element 10: (2, (11, 1), ['', '%', '.', '.'], [(2, 13), (4, 2), (16, 9)], [False, True, False, False], 80, False, [False, False, True, True], 4240, 'East', (12, 1))
Element 11: (2, (12, 1), ['', '%', '.', '.'], [(2, 12), (5, 2), (16, 10)], [False, True, False, False], 78, False, [False, False, True, True], 4269, 'East', (13, 1))
Element 12: (2, (13, 1), ['', '%', '%', '.'], [(2, 11), (5, 3), (16, 11)], [False, True, True, False], 76, False, [False, False, False, True], 4308, 'East', (14, 1))
Element 13: (2, (14, 1), ['', '%', '.', '%'], [(3, 11), (6, 3), (16, 12)], [False, True, False, True], 74, False, [False, False, True, False], 4347, 'North', (14, 2))
Element 14: (2, (14, 2), ['%', '', '.', '.'], [(3, 10), (7, 3), (16, 13)], [True, False, False, False], 72, False, [False, False, True, True], 4386, 'East', (15, 2))
Element 15: (2, (15, 2), ['', '%', '%', '.'], [(4, 10), (7, 4), (17, 13)], [False, True, True, False], 70, False, [False, False, False, True], 4425, 'East', (16, 2))
Element 16: (2, (16, 2), ['', '%', '.', '%'], [(5, 10), (8, 4), (18, 13)], [False, True, False, True], 68, False, [False, False, True, False], 4464, 'North', (16, 3))
Element 17: (2, (16, 3), ['%', '', '.', '.'], [(6, 10), (9, 4), (17, 13)], [True, False, False, False], 66, False, [False, False, True, True], 4493, 'East', (17, 3))
Element 18: (2, (17, 3), ['', '%', '.', '%'], [(6, 9), (10, 4), (16, 13)], [False, True, False, True], 64, False, [False, False, True, False], 5512, 'North', (17, 4))
Element 19: (2, (17, 4), ['.', '', '.', '.'], [(7, 9), (10, 5), (16, 12)], [False, False, False, False], 62, False, [True, False, True, True], 6531, 'East', (18, 4))
Element 20: (2, (18, 4), ['', '%', '.', '%'], [(8, 9), (10, 6), (15, 12)], [False, True, False, True], 60, False, [False, False, True, False], 6570, 'North', (18, 5))
Element 21: (2, (18, 5), ['.', '', '.', '%'], [(9, 9), (10, 7), (15, 11)], [False, False, False, True], 58, False, [True, False, True, False], 7599, 'North', (18, 6))
Element 22: (2, (18, 6), ['.', '', '%', '%'], [(9, 10), (9, 7), (15, 10)], [False, False, True, True], 56, False, [True, False, False, False], 8628, 'West', (17, 6))
Element 23: (2, (17, 6), ['.', '.', '%', ''], [(10, 10), (9, 8), (15, 9)], [False, False, True, False], 54, False, [True, True, False, False], 8667, 'South', (17, 5))
Element 24: (2, (17, 5), ['%', '', '', ''], [(11, 10), (10, 8), (15, 8)], [True, False, False, False], 52, False, [False, False, False, False], 8706, 'North', (17, 6))
Element 25: (2, (17, 6), ['.', '', '%', ''], [(12, 10), (11, 8), (15, 7)], [False, False, True, False], 50, False, [True, False, False, False], 8735, 'West', (16, 6))
Element 26: (2, (16, 6), ['.', '%', 'G', ''], [(13, 10), (11, 9), (16, 7)], [False, True, False, False], 48, False, [True, False, False, False], 8774, 'West', (15, 6))
Element 27: (2, (15, 6), ['.', '.', '', 'G'], [(14, 10), (12, 9), (16, 6)], [False, False, False, False], 46, False, [True, True, False, False], 8803, 'South', (15, 5))
Element 28: (2, (15, 5), ['.', '.', '', '%'], [(14, 11), (13, 9), (17, 6)], [False, False, False, True], 44, False, [True, True, False, False], 8832, 'South', (15, 4))
Element 29: (2, (15, 4), ['%', '%', '', '.'], [(14, 12), (13, 8), (18, 6)], [True, True, False, False], 42, False, [False, False, False, True], 8861, 'East', (16, 4))
Element 30: (2, (16, 4), ['', '', '%', ''], [(13, 12), (14, 8), (18, 5)], [False, False, True, False], 40, False, [False, False, False, False], 8890, 'West', (15, 4))
Element 31: (2, (15, 4), ['%', '%', '', ''], [(13, 11), (14, 7), (18, 4)], [True, True, False, False], 38, False, [False, False, False, False], 8909, 'North', (15, 5))
Element 32: (2, (15, 5), ['.', '', '', '%'], [(12, 11), (14, 6), (17, 4)], [False, False, False, True], 36, False, [True, False, False, False], 8928, 'West', (14, 5))
Element 33: (2, (14, 5), ['.', '%', '', ''], [(12, 12), (13, 6), (17, 5)], [False, True, False, False], 34, False, [True, False, False, False], 8957, 'West', (13, 5))
Element 34: (2, (13, 5), ['.', '%', '', ''], [(12, 13), (13, 7), (17, 4)], [False, True, False, False], 32, False, [True, False, False, False], 9976, 'West', (12, 5))
Element 35: (2, (12, 5), ['%', '%', '.', ''], [(11, 13), (12, 7), (17, 3)], [True, True, False, False], 30, False, [False, False, True, False], 10005, 'North', (12, 6))
Element 36: (2, (12, 6), ['%', '', '', ''], [(10, 13), (13, 7), (16, 3)], [True, False, False, False], 28, False, [False, False, False, False], 10024, 'East', (13, 6))
Element 37: (2, (13, 6), ['', '', '', ''], [(10, 12), (12, 7), (16, 4)], [False, False, False, False], 26, False, [False, False, False, False], 10033, 'East', (14, 6))
Element 38: (2, (14, 6), ['', '', '', ''], [(10, 11), (12, 6), (15, 4)], [False, False, False, False], 24, False, [False, False, False, False], 10042, 'North', (14, 7))
Element 39: (2, (14, 7), ['', '', '', ''], [(11, 11), (12, 5), (15, 5)], [False, False, False, False], 22, False, [False, False, False, False], 10051, 'East', (15, 7))
Element 40: (2, (15, 7), ['', 'G', '', ''], [(10, 11), (13, 5), (15, 6)], [False, False, False, False], 20, False, [False, False, False, False], 10050, 'East', (16, 7))
Element 41: (2, (16, 7), ['', '', '', '%'], [(9, 11), (14, 5), (14, 6)], [False, False, False, True], 18, False, [False, False, False, False], 10059, 'North', (16, 8))
Element 42: (2, (16, 8), ['', '', '', ''], [(9, 12), (15, 5), (14, 7)], [False, False, False, False], 16, False, [False, False, False, False], 10068, 'East', (17, 8))
Element 43: (2, (17, 8), ['', '%', '', ''], [(9, 11), (15, 6), (14, 8)], [False, True, False, False], 14, False, [False, False, False, False], 10067, 'East', (18, 8))
Element 44: (2, (18, 8), ['', '%', '', '%'], [(8, 11), (16, 6), (13, 8)], [False, True, False, True], 12, False, [False, False, False, False], 10076, 'North', (18, 9))
Element 45: (2, (18, 9), ['', '', '', '%'], [(7, 11), (17, 6), (13, 9)], [False, False, False, True], 10, False, [False, False, False, False], 11075, 'North', (18, 10))
Element 46: (2, (18, 10), ['', '', '', '%'], [(7, 10), (18, 6), (13, 10)], [False, False, False, True], 8, False, [False, False, False, False], 11084, 'North', (18, 11))
Element 47: (2, (18, 11), ['', '', '%', '%'], [(8, 10), (18, 5), (14, 10)], [False, False, True, True], 6, False, [False, False, False, False], 11093, 'West', (17, 11))
Element 48: (2, (17, 11), ['', '', '%', ''], [(7, 10), (18, 4), (14, 11)], [False, False, True, False], 4, False, [False, False, False, False], 11092, 'South', (17, 10))
