Element 1: (1, (5, 9), ['.', '%', '.', 'F'], [(6, 3), (6, 11), (13, 8)], [False, True, False, False], 98, False, [True, False, True, False], 9, 'East', (6, 9))
Element 2: (1, (6, 9), ['', '%', '.', 'F'], [(7, 3), (7, 11), (14, 8)], [False, True, False, False], 96, False, [False, False, True, False], 2028, 'East', (7, 9))
Element 3: (1, (7, 9), ['', '%', '.', '.'], [(7, 4), (8, 11), (15, 8)], [False, True, False, False], 94, False, [False, False, True, True], 3057, 'East', (8, 9))
Element 4: (1, (8, 9), ['', '.', '.', '.'], [(8, 4), (9, 11), (16, 8)], [False, False, False, False], 92, False, [False, True, True, True], 3096, 'East', (9, 9))
Element 5: (1, (9, 9), ['', '.', '.', '%'], [(9, 4), (10, 11), (17, 8)], [False, False, False, True], 90, False, [False, True, True, False], 3135, 'North', (9, 10))
Element 6: (1, (9, 10), ['.', '', '', '.'], [(10, 4), (11, 11), (18, 8)], [False, False, False, False], 88, False, [True, False, False, True], 3174, 'East', (10, 10))
Element 7: (1, (10, 10), ['', '%', '', '.'], [(10, 5), (12, 11), (18, 9)], [False, True, False, False], 86, False, [False, False, False, True], 3213, 'East', (11, 10))
Element 8: (1, (11, 10), ['', '.', '', '.'], [(10, 6), (13, 11), (18, 10)], [False, False, False, False], 84, False, [False, True, False, True], 3252, 'East', (12, 10))
Element 9: (1, (12, 10), ['', '.', '', '.'], [(10, 7), (14, 11), (18, 11)], [False, False, False, False], 82, False, [False, True, False, True], 4281, 'East', (13, 10))
Element 10: (1, (13, 10), ['', '.', '', '.'], [(9, 7), (15, 11), (17, 11)], [False, False, False, False], 80, False, [False, True, False, True], 5310, 'East', (14, 10))
Element 11: (1, (14, 10), ['', '%', '', '.'], [(9, 8), (16, 11), (17, 10)], [False, True, False, False], 78, False, [False, False, False, True], 5349, 'East', (15, 10))
Element 12: (1, (15, 10), ['', '.', '', '.'], [(10, 8), (16, 12), (17, 9)], [False, False, False, False], 76, False, [False, True, False, True], 5388, 'East', (16, 10))
Element 13: (1, (16, 10), ['', 'G', '', ''], [(11, 8), (16, 13), (16, 9)], [False, False, False, False], 74, False, [False, False, False, False], 5427, 'East', (17, 10))
Element 14: (1, (17, 10), ['', '', '', ''], [(11, 9), (17, 13), (15, 9)], [False, False, False, False], 72, False, [False, False, False, False], 5456, 'East', (18, 10))
Element 15: (1, (18, 10), ['', '', '', '%'], [(12, 9), (18, 13), (15, 10)], [False, False, False, True], 70, False, [False, False, False, False], 5475, 'North', (18, 11))
Element 16: (1, (18, 11), ['', '', '%', '%'], [(13, 9), (17, 13), (16, 10)], [False, False, True, True], 68, False, [False, False, False, False], 5484, 'West', (17, 11))
Element 17: (1, (17, 11), ['G', '', '%', ''], [(13, 10), (16, 13), (16, 11)], [False, False, True, False], 66, False, [False, False, False, False], 5483, 'East', (18, 11))
Element 18: (1, (18, 11), ['', '', '%', '%'], [(14, 10), (16, 12), (15, 11)], [False, False, True, True], 64, False, [False, False, False, False], 5482, 'South', (18, 10))
Element 19: (1, (18, 10), ['', '', '', '%'], [(15, 10), (15, 12), (14, 11)], [False, False, False, True], 62, False, [False, False, False, False], 5491, 'South', (18, 9))
Element 20: (1, (18, 9), ['', '', '', '%'], [(16, 10), (14, 12), (14, 10)], [False, False, False, True], 60, False, [False, False, False, False], 5500, 'South', (18, 8))
Element 21: (1, (18, 8), ['', '%', '', '%'], [(17, 10), (13, 12), (13, 10)], [False, True, False, True], 58, False, [False, False, False, False], 5509, 'West', (17, 8))
Element 22: (1, (17, 8), ['', '%', '', ''], [(18, 10), (12, 12), (13, 11)], [False, True, False, False], 56, False, [False, False, False, False], 5518, 'North', (17, 9))
Element 23: (1, (17, 9), ['', '', '', ''], [(18, 11), (12, 13), (13, 12)], [False, False, False, False], 54, False, [False, False, False, False], 6517, 'West', (16, 9))
Element 24: (1, (16, 9), ['', '', '', ''], [(17, 11), (11, 13), (14, 12)], [False, False, False, False], 52, False, [False, False, False, False], 6526, 'South', (16, 8))
Element 25: (1, (16, 8), ['', '.', '', ''], [(16, 11), (10, 13), (15, 12)], [False, False, False, False], 50, False, [False, True, False, False], 6535, 'South', (16, 7))
Element 26: (1, (16, 7), ['.', '.', '', '%'], [(15, 11), (10, 12), (16, 12)], [False, False, False, True], 48, False, [True, True, False, False], 6554, 'South', (16, 6))
Element 27: (1, (16, 6), ['.', '%', '', '.'], [(15, 12), (9, 12), (16, 13)], [False, True, False, False], 46, False, [True, False, False, True], 6573, 'East', (17, 6))
Element 28: (1, (17, 6), ['', '.', '%', '.'], [(16, 12), (10, 12), (17, 13)], [False, False, True, False], 44, False, [False, True, False, True], 6582, 'East', (18, 6))
Element 29: (1, (18, 6), ['', '.', '%', '%'], [(16, 13), (10, 13), (18, 13)], [False, False, True, True], 42, False, [False, True, False, False], 6591, 'South', (18, 5))
Element 30: (1, (18, 5), ['.', '.', '', '%'], [(16, 12), (11, 13), (17, 13)], [False, False, False, True], 40, False, [True, True, False, False], 6600, 'South', (18, 4))
Element 31: (1, (18, 4), ['.', '%', '', '%'], [(15, 12), (12, 13), (16, 13)], [False, True, False, True], 38, False, [True, False, False, False], 6609, 'West', (17, 4))
Element 32: (1, (17, 4), ['.', '.', '.', ''], [(14, 12), (12, 12), (16, 12)], [False, False, False, False], 36, False, [True, True, True, False], 6618, 'North', (17, 5))
Element 33: (1, (17, 5), ['%', '', '', ''], [(14, 11), (13, 12), (15, 12)], [True, False, False, False], 34, False, [False, False, False, False], 6627, 'South', (17, 4))
Element 34: (1, (17, 4), ['.', '.', '', ''], [(13, 11), (14, 12), (15, 11)], [False, False, False, False], 32, False, [True, True, False, False], 6626, 'South', (17, 3))
Element 35: (1, (17, 3), ['.', '%', '', '%'], [(13, 12), (15, 12), (15, 12)], [False, True, False, True], 30, False, [True, False, False, False], 6635, 'West', (16, 3))
Element 36: (1, (16, 3), ['%', '.', '.', ''], [(12, 12), (16, 12), (14, 12)], [True, False, False, False], 28, False, [False, True, True, False], 6644, 'North', (16, 4))
Element 37: (1, (16, 4), ['.', '', '%', ''], [(12, 13), (16, 11), (13, 12)], [False, False, True, False], 26, False, [True, False, False, False], 6653, 'West', (15, 4))
Element 38: (1, (15, 4), ['%', '%', '.', ''], [(11, 13), (16, 10), (13, 11)], [True, True, False, False], 24, False, [False, False, True, False], 6662, 'North', (15, 5))
Element 39: (1, (15, 5), ['.', '', '.', '%'], [(10, 13), (17, 10), (12, 11)], [False, False, False, True], 22, False, [True, False, True, False], 6671, 'North', (15, 6))
Element 40: (1, (15, 6), ['.', '', '.', ''], [(10, 12), (18, 10), (12, 12)], [False, False, False, False], 20, False, [True, False, True, False], 6680, 'North', (15, 7))
Element 41: (1, (15, 7), ['.', '', '', ''], [(10, 11), (18, 11), (12, 13)], [False, False, False, False], 18, False, [True, False, False, False], 6689, 'West', (14, 7))
Element 42: (1, (14, 7), ['.', '.', '', ''], [(11, 11), (17, 11), (11, 13)], [False, False, False, False], 16, False, [True, True, False, False], 6698, 'South', (14, 6))
Element 43: (1, (14, 6), ['.', '.', '', ''], [(12, 11), (18, 11), (10, 13)], [False, False, False, False], 14, False, [True, True, False, False], 6707, 'South', (14, 5))
Element 44: (1, (14, 5), ['.', '%', '', ''], [(12, 10), (18, 10), (10, 12)], [False, True, False, False], 12, False, [True, False, False, False], 6716, 'West', (13, 5))
Element 45: (1, (13, 5), ['.', '%', '.', ''], [(11, 10), (18, 9), (10, 11)], [False, True, False, False], 10, False, [True, False, True, False], 6725, 'North', (13, 6))
