Element 1: (0, (4, 4), ['%', '%', '.', '.'], [(2, 10), (15, 4), (17, 5)], [True, True, False, False], 98, False, [False, False, True, True], 0, 'East', (5, 4))
Element 2: (0, (5, 4), ['', '.', '.', '.'], [(3, 10), (16, 4), (18, 5)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (6, 4))
Element 3: (0, (6, 4), ['', '.', '.', '.'], [(4, 10), (17, 4), (18, 6)], [False, False, False, False], 94, False, [False, True, True, True], 78, 'East', (7, 4))
Element 4: (0, (7, 4), ['', '.', '.', '.'], [(5, 10), (18, 4), (17, 6)], [False, False, False, False], 92, False, [False, True, True, True], 117, 'East', (8, 4))
Element 5: (0, (8, 4), ['', '%', '%', '.'], [(6, 10), (18, 5), (16, 6)], [False, True, True, False], 90, False, [False, False, False, True], 146, 'East', (9, 4))
Element 6: (0, (9, 4), ['', '%', '.', '.'], [(6, 9), (18, 6), (16, 7)], [False, True, False, False], 88, False, [False, False, True, True], 1165, 'East', (10, 4))
Element 7: (0, (10, 4), ['', '.', '.', '%'], [(7, 9), (17, 6), (16, 8)], [False, False, False, True], 86, False, [False, True, True, False], 2184, 'North', (10, 5))
Element 8: (0, (10, 5), ['.', '', '.', '%'], [(8, 9), (17, 5), (17, 8)], [False, False, False, True], 84, False, [True, False, True, False], 2213, 'North', (10, 6))
Element 9: (0, (10, 6), ['.', '', 'F', '%'], [(9, 9), (17, 6), (18, 8)], [False, False, False, True], 82, False, [True, False, False, False], 2242, 'North', (10, 7))
Element 10: (0, (10, 7), ['F', '', '.', '%'], [(9, 10), (16, 6), (18, 9)], [False, False, False, True], 80, False, [False, False, True, False], 3261, 'West', (9, 7))
Element 11: (0, (9, 7), ['%', '.', '.', ''], [(10, 10), (15, 6), (18, 10)], [True, False, False, False], 78, False, [False, True, True, False], 4290, 'North', (9, 8))
Element 12: (0, (9, 8), ['.', '', '', '.'], [(11, 10), (15, 7), (18, 11)], [False, False, False, False], 76, False, [True, False, False, True], 4329, 'East', (10, 8))
Element 13: (0, (10, 8), ['', '', '%', '.'], [(12, 10), (15, 8), (17, 11)], [False, False, True, False], 74, False, [False, False, False, True], 4368, 'East', (11, 8))
Element 14: (0, (11, 8), ['', '%', '.', '%'], [(13, 10), (15, 9), (17, 10)], [False, True, False, True], 72, False, [False, False, True, False], 4407, 'North', (11, 9))
Element 15: (0, (11, 9), ['%', '', '', '.'], [(14, 10), (16, 9), (17, 9)], [True, False, False, False], 70, False, [False, False, False, True], 4446, 'East', (12, 9))
Element 16: (0, (12, 9), ['', '%', '', '.'], [(15, 10), (16, 10), (16, 9)], [False, True, False, False], 68, False, [False, False, False, True], 4475, 'East', (13, 9))
Element 17: (0, (13, 9), ['', '.', '', '%'], [(15, 11), (16, 11), (16, 10)], [False, False, False, True], 66, False, [False, True, False, False], 4504, 'South', (13, 8))
