Element 1: (3, (14, 3), ['.', '.', '%', '%'], [(14, 12), (9, 10), (14, 10)], [False, False, True, True], 98, False, [True, True, False, False], 29, 'South', (14, 2))
Element 2: (3, (14, 2), ['%', '.', '', '.'], [(15, 12), (10, 10), (15, 10)], [True, False, False, False], 96, False, [False, True, False, True], 68, 'East', (15, 2))
Element 3: (3, (15, 2), ['', '%', '%', '.'], [(16, 12), (11, 10), (16, 10)], [False, True, True, False], 94, False, [False, False, False, True], 107, 'East', (16, 2))
Element 4: (3, (16, 2), ['', '%', '.', '%'], [(16, 13), (12, 10), (17, 10)], [False, True, False, True], 92, False, [False, False, True, False], 146, 'North', (16, 3))
Element 5: (3, (16, 3), ['%', '', '.', '.'], [(17, 13), (12, 11), (18, 10)], [True, False, False, False], 90, False, [False, False, True, True], 185, 'East', (17, 3))
Element 6: (3, (17, 3), ['', '%', '.', '%'], [(18, 13), (13, 11), (18, 11)], [False, True, False, True], 88, False, [False, False, True, False], 224, 'North', (17, 4))
Element 7: (3, (17, 4), ['.', '', '.', '.'], [(17, 13), (14, 11), (17, 11)], [False, False, False, False], 86, False, [True, False, True, True], 253, 'East', (18, 4))
Element 8: (3, (18, 4), ['', '%', '.', '%'], [(16, 13), (15, 11), (16, 11)], [False, True, False, True], 84, False, [False, False, True, False], 282, 'North', (18, 5))
Element 9: (3, (18, 5), ['.', '', '.', '%'], [(16, 12), (15, 12), (15, 11)], [False, False, False, True], 82, False, [True, False, True, False], 291, 'North', (18, 6))
Element 10: (3, (18, 6), ['.', '', '%', '%'], [(16, 11), (16, 12), (15, 12)], [False, False, True, True], 80, False, [True, False, False, False], 300, 'West', (17, 6))
Element 11: (3, (17, 6), ['.', '.', '%', ''], [(17, 11), (16, 13), (16, 12)], [False, False, True, False], 78, False, [True, True, False, False], 309, 'South', (17, 5))
Element 12: (3, (17, 5), ['%', '', '', ''], [(18, 11), (17, 13), (16, 13)], [True, False, False, False], 76, False, [False, False, False, False], 318, 'North', (17, 6))
Element 13: (3, (17, 6), ['.', '', '%', ''], [(18, 10), (18, 13), (17, 13)], [False, False, True, False], 74, False, [True, False, False, False], 317, 'West', (16, 6))
Element 14: (3, (16, 6), ['.', '%', '.', ''], [(18, 9), (18, 13), (16, 13)], [False, True, False, False], 72, False, [True, False, True, False], 336, 'North', (16, 7))
Element 15: (3, (16, 7), ['.', '', '.', '%'], [(18, 8), (17, 13), (16, 12)], [False, False, False, True], 70, False, [True, False, True, False], 355, 'North', (16, 8))
Element 16: (3, (16, 8), ['.', '', '.', 'G'], [(17, 8), (16, 13), (15, 12)], [False, False, False, False], 68, False, [True, False, True, False], 374, 'North', (16, 9))
Element 17: (3, (16, 9), ['.', '', '', 'G'], [(17, 9), (16, 12), (14, 12)], [False, False, False, False], 66, False, [True, False, False, False], 393, 'West', (15, 9))
Element 18: (3, (15, 9), ['%', '.', '', ''], [(17, 10), (16, 12), (14, 11)], [True, False, False, False], 64, False, [False, True, False, False], 402, 'South', (15, 8))
Element 19: (3, (15, 8), ['.', '.', '', ''], [(16, 10), (15, 12), (13, 11)], [False, False, False, False], 62, False, [True, True, False, False], 411, 'South', (15, 7))
Element 20: (3, (15, 7), ['.', '.', '', ''], [(16, 9), (14, 12), (13, 12)], [False, False, False, False], 60, False, [True, True, False, False], 420, 'South', (15, 6))
Element 21: (3, (15, 6), ['.', '.', '', ''], [(16, 8), (15, 12), (12, 12)], [False, False, False, False], 58, False, [True, True, False, False], 439, 'South', (15, 5))
Element 22: (3, (15, 5), ['.', '.', '', '%'], [(16, 7), (15, 11), (12, 13)], [False, False, False, True], 56, False, [True, True, False, False], 1448, 'South', (15, 4))
Element 23: (3, (15, 4), ['%', '%', '', '.'], [(16, 6), (15, 10), (11, 13)], [True, True, False, False], 54, False, [False, False, False, True], 1467, 'East', (16, 4))
Element 24: (3, (16, 4), ['', '', '%', ''], [(17, 6), (16, 10), (10, 13)], [False, False, True, False], 52, False, [False, False, False, False], 1486, 'West', (15, 4))
Element 25: (3, (15, 4), ['%', '%', '', ''], [(18, 6), (17, 10), (10, 12)], [True, True, False, False], 50, False, [False, False, False, False], 1495, 'North', (15, 5))
Element 26: (3, (15, 5), ['.', '', '', '%'], [(18, 5), (18, 10), (10, 11)], [False, False, False, True], 48, False, [True, False, False, False], 1504, 'West', (14, 5))
