Element 1: (2, (15, 6), ['G', '.', '.', '.'], [(14, 6), (2, 7), (17, 3)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (16, 6))
Element 2: (2, (16, 6), ['', '%', '.', '.'], [(14, 7), (3, 7), (17, 4)], [False, True, False, False], 96, False, [False, False, True, True], 58, 'East', (17, 6))
Element 3: (2, (17, 6), ['', '.', '%', '.'], [(15, 7), (3, 8), (18, 4)], [False, False, True, False], 94, False, [False, True, False, True], 1087, 'East', (18, 6))
Element 4: (2, (18, 6), ['', 'G', '%', '%'], [(16, 7), (3, 7), (18, 5)], [False, False, True, True], 92, False, [False, False, False, False], 1116, 'West', (17, 6))
Element 5: (2, (17, 6), ['', 'G', '%', ''], [(16, 8), (3, 6), (17, 5)], [False, False, True, False], 90, False, [False, False, False, False], 1145, 'West', (16, 6))
Element 6: (2, (16, 6), ['', '%', '', 'G'], [(17, 8), (4, 6), (17, 6)], [False, True, False, False], 88, False, [False, False, False, False], 1164, 'West', (15, 6))
Element 7: (2, (15, 6), ['', '.', '', ''], [(18, 8), (5, 6), (18, 6)], [False, False, False, False], 86, False, [False, True, False, False], 1183, 'East', (16, 6))
Element 8: (2, (16, 6), ['', '%', '', 'G'], [(18, 9), (6, 6), (17, 6)], [False, True, False, False], 84, False, [False, False, False, False], 1202, 'North', (16, 7))
Element 9: (2, (16, 7), ['', 'G', '', '%'], [(18, 10), (6, 7), (16, 6)], [False, False, False, True], 82, False, [False, False, False, False], 1221, 'North', (16, 8))
Element 10: (2, (16, 8), ['.', 'G', '.', ''], [(18, 11), (5, 7), (16, 7)], [False, False, False, False], 80, False, [True, False, True, False], 1240, 'North', (16, 9))
Element 11: (2, (16, 9), ['.', 'G', '.', '.'], [(17, 11), (6, 7), (16, 8)], [False, False, False, False], 78, False, [True, False, True, True], 1259, 'East', (17, 9))
Element 12: (2, (17, 9), ['', '', 'G', ''], [(17, 10), (6, 6), (15, 8)], [False, False, False, False], 76, False, [False, False, False, False], 1288, 'East', (18, 9))
Element 13: (2, (18, 9), ['', '', '', '%'], [(16, 10), (6, 5), (15, 9)], [False, False, False, True], 74, False, [False, False, False, False], 1317, 'North', (18, 10))
Element 14: (2, (18, 10), ['', '', '', '%'], [(16, 11), (7, 5), (15, 10)], [False, False, False, True], 72, False, [False, False, False, False], 1346, 'North', (18, 11))
Element 15: (2, (18, 11), ['', '', '%', '%'], [(16, 12), (7, 4), (15, 11)], [False, False, True, True], 70, False, [False, False, False, False], 1375, 'West', (17, 11))
Element 16: (2, (17, 11), ['', '', '%', ''], [(16, 13), (8, 4), (15, 12)], [False, False, True, False], 68, False, [False, False, False, False], 1404, 'South', (17, 10))
Element 17: (2, (17, 10), ['', '', '', ''], [(17, 13), (9, 4), (14, 12)], [False, False, False, False], 66, False, [False, False, False, False], 1433, 'West', (16, 10))
Element 18: (2, (16, 10), ['', '', '', ''], [(18, 13), (10, 4), (14, 11)], [False, False, False, False], 64, False, [False, False, False, False], 1462, 'North', (16, 11))
Element 19: (2, (16, 11), ['', '', '', ''], [(17, 13), (10, 5), (14, 10)], [False, False, False, False], 62, False, [False, False, False, False], 1481, 'North', (16, 12))
Element 20: (2, (16, 12), ['', '', 'G', '%'], [(16, 13), (10, 6), (13, 10)], [False, False, False, True], 60, False, [False, False, False, False], 1500, 'West', (15, 12))
Element 21: (2, (15, 12), ['', '', '%', 'G'], [(16, 12), (10, 7), (13, 11)], [False, False, True, False], 58, False, [False, False, False, False], 2509, 'South', (15, 11))
Element 22: (2, (15, 11), ['', '', '', 'G'], [(16, 11), (9, 7), (13, 12)], [False, False, False, False], 56, False, [False, False, False, False], 3518, 'South', (15, 10))
Element 23: (2, (15, 10), ['', '', '', 'G'], [(16, 10), (9, 8), (12, 12)], [False, False, False, False], 54, False, [False, False, False, False], 3537, 'South', (15, 9))
Element 24: (2, (15, 9), ['%', '', '', 'G'], [(16, 9), (10, 8), (12, 13)], [True, False, False, False], 52, False, [False, False, False, False], 4546, 'South', (15, 8))
Element 25: (2, (15, 8), ['.', '', '', ''], [(17, 9), (11, 8), (11, 13)], [False, False, False, False], 50, False, [True, False, False, False], 4565, 'West', (14, 8))
Element 26: (2, (14, 8), ['.', '', '%', ''], [(16, 9), (11, 9), (10, 13)], [False, False, True, False], 48, False, [True, False, False, False], 4594, 'West', (13, 8))
Element 27: (2, (13, 8), ['%', '.', '.', ''], [(15, 9), (12, 9), (10, 12)], [True, False, False, False], 46, False, [False, True, True, False], 4623, 'North', (13, 9))
Element 28: (2, (13, 9), ['', '', '', '%'], [(15, 10), (12, 10), (10, 11)], [False, False, False, True], 44, False, [False, False, False, False], 4652, 'North', (13, 10))
Element 29: (2, (13, 10), ['', '', '', ''], [(15, 11), (12, 11), (11, 11)], [False, False, False, False], 42, False, [False, False, False, False], 4671, 'East', (14, 10))
Element 30: (2, (14, 10), ['', '%', '', ''], [(15, 12), (13, 11), (11, 10)], [False, True, False, False], 40, False, [False, False, False, False], 4680, 'North', (14, 11))
Element 31: (2, (14, 11), ['', '', 'G', ''], [(14, 12), (13, 12), (10, 10)], [False, False, False, False], 38, False, [False, False, False, False], 4689, 'West', (13, 11))
Element 32: (2, (13, 11), ['', '', '', 'G'], [(14, 11), (14, 12), (9, 10)], [False, False, False, False], 36, False, [False, False, False, False], 4698, 'North', (13, 12))
Element 33: (2, (13, 12), ['', '', '%', ''], [(14, 10), (15, 12), (9, 11)], [False, False, True, False], 34, False, [False, False, False, False], 4707, 'East', (14, 12))
Element 34: (2, (14, 12), ['', '', '%', ''], [(13, 10), (16, 12), (9, 12)], [False, False, True, False], 32, False, [False, False, False, False], 4716, 'West', (13, 12))
Element 35: (2, (13, 12), ['', 'G', '%', ''], [(13, 11), (16, 13), (9, 11)], [False, False, True, False], 30, False, [False, False, False, False], 4715, 'West', (12, 12))
Element 36: (2, (12, 12), ['%', '', '', 'G'], [(13, 12), (17, 13), (8, 11)], [True, False, False, False], 28, False, [False, False, False, False], 4724, 'North', (12, 13))
Element 37: (2, (12, 13), ['', 'G', '%', '%'], [(12, 12), (18, 13), (7, 11)], [False, False, True, True], 26, False, [False, False, False, False], 5723, 'West', (11, 13))
Element 38: (2, (11, 13), ['', '%', '%', 'G'], [(12, 13), (17, 13), (7, 10)], [False, True, True, False], 24, False, [False, False, False, False], 5732, 'West', (10, 13))
Element 39: (2, (10, 13), ['%', '', '%', 'G'], [(11, 13), (16, 13), (7, 9)], [True, False, True, False], 22, False, [False, False, False, False], 6731, 'South', (10, 12))
Element 40: (2, (10, 12), ['', '', 'G', '%'], [(10, 13), (16, 12), (6, 9)], [False, False, False, True], 20, False, [False, False, False, False], 7730, 'South', (10, 11))
Element 41: (2, (10, 11), ['', '', 'G', ''], [(10, 12), (16, 11), (6, 10)], [False, False, False, False], 18, False, [False, False, False, False], 7739, 'East', (11, 11))
Element 42: (2, (11, 11), ['G', '', '%', ''], [(10, 11), (17, 11), (6, 11)], [False, False, True, False], 16, False, [False, False, False, False], 7748, 'East', (12, 11))
Element 43: (2, (12, 11), ['G', '', '', ''], [(11, 11), (18, 11), (5, 11)], [False, False, False, False], 14, False, [False, False, False, False], 7757, 'South', (12, 10))
Element 44: (2, (12, 10), ['', '', 'G', ''], [(12, 11), (18, 10), (5, 10)], [False, False, False, False], 12, False, [False, False, False, False], 7766, 'South', (12, 9))
Element 45: (2, (12, 9), ['', '%', 'G', ''], [(12, 10), (18, 9), (5, 9)], [False, True, False, False], 10, False, [False, False, False, False], 7775, 'West', (11, 9))
Element 46: (2, (11, 9), ['%', '', '', 'G'], [(12, 9), (18, 8), (4, 9)], [True, False, False, False], 8, False, [False, False, False, False], 7784, 'North', (11, 10))
Element 47: (2, (11, 10), ['', '', '', ''], [(13, 9), (17, 8), (4, 10)], [False, False, False, False], 6, False, [False, False, False, False], 7793, 'West', (10, 10))
Element 48: (2, (10, 10), ['', '%', '', ''], [(13, 8), (17, 9), (3, 10)], [False, True, False, False], 4, False, [False, False, False, False], 7802, 'West', (9, 10))
Element 49: (2, (9, 10), ['.', '.', '', ''], [(13, 7), (17, 10), (3, 11)], [False, False, False, False], 2, False, [True, True, False, False], 7821, 'South', (9, 9))
Element 50: (2, (9, 9), ['.', '', '', '%'], [(13, 7), (17, 10), (3, 12)], [False, False, False, True], 0, False, [True, False, False, False], 7840, 'Stop', (9, 9))
Element 51: #0#
