Element 1: (2, (10, 6), ['.', '.', 'F', '%'], [(18, 13), (7, 4), (18, 9)], [False, False, False, True], 98, False, [True, True, False, False], 19, 'North', (10, 7))
Element 2: (2, (10, 7), ['F', '', '.', '%'], [(17, 13), (8, 4), (18, 10)], [False, False, False, True], 96, False, [False, False, True, False], 1038, 'West', (9, 7))
Element 3: (2, (9, 7), ['%', '.', '.', ''], [(16, 13), (9, 4), (18, 11)], [True, False, False, False], 94, False, [False, True, True, False], 2067, 'North', (9, 8))
Element 4: (2, (9, 8), ['.', '', '.', '.'], [(16, 12), (10, 4), (17, 11)], [False, False, False, False], 92, False, [True, False, True, True], 2106, 'East', (10, 8))
Element 5: (2, (10, 8), ['', '', '%', '.'], [(16, 11), (10, 5), (17, 10)], [False, False, True, False], 90, False, [False, False, False, True], 2145, 'East', (11, 8))
Element 6: (2, (11, 8), ['', '%', '.', '%'], [(16, 10), (9, 5), (17, 9)], [False, True, False, True], 88, False, [False, False, True, False], 2184, 'North', (11, 9))
Element 7: (2, (11, 9), ['%', '', '.', '.'], [(16, 9), (9, 6), (17, 8)], [True, False, False, False], 86, False, [False, False, True, True], 2223, 'East', (12, 9))
Element 8: (2, (12, 9), ['', '%', '.', '.'], [(16, 8), (10, 6), (18, 8)], [False, True, False, False], 84, False, [False, False, True, True], 2252, 'East', (13, 9))
Element 9: (2, (13, 9), ['', '.', '.', '%'], [(16, 7), (10, 7), (17, 8)], [False, False, False, True], 82, False, [False, True, True, False], 2271, 'North', (13, 10))
Element 10: (2, (13, 10), ['.', '', '.', '.'], [(16, 6), (10, 8), (16, 8)], [False, False, False, False], 80, False, [True, False, True, True], 2290, 'East', (14, 10))
Element 11: (2, (14, 10), ['', '%', '.', '.'], [(17, 6), (11, 8), (15, 8)], [False, True, False, False], 78, False, [False, False, True, True], 2319, 'East', (15, 10))
Element 12: (2, (15, 10), ['', 'G', '.', ''], [(18, 6), (11, 9), (15, 9)], [False, False, False, False], 76, False, [False, False, True, False], 2348, 'North', (15, 11))
Element 13: (2, (15, 11), ['.', '', '.', ''], [(18, 5), (11, 10), (16, 9)], [False, False, False, False], 74, False, [True, False, True, False], 2377, 'North', (15, 12))
Element 14: (2, (15, 12), ['.', '', '%', ''], [(18, 4), (12, 10), (16, 10)], [False, False, True, False], 72, False, [True, False, False, False], 2406, 'West', (14, 12))
Element 15: (2, (14, 12), ['.', '.', '%', ''], [(17, 4), (12, 11), (16, 11)], [False, False, True, False], 70, False, [True, True, False, False], 2435, 'South', (14, 11))
Element 16: (2, (14, 11), ['G', '', '', ''], [(17, 5), (13, 11), (16, 12)], [False, False, False, False], 68, False, [False, False, False, False], 2464, 'North', (14, 12))
Element 17: (2, (14, 12), ['G', '', '%', ''], [(17, 4), (13, 12), (16, 13)], [False, False, True, False], 66, False, [False, False, False, False], 2473, 'South', (14, 11))
Element 18: (2, (14, 11), ['', '', '', ''], [(17, 3), (12, 12), (17, 13)], [False, False, False, False], 64, False, [False, False, False, False], 2492, 'North', (14, 12))
Element 19: (2, (14, 12), ['', '', '%', ''], [(16, 3), (12, 13), (18, 13)], [False, False, True, False], 62, False, [False, False, False, False], 3501, 'East', (15, 12))
Element 20: (2, (15, 12), ['', '', '%', ''], [(16, 4), (11, 13), (17, 13)], [False, False, True, False], 60, False, [False, False, False, False], 3520, 'East', (16, 12))
Element 21: (2, (16, 12), ['', '', 'G', '%'], [(15, 4), (10, 13), (16, 13)], [False, False, False, True], 58, False, [False, False, False, False], 3539, 'South', (16, 11))
Element 22: (2, (16, 11), ['', '', 'G', ''], [(15, 5), (10, 12), (16, 12)], [False, False, False, False], 56, False, [False, False, False, False], 3558, 'East', (17, 11))
Element 23: (2, (17, 11), ['', '', '%', ''], [(15, 6), (10, 11), (15, 12)], [False, False, True, False], 54, False, [False, False, False, False], 3577, 'East', (18, 11))
Element 24: (2, (18, 11), ['', '', '%', '%'], [(15, 7), (11, 11), (15, 11)], [False, False, True, True], 52, False, [False, False, False, False], 3596, 'South', (18, 10))
Element 25: (2, (18, 10), ['', '', '', '%'], [(14, 7), (10, 11), (15, 10)], [False, False, False, True], 50, False, [False, False, False, False], 3605, 'South', (18, 9))
Element 26: (2, (18, 9), ['', '', '', '%'], [(14, 8), (10, 10), (14, 10)], [False, False, False, True], 48, False, [False, False, False, False], 3624, 'South', (18, 8))
Element 27: (2, (18, 8), ['', '%', '', '%'], [(13, 8), (9, 10), (14, 11)], [False, True, False, True], 46, False, [False, False, False, False], 3643, 'West', (17, 8))
Element 28: (2, (17, 8), ['', '%', '', ''], [(13, 7), (9, 11), (14, 12)], [False, True, False, False], 44, False, [False, False, False, False], 3662, 'North', (17, 9))
Element 29: (2, (17, 9), ['', '', '', ''], [(13, 6), (9, 12), (13, 12)], [False, False, False, False], 42, False, [False, False, False, False], 3681, 'North', (17, 10))
Element 30: (2, (17, 10), ['', '', '', ''], [(14, 6), (9, 11), (13, 11)], [False, False, False, False], 40, False, [False, False, False, False], 3690, 'West', (16, 10))
Element 31: (2, (16, 10), ['', '', '', ''], [(14, 5), (8, 11), (13, 10)], [False, False, False, False], 38, False, [False, False, False, False], 3709, 'South', (16, 9))
Element 32: (2, (16, 9), ['', '', '', ''], [(13, 5), (7, 11), (13, 9)], [False, False, False, False], 36, False, [False, False, False, False], 4718, 'South', (16, 8))
Element 33: (2, (16, 8), ['', '', '', ''], [(12, 5), (7, 10), (13, 8)], [False, False, False, False], 34, False, [False, False, False, False], 4737, 'South', (16, 7))
Element 34: (2, (16, 7), ['', '', '', '%'], [(12, 6), (7, 9), (14, 8)], [False, False, False, True], 32, False, [False, False, False, False], 5746, 'South', (16, 6))
Element 35: (2, (16, 6), ['', '%', '', ''], [(12, 7), (6, 9), (14, 7)], [False, True, False, False], 30, False, [False, False, False, False], 6755, 'East', (17, 6))
Element 36: (2, (17, 6), ['', '', '%', ''], [(12, 6), (6, 10), (15, 7)], [False, False, True, False], 28, False, [False, False, False, False], 6764, 'East', (18, 6))
Element 37: (2, (18, 6), ['', '', '%', '%'], [(12, 5), (6, 11), (16, 7)], [False, False, True, True], 26, False, [False, False, False, False], 6773, 'South', (18, 5))
Element 38: (2, (18, 5), ['', '', '', '%'], [(13, 5), (5, 11), (16, 6)], [False, False, False, True], 24, False, [False, False, False, False], 6782, 'South', (18, 4))
Element 39: (2, (18, 4), ['', '%', '', '%'], [(14, 5), (5, 10), (17, 6)], [False, True, False, True], 22, False, [False, False, False, False], 6791, 'West', (17, 4))
Element 40: (2, (17, 4), ['', '', '', ''], [(14, 6), (5, 9), (18, 6)], [False, False, False, False], 20, False, [False, False, False, False], 6800, 'North', (17, 5))
Element 41: (2, (17, 5), ['%', '', '', 'G'], [(13, 6), (4, 9), (18, 5)], [True, False, False, False], 18, False, [False, False, False, False], 6809, 'South', (17, 4))
Element 42: (2, (17, 4), ['', '', '', 'G'], [(13, 5), (4, 10), (18, 4)], [False, False, False, False], 16, False, [False, False, False, False], 6818, 'South', (17, 3))
Element 43: (2, (17, 3), ['', '%', 'G', '%'], [(13, 6), (3, 10), (17, 4)], [False, True, False, True], 14, False, [False, False, False, False], 6827, 'West', (16, 3))
Element 44: (2, (16, 3), ['%', '.', '', ''], [(12, 6), (3, 11), (17, 5)], [True, False, False, False], 12, False, [False, True, False, False], 6836, 'South', (16, 2))
Element 45: (2, (16, 2), ['.', '%', '', '%'], [(13, 6), (3, 12), (17, 4)], [False, True, False, True], 10, False, [True, False, False, False], 6855, 'West', (15, 2))
Element 46: (2, (15, 2), ['.', '%', '%', ''], [(13, 7), (3, 13), (17, 3)], [False, True, True, False], 8, False, [True, False, False, False], 6874, 'West', (14, 2))
Element 47: (2, (14, 2), ['%', '.', '.', ''], [(12, 7), (4, 13), (16, 3)], [True, False, False, False], 6, False, [False, True, True, False], 7883, 'North', (14, 3))
Element 48: (2, (14, 3), ['.', '', '%', '%'], [(13, 7), (5, 13), (16, 4)], [False, False, True, True], 4, False, [True, False, False, False], 8892, 'West', (13, 3))
Element 49: (2, (13, 3), ['.', '%', '%', ''], [(13, 8), (6, 13), (15, 4)], [False, True, True, False], 2, False, [True, False, False, False], 8911, 'West', (12, 3))
Element 50: (2, (12, 3), ['.', '.', '%', ''], [(13, 8), (6, 13), (15, 5)], [False, False, True, False], 0, False, [True, True, False, False], 8920, 'Stop', (12, 3))
Element 51: #0#
