Element 1: (3, (9, 8), ['.', 'F', '.', '.'], [(14, 7), (3, 11), (5, 4)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'South', (9, 7))
Element 2: (3, (9, 7), ['%', '.', '', 'F'], [(15, 7), (3, 12), (6, 4)], [True, False, False, False], 96, False, [False, True, False, False], 1058, 'East', (10, 7))
Element 3: (3, (10, 7), ['', '.', '.', '%'], [(16, 7), (3, 13), (7, 4)], [False, False, False, True], 94, False, [False, True, True, False], 2087, 'North', (10, 8))
Element 4: (3, (10, 8), ['', '', '%', '.'], [(16, 8), (4, 13), (8, 4)], [False, False, True, False], 92, False, [False, False, False, True], 3116, 'East', (11, 8))
Element 5: (3, (11, 8), ['', '%', '.', '%'], [(17, 8), (5, 13), (9, 4)], [False, True, False, True], 90, False, [False, False, True, False], 4145, 'North', (11, 9))
Element 6: (3, (11, 9), ['%', '', '.', '.'], [(18, 8), (6, 13), (10, 4)], [True, False, False, False], 88, False, [False, False, True, True], 4184, 'East', (12, 9))
Element 7: (3, (12, 9), ['', '%', '.', '.'], [(18, 9), (7, 13), (10, 5)], [False, True, False, False], 86, False, [False, False, True, True], 4223, 'East', (13, 9))
Element 8: (3, (13, 9), ['', '.', '.', '%'], [(18, 10), (6, 13), (10, 6)], [False, False, False, True], 84, False, [False, True, True, False], 4252, 'North', (13, 10))
Element 9: (3, (13, 10), ['.', '', '.', '.'], [(18, 11), (5, 13), (9, 6)], [False, False, False, False], 82, False, [True, False, True, True], 4281, 'East', (14, 10))
Element 10: (3, (14, 10), ['', '%', '.', '.'], [(17, 11), (4, 13), (9, 5)], [False, True, False, False], 80, False, [False, False, True, True], 4310, 'East', (15, 10))
Element 11: (3, (15, 10), ['', '.', '.', '.'], [(17, 10), (3, 13), (9, 6)], [False, False, False, False], 78, False, [False, True, True, True], 4329, 'East', (16, 10))
Element 12: (3, (16, 10), ['', '.', '.', ''], [(17, 9), (2, 13), (9, 7)], [False, False, False, False], 76, False, [False, True, True, False], 4358, 'North', (16, 11))
Element 13: (3, (16, 11), ['.', '', '.', ''], [(16, 9), (2, 12), (10, 7)], [False, False, False, False], 74, False, [True, False, True, False], 4387, 'North', (16, 12))
Element 14: (3, (16, 12), ['.', '', '.', '%'], [(15, 9), (1, 12), (10, 8)], [False, False, False, True], 72, False, [True, False, True, False], 4416, 'North', (16, 13))
Element 15: (3, (16, 13), ['%', '', '%', '.'], [(15, 8), (1, 11), (11, 8)], [True, False, True, False], 70, False, [False, False, False, True], 4445, 'East', (17, 13))
Element 16: (3, (17, 13), ['', '%', '%', '.'], [(14, 8), (1, 10), (11, 9)], [False, True, True, False], 68, False, [False, False, False, True], 4474, 'East', (18, 13))
Element 17: (3, (18, 13), ['', '%', '%', '%'], [(13, 8), (2, 10), (11, 10)], [False, True, True, True], 66, False, [False, False, False, False], 4513, 'West', (17, 13))
