Element 1: (3, (7, 4), ['', '.', '.', '.'], [(14, 8), (3, 12), (6, 5)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'East', (8, 4))
Element 2: (3, (8, 4), ['', '%', '%', '.'], [(15, 8), (3, 13), (7, 5)], [False, True, True, False], 96, False, [False, False, False, True], 68, 'East', (9, 4))
Element 3: (3, (9, 4), ['', '%', '.', '.'], [(16, 8), (4, 13), (7, 4)], [False, True, False, False], 94, False, [False, False, True, True], 1087, 'East', (10, 4))
Element 4: (3, (10, 4), ['', '.', '.', '%'], [(17, 8), (5, 13), (7, 3)], [False, False, False, True], 92, False, [False, True, True, False], 2116, 'North', (10, 5))
Element 5: (3, (10, 5), ['.', '', '.', '%'], [(18, 8), (6, 13), (7, 2)], [False, False, False, True], 90, False, [True, False, True, False], 2155, 'North', (10, 6))
Element 6: (3, (10, 6), ['.', '', 'F', '%'], [(18, 9), (7, 13), (8, 2)], [False, False, False, True], 88, False, [True, False, False, False], 2194, 'North', (10, 7))
Element 7: (3, (10, 7), ['F', '', '.', '%'], [(18, 10), (6, 13), (9, 2)], [False, False, False, True], 86, False, [False, False, True, False], 3213, 'West', (9, 7))
Element 8: (3, (9, 7), ['%', '.', '.', ''], [(18, 11), (5, 13), (9, 1)], [True, False, False, False], 84, False, [False, True, True, False], 5222, 'North', (9, 8))
Element 9: (3, (9, 8), ['.', '', '.', '.'], [(17, 11), (4, 13), (10, 1)], [False, False, False, False], 82, False, [True, False, True, True], 5251, 'East', (10, 8))
Element 10: (3, (10, 8), ['', '', '%', '.'], [(17, 10), (3, 13), (11, 1)], [False, False, True, False], 80, False, [False, False, False, True], 5280, 'East', (11, 8))
Element 11: (3, (11, 8), ['', '%', '.', '%'], [(17, 9), (2, 13), (12, 1)], [False, True, False, True], 78, False, [False, False, True, False], 5319, 'North', (11, 9))
Element 12: (3, (11, 9), ['%', '', '.', '.'], [(16, 9), (2, 12), (13, 1)], [True, False, False, False], 76, False, [False, False, True, True], 5358, 'East', (12, 9))
Element 13: (3, (12, 9), ['', '%', '.', '.'], [(16, 10), (2, 11), (14, 1)], [False, True, False, False], 74, False, [False, False, True, True], 5397, 'East', (13, 9))
Element 14: (3, (13, 9), ['', '', '.', '%'], [(16, 11), (2, 10), (14, 2)], [False, False, False, True], 72, False, [False, False, True, False], 5436, 'North', (13, 10))
Element 15: (3, (13, 10), ['.', '', '.', '.'], [(16, 12), (3, 10), (15, 2)], [False, False, False, False], 70, False, [True, False, True, True], 5475, 'East', (14, 10))
Element 16: (3, (14, 10), ['', '%', '.', '.'], [(16, 13), (4, 10), (16, 2)], [False, True, False, False], 68, False, [False, False, True, True], 5514, 'East', (15, 10))
Element 17: (3, (15, 10), ['', '.', '.', ''], [(17, 13), (5, 10), (16, 3)], [False, False, False, False], 66, False, [False, True, True, False], 5553, 'North', (15, 11))
Element 18: (3, (15, 11), ['.', '', '.', ''], [(18, 13), (6, 10), (17, 3)], [False, False, False, False], 64, False, [True, False, True, False], 5592, 'North', (15, 12))
Element 19: (3, (15, 12), ['.', '', '%', ''], [(17, 13), (6, 9), (17, 4)], [False, False, True, False], 62, False, [True, False, False, False], 6611, 'West', (14, 12))
Element 20: (3, (14, 12), ['.', '.', '%', ''], [(16, 13), (7, 9), (18, 4)], [False, False, True, False], 60, False, [True, True, False, False], 7630, 'South', (14, 11))
Element 21: (3, (14, 11), ['.', '', '', ''], [(16, 12), (8, 9), (18, 5)], [False, False, False, False], 58, False, [True, False, False, False], 7659, 'West', (13, 11))
Element 22: (3, (13, 11), ['.', '', '.', ''], [(15, 12), (9, 9), (18, 6)], [False, False, False, False], 56, False, [True, False, True, False], 7688, 'North', (13, 12))
Element 23: (3, (13, 12), ['.', '', '%', ''], [(15, 11), (9, 10), (17, 6)], [False, False, True, False], 54, False, [True, False, False, False], 7717, 'West', (12, 12))
Element 24: (3, (12, 12), ['%', '.', 'F', ''], [(15, 10), (10, 10), (17, 5)], [True, False, False, False], 52, False, [False, True, False, False], 7746, 'North', (12, 13))
Element 25: (3, (12, 13), ['.', '', '%', '%'], [(15, 9), (11, 10), (17, 6)], [False, False, True, True], 50, False, [True, False, False, False], 8765, 'West', (11, 13))
Element 26: (3, (11, 13), ['.', '%', '%', ''], [(15, 10), (12, 10), (16, 6)], [False, True, True, False], 48, False, [True, False, False, False], 8794, 'West', (10, 13))
Element 27: (3, (10, 13), ['%', '.', '%', ''], [(14, 10), (12, 11), (16, 7)], [True, False, True, False], 46, False, [False, True, False, False], 8823, 'South', (10, 12))
Element 28: (3, (10, 12), ['.', '.', '', '%'], [(14, 11), (11, 11), (15, 7)], [False, False, False, True], 44, False, [True, True, False, False], 8852, 'South', (10, 11))
Element 29: (3, (10, 11), ['.', '', '', ''], [(14, 12), (12, 11), (15, 6)], [False, False, False, False], 42, False, [True, False, False, False], 8871, 'West', (9, 11))
Element 30: (3, (9, 11), ['.', '', '.', ''], [(13, 12), (13, 11), (15, 5)], [False, False, False, False], 40, False, [True, False, True, False], 8890, 'North', (9, 12))
Element 31: (3, (9, 12), ['%', '', '%', ''], [(12, 12), (14, 11), (15, 4)], [True, False, True, False], 38, False, [False, False, False, False], 8909, 'South', (9, 11))
Element 32: (3, (9, 11), ['.', '', '', ''], [(12, 13), (15, 11), (16, 4)], [False, False, False, False], 36, False, [True, False, False, False], 8918, 'West', (8, 11))
Element 33: (3, (8, 11), ['F', '.', '%', ''], [(11, 13), (16, 11), (15, 4)], [False, False, True, False], 34, False, [False, True, False, False], 8927, 'West', (7, 11))
Element 34: (3, (7, 11), ['.', '.', '%', ''], [(10, 13), (17, 11), (15, 5)], [False, False, True, False], 32, False, [True, True, False, False], 9926, 'South', (7, 10))
Element 35: (3, (7, 10), ['', '', '', '.'], [(10, 12), (18, 11), (14, 5)], [False, False, False, False], 30, False, [False, False, False, True], 9945, 'East', (8, 10))
Element 36: (3, (8, 10), ['', '', '', ''], [(10, 11), (18, 10), (14, 6)], [False, False, False, False], 28, False, [False, False, False, False], 9964, 'East', (9, 10))
Element 37: (3, (9, 10), ['', '', '', ''], [(11, 11), (18, 9), (14, 7)], [False, False, False, False], 26, False, [False, False, False, False], 9973, 'East', (10, 10))
Element 38: (3, (10, 10), ['', '%', '', ''], [(12, 11), (18, 8), (13, 7)], [False, True, False, False], 24, False, [False, False, False, False], 9982, 'East', (11, 10))
Element 39: (3, (11, 10), ['', '', '', ''], [(13, 11), (17, 8), (13, 6)], [False, False, False, False], 22, False, [False, False, False, False], 9991, 'East', (12, 10))
Element 40: (3, (12, 10), ['', '', '', 'G'], [(13, 10), (17, 9), (13, 5)], [False, False, False, False], 20, False, [False, False, False, False], 10000, 'North', (12, 11))
Element 41: (3, (12, 11), ['', '', '', ''], [(13, 9), (17, 10), (12, 5)], [False, False, False, False], 18, False, [False, False, False, False], 10009, 'West', (11, 11))
Element 42: (3, (11, 11), ['', '', '%', ''], [(12, 9), (16, 10), (12, 6)], [False, False, True, False], 16, False, [False, False, False, False], 10018, 'East', (12, 11))
Element 43: (3, (12, 11), ['', 'G', '', ''], [(12, 10), (16, 9), (12, 7)], [False, False, False, False], 14, False, [False, False, False, False], 10027, 'West', (11, 11))
Element 44: (3, (11, 11), ['', 'G', '%', ''], [(11, 10), (16, 8), (12, 6)], [False, False, True, False], 12, False, [False, False, False, False], 10026, 'West', (10, 11))
Element 45: (3, (10, 11), ['', '', '', ''], [(11, 9), (16, 7), (12, 5)], [False, False, False, False], 10, False, [False, False, False, False], 10025, 'East', (11, 11))
Element 46: (3, (11, 11), ['', '', '%', ''], [(11, 8), (16, 6), (13, 5)], [False, False, True, False], 8, False, [False, False, False, False], 10024, 'South', (11, 10))
Element 47: (3, (11, 10), ['', '', '', ''], [(10, 8), (17, 6), (13, 6)], [False, False, False, False], 6, False, [False, False, False, False], 10023, 'West', (10, 10))
Element 48: (3, (10, 10), ['', '%', '', ''], [(10, 7), (18, 6), (12, 6)], [False, True, False, False], 4, False, [False, False, False, False], 10022, 'West', (9, 10))
Element 49: (3, (9, 10), ['', '', '', ''], [(10, 6), (18, 5), (13, 6)], [False, False, False, False], 2, False, [False, False, False, False], 10021, 'South', (9, 9))
Element 50: (3, (9, 9), ['', '', '', '%'], [(10, 6), (18, 5), (13, 6)], [False, False, False, True], 0, False, [False, False, False, False], 10020, 'Stop', (9, 9))
Element 51: #0#
