Element 1: (2, (17, 3), ['.', '%', '.', '%'], [(13, 9), (9, 10), (18, 6)], [False, True, False, True], 98, False, [True, False, True, False], 19, 'North', (17, 4))
Element 2: (2, (17, 4), ['.', '', '.', '.'], [(13, 10), (10, 10), (18, 5)], [False, False, False, False], 96, False, [True, False, True, True], 58, 'East', (18, 4))
Element 3: (2, (18, 4), ['', '%', '', '%'], [(14, 10), (11, 10), (17, 5)], [False, True, False, True], 94, False, [False, False, False, False], 97, 'North', (18, 5))
Element 4: (2, (18, 5), ['', '', '', '%'], [(15, 10), (12, 10), (17, 6)], [False, False, False, True], 92, False, [False, False, False, False], 126, 'North', (18, 6))
Element 5: (2, (18, 6), ['', '', '%', '%'], [(16, 10), (12, 11), (16, 6)], [False, False, True, True], 90, False, [False, False, False, False], 155, 'West', (17, 6))
Element 6: (2, (17, 6), ['', '', '%', ''], [(17, 10), (13, 11), (16, 7)], [False, False, True, False], 88, False, [False, False, False, False], 184, 'South', (17, 5))
Element 7: (2, (17, 5), ['%', '', '', ''], [(18, 10), (14, 11), (16, 8)], [True, False, False, False], 86, False, [False, False, False, False], 213, 'North', (17, 6))
Element 8: (2, (17, 6), ['', '', '%', ''], [(18, 11), (15, 11), (17, 8)], [False, False, True, False], 84, False, [False, False, False, False], 242, 'West', (16, 6))
Element 9: (2, (16, 6), ['.', '%', '', ''], [(17, 11), (16, 11), (18, 8)], [False, True, False, False], 82, False, [True, False, False, False], 271, 'West', (15, 6))
Element 10: (2, (15, 6), ['.', '.', '.', ''], [(18, 11), (16, 12), (18, 9)], [False, False, False, False], 80, False, [True, True, True, False], 300, 'North', (15, 7))
Element 11: (2, (15, 7), ['.', '', '.', ''], [(18, 10), (16, 13), (17, 9)], [False, False, False, False], 78, False, [True, False, True, False], 329, 'North', (15, 8))
Element 12: (2, (15, 8), ['.', '', '.', ''], [(18, 9), (17, 13), (16, 9)], [False, False, False, False], 76, False, [True, False, True, False], 358, 'North', (15, 9))
Element 13: (2, (15, 9), ['%', '', '', ''], [(18, 8), (18, 13), (16, 10)], [True, False, False, False], 74, False, [False, False, False, False], 377, 'East', (16, 9))
Element 14: (2, (16, 9), ['', '', '', ''], [(17, 8), (17, 13), (17, 10)], [False, False, False, False], 72, False, [False, False, False, False], 376, 'East', (17, 9))
Element 15: (2, (17, 9), ['', '', '', ''], [(16, 8), (16, 13), (18, 10)], [False, False, False, False], 70, False, [False, False, False, False], 375, 'East', (18, 9))
