Element 1: (1, (6, 10), ['.', 'F', '.', '.'], [(2, 11), (11, 1), (11, 8)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'South', (6, 9))
Element 2: (1, (6, 9), ['.', '%', '', 'F'], [(3, 11), (12, 1), (11, 9)], [False, True, False, False], 96, False, [True, False, False, False], 1038, 'East', (7, 9))
Element 3: (1, (7, 9), ['', '%', '.', '.'], [(3, 12), (13, 1), (12, 9)], [False, True, False, False], 94, False, [False, False, True, True], 2067, 'East', (8, 9))
Element 4: (1, (8, 9), ['', '.', '.', '.'], [(3, 13), (14, 1), (13, 9)], [False, False, False, False], 92, False, [False, True, True, True], 2106, 'East', (9, 9))
Element 5: (1, (9, 9), ['', '.', '.', '%'], [(4, 13), (14, 2), (13, 10)], [False, False, False, True], 90, False, [False, True, True, False], 3135, 'North', (9, 10))
Element 6: (1, (9, 10), ['.', '', '.', '.'], [(5, 13), (15, 2), (14, 10)], [False, False, False, False], 88, False, [True, False, True, True], 4164, 'East', (10, 10))
Element 7: (1, (10, 10), ['', '%', '.', '.'], [(6, 13), (16, 2), (15, 10)], [False, True, False, False], 86, False, [False, False, True, True], 4203, 'East', (11, 10))
Element 8: (1, (11, 10), ['', '', '.', '.'], [(7, 13), (16, 3), (16, 10)], [False, False, False, False], 84, False, [False, False, True, True], 4242, 'East', (12, 10))
Element 9: (1, (12, 10), ['', '', '.', ''], [(6, 13), (17, 3), (17, 10)], [False, False, False, False], 82, False, [False, False, True, False], 4271, 'North', (12, 11))
Element 10: (1, (12, 11), ['.', '', '.', '.'], [(5, 13), (17, 4), (18, 10)], [False, False, False, False], 80, False, [True, False, True, True], 4300, 'East', (13, 11))
Element 11: (1, (13, 11), ['', '', '.', '.'], [(4, 13), (18, 4), (18, 11)], [False, False, False, False], 78, False, [False, False, True, True], 4329, 'East', (14, 11))
Element 12: (1, (14, 11), ['', '', '.', '.'], [(3, 13), (18, 5), (17, 11)], [False, False, False, False], 76, False, [False, False, True, True], 4358, 'East', (15, 11))
Element 13: (1, (15, 11), ['', '', '.', 'G'], [(2, 13), (18, 6), (16, 11)], [False, False, False, False], 74, False, [False, False, True, False], 4397, 'North', (15, 12))
Element 14: (1, (15, 12), ['.', '', '%', 'G'], [(2, 12), (17, 6), (16, 12)], [False, False, True, False], 72, False, [True, False, False, False], 4436, 'West', (14, 12))
Element 15: (1, (14, 12), ['.', '', '%', ''], [(1, 12), (17, 5), (16, 13)], [False, False, True, False], 70, False, [True, False, False, False], 4475, 'West', (13, 12))
Element 16: (1, (13, 12), ['.', '', '%', ''], [(2, 12), (17, 6), (17, 13)], [False, False, True, False], 68, False, [True, False, False, False], 4494, 'West', (12, 12))
Element 17: (1, (12, 12), ['%', '', 'F', ''], [(2, 13), (16, 6), (18, 13)], [True, False, False, False], 66, False, [False, False, False, False], 4523, 'North', (12, 13))
Element 18: (1, (12, 13), ['.', '', '%', '%'], [(3, 13), (16, 7), (17, 13)], [False, False, True, True], 64, False, [True, False, False, False], 5532, 'West', (11, 13))
Element 19: (1, (11, 13), ['.', '%', '%', ''], [(3, 12), (16, 8), (16, 13)], [False, True, True, False], 62, False, [True, False, False, False], 5551, 'West', (10, 13))
Element 20: (1, (10, 13), ['%', '.', '%', ''], [(2, 12), (17, 8), (16, 12)], [True, False, True, False], 60, False, [False, True, False, False], 5570, 'South', (10, 12))
Element 21: (1, (10, 12), ['.', '.', '', '%'], [(3, 12), (18, 8), (15, 12)], [False, False, False, True], 58, False, [True, True, False, False], 5589, 'South', (10, 11))
Element 22: (1, (10, 11), ['.', '', '', '.'], [(3, 11), (18, 9), (15, 11)], [False, False, False, False], 56, False, [True, False, False, True], 5608, 'East', (11, 11))
Element 23: (1, (11, 11), ['', '', '%', ''], [(3, 10), (17, 9), (14, 11)], [False, False, True, False], 54, False, [False, False, False, False], 5637, 'West', (10, 11))
Element 24: (1, (10, 11), ['.', '', '', ''], [(4, 10), (16, 9), (14, 12)], [False, False, False, False], 52, False, [True, False, False, False], 5656, 'West', (9, 11))
Element 25: (1, (9, 11), ['.', '', '.', ''], [(5, 10), (15, 9), (13, 12)], [False, False, False, False], 50, False, [True, False, True, False], 5685, 'North', (9, 12))
Element 26: (1, (9, 12), ['%', '', '%', ''], [(5, 11), (15, 8), (13, 11)], [True, False, True, False], 48, False, [False, False, False, False], 5714, 'South', (9, 11))
Element 27: (1, (9, 11), ['.', '', '', ''], [(6, 11), (15, 7), (12, 11)], [False, False, False, False], 46, False, [True, False, False, False], 5733, 'West', (8, 11))
Element 28: (1, (8, 11), ['G', '.', '%', ''], [(7, 11), (15, 6), (12, 12)], [False, False, True, False], 44, False, [False, True, False, False], 6752, 'South', (8, 10))
Element 29: (1, (8, 10), ['G', '', '', ''], [(7, 10), (15, 5), (12, 13)], [False, False, False, False], 42, False, [False, False, False, False], 6781, 'North', (8, 11))
Element 30: (1, (8, 11), ['', 'G', '%', ''], [(8, 10), (15, 4), (11, 13)], [False, False, True, False], 40, False, [False, False, False, False], 6790, 'East', (9, 11))
Element 31: (1, (9, 11), ['', 'G', '', ''], [(9, 10), (16, 4), (10, 13)], [False, False, False, False], 38, False, [False, False, False, False], 6799, 'East', (10, 11))
Element 32: (1, (10, 11), ['', 'G', 'G', ''], [(10, 10), (15, 4), (10, 12)], [False, False, False, False], 36, False, [False, False, False, False], 6798, 'West', (9, 11))
Element 33: (1, (9, 11), ['', '', '', 'G'], [(11, 10), (15, 5), (10, 11)], [False, False, False, False], 34, False, [False, False, False, False], 6797, 'North', (9, 12))
Element 34: (1, (9, 12), ['%', '', '%', ''], [(12, 10), (14, 5), (11, 11)], [True, False, True, False], 32, False, [False, False, False, False], 6806, 'East', (10, 12))
Element 35: (1, (10, 12), ['', '', '', '%'], [(13, 10), (14, 6), (11, 10)], [False, False, False, True], 30, False, [False, False, False, False], 6815, 'North', (10, 13))
Element 36: (1, (10, 13), ['%', '', '%', ''], [(14, 10), (14, 7), (12, 10)], [True, False, True, False], 28, False, [False, False, False, False], 6824, 'East', (11, 13))
Element 37: (1, (11, 13), ['', '%', '%', ''], [(15, 10), (14, 8), (11, 10)], [False, True, True, False], 26, False, [False, False, False, False], 6833, 'East', (12, 13))
Element 38: (1, (12, 13), ['', '', '%', '%'], [(16, 10), (13, 8), (10, 10)], [False, False, True, True], 24, False, [False, False, False, False], 6842, 'South', (12, 12))
Element 39: (1, (12, 12), ['%', '', '', ''], [(17, 10), (13, 7), (9, 10)], [True, False, False, False], 22, False, [False, False, False, False], 6851, 'East', (13, 12))
Element 40: (1, (13, 12), ['', '', '%', ''], [(18, 10), (13, 6), (9, 11)], [False, False, True, False], 20, False, [False, False, False, False], 6860, 'East', (14, 12))
Element 41: (1, (14, 12), ['', '', '%', ''], [(18, 11), (13, 5), (9, 12)], [False, False, True, False], 18, False, [False, False, False, False], 6869, 'East', (15, 12))
Element 42: (1, (15, 12), ['', '', '%', ''], [(17, 11), (12, 5), (9, 11)], [False, False, True, False], 16, False, [False, False, False, False], 6878, 'South', (15, 11))
Element 43: (1, (15, 11), ['', '', '', 'G'], [(16, 11), (12, 6), (8, 11)], [False, False, False, False], 14, False, [False, False, False, False], 6887, 'South', (15, 10))
Element 44: (1, (15, 10), ['', '', '', ''], [(16, 12), (12, 7), (8, 10)], [False, False, False, False], 12, False, [False, False, False, False], 6896, 'East', (16, 10))
Element 45: (1, (16, 10), ['', '', '', ''], [(16, 13), (12, 6), (8, 9)], [False, False, False, False], 10, False, [False, False, False, False], 6895, 'East', (17, 10))
Element 46: (1, (17, 10), ['', '', '', ''], [(17, 13), (12, 5), (8, 8)], [False, False, False, False], 8, False, [False, False, False, False], 6904, 'East', (18, 10))
Element 47: (1, (18, 10), ['', '', '', '%'], [(18, 13), (13, 5), (9, 8)], [False, False, False, True], 6, False, [False, False, False, False], 6913, 'North', (18, 11))
Element 48: (1, (18, 11), ['', '', '%', '%'], [(17, 13), (13, 6), (9, 7)], [False, False, True, True], 4, False, [False, False, False, False], 7912, 'West', (17, 11))
Element 49: (1, (17, 11), ['', '', '%', ''], [(16, 13), (12, 6), (10, 7)], [False, False, True, False], 2, False, [False, False, False, False], 8911, 'West', (16, 11))
Element 50: (1, (16, 11), ['', '', '', ''], [(16, 13), (13, 6), (10, 8)], [False, False, False, False], 0, False, [False, False, False, False], 8920, 'Stop', (16, 11))
Element 51: #0#
