Element 1: (3, (9, 11), ['.', 'G', '.', '.'], [(16, 6), (2, 2), (9, 10)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'East', (10, 11))
Element 2: (3, (10, 11), ['', 'G', '.', '.'], [(17, 6), (2, 1), (10, 10)], [False, False, False, False], 96, False, [False, False, True, True], 1058, 'East', (11, 11))
Element 3: (3, (11, 11), ['', 'G', '%', '.'], [(18, 6), (3, 1), (11, 10)], [False, False, True, False], 94, False, [False, False, False, True], 1097, 'East', (12, 11))
Element 4: (3, (12, 11), ['', 'G', '.', '.'], [(18, 5), (4, 1), (12, 10)], [False, False, False, False], 92, False, [False, False, True, True], 1136, 'East', (13, 11))
Element 5: (3, (13, 11), ['', 'G', '.', '.'], [(18, 4), (4, 2), (13, 10)], [False, False, False, False], 90, False, [False, False, True, True], 1175, 'East', (14, 11))
Element 6: (3, (14, 11), ['', 'G', '.', '.'], [(17, 4), (5, 2), (14, 10)], [False, False, False, False], 88, False, [False, False, True, True], 1214, 'East', (15, 11))
Element 7: (3, (15, 11), ['', 'G', '.', '.'], [(17, 5), (6, 2), (15, 10)], [False, False, False, False], 86, False, [False, False, True, True], 1253, 'East', (16, 11))
Element 8: (3, (16, 11), ['', 'G', '.', '.'], [(17, 4), (7, 2), (16, 10)], [False, False, False, False], 84, False, [False, False, True, True], 1282, 'East', (17, 11))
Element 9: (3, (17, 11), ['', 'G', '%', '.'], [(17, 3), (8, 2), (17, 10)], [False, False, True, False], 82, False, [False, False, False, True], 1321, 'East', (18, 11))
Element 10: (3, (18, 11), ['', 'G', '%', '%'], [(16, 3), (9, 2), (18, 10)], [False, False, True, True], 80, False, [False, False, False, False], 1360, 'West', (17, 11))
Element 11: (3, (17, 11), ['', '', '%', ''], [(16, 4), (9, 1), (18, 9)], [False, False, True, False], 78, False, [False, False, False, False], 2379, 'West', (16, 11))
Element 12: (3, (16, 11), ['', '', '.', ''], [(15, 4), (10, 1), (18, 8)], [False, False, False, False], 76, False, [False, False, True, False], 2408, 'North', (16, 12))
Element 13: (3, (16, 12), ['.', '', '.', '%'], [(15, 5), (11, 1), (17, 8)], [False, False, False, True], 74, False, [True, False, True, False], 2447, 'North', (16, 13))
Element 14: (3, (16, 13), ['%', '', '%', '.'], [(14, 5), (12, 1), (17, 9)], [True, False, True, False], 72, False, [False, False, False, True], 2486, 'East', (17, 13))
Element 15: (3, (17, 13), ['', '%', '%', '.'], [(14, 6), (13, 1), (16, 9)], [False, True, True, False], 70, False, [False, False, False, True], 2525, 'East', (18, 13))
Element 16: (3, (18, 13), ['', '%', '%', '%'], [(14, 7), (14, 1), (16, 8)], [False, True, True, True], 68, False, [False, False, False, False], 2564, 'West', (17, 13))
Element 17: (3, (17, 13), ['', '%', '%', ''], [(15, 7), (14, 2), (16, 7)], [False, True, True, False], 66, False, [False, False, False, False], 2593, 'West', (16, 13))
Element 18: (3, (16, 13), ['%', '', '%', ''], [(15, 8), (15, 2), (16, 6)], [True, False, True, False], 64, False, [False, False, False, False], 2612, 'South', (16, 12))
Element 19: (3, (16, 12), ['.', '', '', '%'], [(15, 9), (16, 2), (17, 6)], [False, False, False, True], 62, False, [True, False, False, False], 2631, 'West', (15, 12))
Element 20: (3, (15, 12), ['.', '', '%', ''], [(16, 9), (16, 3), (18, 6)], [False, False, True, False], 60, False, [True, False, False, False], 2640, 'West', (14, 12))
Element 21: (3, (14, 12), ['.', '', '%', ''], [(17, 9), (17, 3), (18, 5)], [False, False, True, False], 58, False, [True, False, False, False], 2649, 'West', (13, 12))
Element 22: (3, (13, 12), ['.', '', '%', ''], [(18, 9), (17, 4), (18, 4)], [False, False, True, False], 56, False, [True, False, False, False], 2658, 'West', (12, 12))
Element 23: (3, (12, 12), ['%', '', 'F', ''], [(18, 10), (17, 5), (17, 4)], [True, False, False, False], 54, False, [False, False, False, False], 2667, 'North', (12, 13))
Element 24: (3, (12, 13), ['.', '', '%', '%'], [(18, 11), (18, 5), (17, 5)], [False, False, True, True], 52, False, [True, False, False, False], 3666, 'West', (11, 13))
Element 25: (3, (11, 13), ['.', '%', '%', ''], [(17, 11), (18, 6), (17, 4)], [False, True, True, False], 50, False, [True, False, False, False], 3675, 'West', (10, 13))
Element 26: (3, (10, 13), ['%', '.', '%', ''], [(17, 10), (17, 6), (17, 3)], [True, False, True, False], 48, False, [False, True, False, False], 3684, 'South', (10, 12))
Element 27: (3, (10, 12), ['.', '', '', '%'], [(16, 10), (16, 6), (16, 3)], [False, False, False, True], 46, False, [True, False, False, False], 3693, 'West', (9, 12))
Element 28: (3, (9, 12), ['%', '', '%', ''], [(16, 11), (16, 7), (16, 4)], [True, False, True, False], 44, False, [False, False, False, False], 3702, 'East', (10, 12))
Element 29: (3, (10, 12), ['', '', '', '%'], [(16, 12), (16, 8), (15, 4)], [False, False, False, True], 42, False, [False, False, False, False], 3701, 'North', (10, 13))
Element 30: (3, (10, 13), ['%', '', '%', ''], [(16, 13), (17, 8), (15, 5)], [True, False, True, False], 40, False, [False, False, False, False], 3700, 'East', (11, 13))
Element 31: (3, (11, 13), ['', '%', '%', ''], [(17, 13), (18, 8), (15, 6)], [False, True, True, False], 38, False, [False, False, False, False], 3699, 'East', (12, 13))
Element 32: (3, (12, 13), ['', '', '%', '%'], [(18, 13), (18, 9), (15, 7)], [False, False, True, True], 36, False, [False, False, False, False], 3698, 'South', (12, 12))
Element 33: (3, (12, 12), ['%', '', '', ''], [(17, 13), (18, 10), (15, 8)], [True, False, False, False], 34, False, [False, False, False, False], 3697, 'East', (13, 12))
Element 34: (3, (13, 12), ['', '', '%', ''], [(16, 13), (18, 11), (14, 8)], [False, False, True, False], 32, False, [False, False, False, False], 3706, 'East', (14, 12))
Element 35: (3, (14, 12), ['', '', '%', ''], [(16, 12), (17, 11), (13, 8)], [False, False, True, False], 30, False, [False, False, False, False], 3715, 'East', (15, 12))
Element 36: (3, (15, 12), ['', '', '%', ''], [(16, 11), (17, 10), (13, 9)], [False, False, True, False], 28, False, [False, False, False, False], 3724, 'East', (16, 12))
