Element 1: (2, (5, 9), ['.', '%', '.', 'F'], [(10, 7), (6, 4), (16, 9)], [False, True, False, False], 98, False, [True, False, True, False], 1009, 'East', (6, 9))
Element 2: (2, (6, 9), ['', '%', '.', 'F'], [(9, 7), (7, 4), (17, 9)], [False, True, False, False], 96, False, [False, False, True, False], 3028, 'East', (7, 9))
Element 3: (2, (7, 9), ['', '%', '.', '.'], [(9, 8), (8, 4), (18, 9)], [False, True, False, False], 94, False, [False, False, True, True], 4057, 'East', (8, 9))
Element 4: (2, (8, 9), ['', '.', '.', '.'], [(10, 8), (9, 4), (18, 10)], [False, False, False, False], 92, False, [False, True, True, True], 4096, 'East', (9, 9))
Element 5: (2, (9, 9), ['', '', '.', '%'], [(11, 8), (10, 4), (18, 11)], [False, False, False, True], 90, False, [False, False, True, False], 4135, 'North', (9, 10))
Element 6: (2, (9, 10), ['.', '', '.', '.'], [(11, 9), (10, 5), (17, 11)], [False, False, False, False], 88, False, [True, False, True, True], 4174, 'East', (10, 10))
Element 7: (2, (10, 10), ['', '%', '.', '.'], [(12, 9), (9, 5), (17, 10)], [False, True, False, False], 86, False, [False, False, True, True], 4213, 'East', (11, 10))
Element 8: (2, (11, 10), ['', '', '.', '.'], [(13, 9), (9, 6), (16, 10)], [False, False, False, False], 84, False, [False, False, True, True], 4252, 'East', (12, 10))
Element 9: (2, (12, 10), ['', '', '.', 'G'], [(13, 10), (10, 6), (16, 11)], [False, False, False, False], 82, False, [False, False, True, False], 4281, 'North', (12, 11))
Element 10: (2, (12, 11), ['.', '', '.', '.'], [(14, 10), (10, 7), (16, 12)], [False, False, False, False], 80, False, [True, False, True, True], 4310, 'East', (13, 11))
Element 11: (2, (13, 11), ['', '', '.', '.'], [(15, 10), (10, 8), (16, 13)], [False, False, False, False], 78, False, [False, False, True, True], 4339, 'East', (14, 11))
Element 12: (2, (14, 11), ['', '', '.', 'G'], [(15, 11), (11, 8), (17, 13)], [False, False, False, False], 76, False, [False, False, True, False], 4368, 'North', (14, 12))
Element 13: (2, (14, 12), ['.', '', '%', 'G'], [(15, 12), (11, 9), (18, 13)], [False, False, True, False], 74, False, [True, False, False, False], 4397, 'West', (13, 12))
Element 14: (2, (13, 12), ['.', '', '%', ''], [(16, 12), (12, 9), (17, 13)], [False, False, True, False], 72, False, [True, False, False, False], 4406, 'West', (12, 12))
Element 15: (2, (12, 12), ['%', '', 'F', ''], [(16, 11), (13, 9), (16, 13)], [True, False, False, False], 70, False, [False, False, False, False], 4415, 'North', (12, 13))
Element 16: (2, (12, 13), ['.', '', '%', '%'], [(17, 11), (13, 8), (16, 12)], [False, False, True, True], 68, False, [True, False, False, False], 5424, 'West', (11, 13))
Element 17: (2, (11, 13), ['.', '%', '%', ''], [(18, 11), (14, 8), (15, 12)], [False, True, True, False], 66, False, [True, False, False, False], 5443, 'West', (10, 13))
Element 18: (2, (10, 13), ['%', '.', '%', ''], [(18, 10), (15, 8), (15, 11)], [True, False, True, False], 64, False, [False, True, False, False], 5462, 'South', (10, 12))
Element 19: (2, (10, 12), ['.', '.', '', '%'], [(18, 9), (16, 8), (15, 10)], [False, False, False, True], 62, False, [True, True, False, False], 5481, 'South', (10, 11))
Element 20: (2, (10, 11), ['.', '', '', '.'], [(18, 8), (17, 8), (15, 9)], [False, False, False, False], 60, False, [True, False, False, True], 5520, 'East', (11, 11))
Element 21: (2, (11, 11), ['', '', '%', ''], [(18, 9), (18, 8), (15, 8)], [False, False, True, False], 58, False, [False, False, False, False], 5529, 'West', (10, 11))
Element 22: (2, (10, 11), ['.', '', '', ''], [(17, 9), (18, 9), (15, 7)], [False, False, False, False], 56, False, [True, False, False, False], 5538, 'West', (9, 11))
Element 23: (2, (9, 11), ['.', '', '.', ''], [(17, 10), (18, 10), (16, 7)], [False, False, False, False], 54, False, [True, False, True, False], 5557, 'North', (9, 12))
Element 24: (2, (9, 12), ['%', '', '%', ''], [(16, 10), (18, 11), (16, 6)], [True, False, True, False], 52, False, [False, False, False, False], 5576, 'South', (9, 11))
Element 25: (2, (9, 11), ['.', '', '', ''], [(16, 9), (17, 11), (17, 6)], [False, False, False, False], 50, False, [True, False, False, False], 5585, 'West', (8, 11))
Element 26: (2, (8, 11), ['F', '.', '%', ''], [(16, 8), (17, 10), (18, 6)], [False, False, True, False], 48, False, [False, True, False, False], 5604, 'West', (7, 11))
Element 27: (2, (7, 11), ['.', '.', '%', ''], [(17, 8), (17, 9), (18, 5)], [False, False, True, False], 46, False, [True, True, False, False], 6613, 'South', (7, 10))
Element 28: (2, (7, 10), ['.', '', '', '.'], [(16, 8), (16, 9), (18, 4)], [False, False, False, False], 44, False, [True, False, False, True], 6632, 'East', (8, 10))
Element 29: (2, (8, 10), ['', '', '', ''], [(16, 7), (16, 10), (17, 4)], [False, False, False, False], 42, False, [False, False, False, False], 6651, 'West', (7, 10))
Element 30: (2, (7, 10), ['.', '', '', ''], [(16, 6), (16, 11), (17, 5)], [False, False, False, False], 40, False, [True, False, False, False], 6660, 'West', (6, 10))
Element 31: (2, (6, 10), ['.', '', '.', ''], [(15, 6), (16, 12), (17, 4)], [False, False, False, False], 38, False, [True, False, True, False], 6679, 'North', (6, 11))
Element 32: (2, (6, 11), ['.', '', '%', ''], [(15, 5), (16, 13), (17, 3)], [False, False, True, False], 36, False, [True, False, False, False], 6708, 'West', (5, 11))
Element 33: (2, (5, 11), ['%', '.', '%', ''], [(15, 4), (17, 13), (16, 3)], [True, False, True, False], 34, False, [False, True, False, False], 6737, 'South', (5, 10))
Element 34: (2, (5, 10), ['.', '', '', ''], [(15, 5), (18, 13), (16, 4)], [False, False, False, False], 32, False, [True, False, False, False], 6756, 'West', (4, 10))
Element 35: (2, (4, 10), ['.', '.', '%', ''], [(14, 5), (17, 13), (15, 4)], [False, False, True, False], 30, False, [True, True, False, False], 6775, 'South', (4, 9))
Element 36: (2, (4, 9), ['%', '%', '', ''], [(14, 6), (16, 13), (15, 5)], [True, True, False, False], 28, False, [False, False, False, False], 6794, 'North', (4, 10))
Element 37: (2, (4, 10), ['.', '', '%', ''], [(14, 7), (16, 12), (15, 6)], [False, False, True, False], 26, False, [True, False, False, False], 6803, 'West', (3, 10))
Element 38: (2, (3, 10), ['.', '%', '.', ''], [(13, 7), (15, 12), (14, 6)], [False, True, False, False], 24, False, [True, False, True, False], 6822, 'North', (3, 11))
Element 39: (2, (3, 11), ['.', '', '.', '%'], [(12, 7), (15, 11), (13, 6)], [False, False, False, True], 22, False, [True, False, True, False], 6851, 'North', (3, 12))
Element 40: (2, (3, 12), ['.', '', '.', '%'], [(12, 6), (15, 10), (13, 5)], [False, False, False, True], 20, False, [True, False, True, False], 6880, 'North', (3, 13))
Element 41: (2, (3, 13), ['.', '', '%', 'F'], [(13, 6), (15, 9), (12, 5)], [False, False, True, False], 18, False, [True, False, False, False], 6899, 'East', (4, 13))
Element 42: (2, (4, 13), ['', '%', '%', 'F'], [(13, 5), (15, 10), (12, 6)], [False, True, True, False], 16, False, [False, False, False, False], 7898, 'East', (5, 13))
Element 43: (2, (5, 13), ['', '%', '%', '.'], [(12, 5), (14, 10), (12, 7)], [False, True, True, False], 14, False, [False, False, False, True], 8897, 'East', (6, 13))
Element 44: (2, (6, 13), ['', '%', '%', '.'], [(13, 5), (14, 11), (13, 7)], [False, True, True, False], 12, False, [False, False, False, True], 8906, 'East', (7, 13))
Element 45: (2, (7, 13), ['', '%', '%', '%'], [(13, 6), (14, 12), (14, 7)], [False, True, True, True], 10, False, [False, False, False, False], 8915, 'West', (6, 13))
Element 46: (2, (6, 13), ['', '%', '%', ''], [(12, 6), (13, 12), (14, 8)], [False, True, True, False], 8, False, [False, False, False, False], 8914, 'West', (5, 13))
Element 47: (2, (5, 13), ['', '%', '%', ''], [(12, 7), (13, 11), (13, 8)], [False, True, True, False], 6, False, [False, False, False, False], 8913, 'West', (4, 13))
Element 48: (2, (4, 13), ['', '%', '%', ''], [(13, 7), (13, 10), (13, 9)], [False, True, True, False], 4, False, [False, False, False, False], 8912, 'West', (3, 13))
Element 49: (2, (3, 13), ['.', '', '%', ''], [(13, 8), (12, 10), (12, 9)], [False, False, True, False], 2, False, [True, False, False, False], 8911, 'West', (2, 13))
Element 50: (2, (2, 13), ['%', '.', '%', ''], [(13, 8), (12, 10), (11, 9)], [True, False, True, False], 0, False, [False, True, False, False], 8920, 'Stop', (2, 13))
Element 51: #0#
