Element 1: (1, (2, 2), ['.', 'F', '%', '.'], [(13, 10), (11, 10), (16, 3)], [False, False, True, False], 98, False, [True, False, False, True], 9, 'South', (2, 1))
Element 2: (1, (2, 1), ['.', '%', '', '.'], [(14, 10), (12, 10), (17, 3)], [False, True, False, False], 96, False, [True, False, False, True], 1038, 'East', (3, 1))
Element 3: (1, (3, 1), ['', '%', '.', '.'], [(15, 10), (12, 11), (17, 4)], [False, True, False, False], 94, False, [False, False, True, True], 1077, 'East', (4, 1))
Element 4: (1, (4, 1), ['', '%', '.', '%'], [(16, 10), (13, 11), (18, 4)], [False, True, False, True], 92, False, [False, False, True, False], 1116, 'North', (4, 2))
Element 5: (1, (4, 2), ['.', '', '%', '.'], [(17, 10), (14, 11), (18, 5)], [False, False, True, False], 90, False, [True, False, False, True], 1155, 'East', (5, 2))
Element 6: (1, (5, 2), ['', '%', '.', '.'], [(18, 10), (15, 11), (18, 6)], [False, True, False, False], 88, False, [False, False, True, True], 1194, 'East', (6, 2))
Element 7: (1, (6, 2), ['', '%', '.', '.'], [(18, 11), (16, 11), (17, 6)], [False, True, False, False], 86, False, [False, False, True, True], 1233, 'East', (7, 2))
Element 8: (1, (7, 2), ['', '%', '.', '.'], [(18, 10), (17, 11), (17, 5)], [False, True, False, False], 84, False, [False, False, True, True], 1262, 'East', (8, 2))
Element 9: (1, (8, 2), ['', '%', '%', '.'], [(18, 9), (18, 11), (17, 6)], [False, True, True, False], 82, False, [False, False, False, True], 1281, 'East', (9, 2))
Element 10: (1, (9, 2), ['', 'F', '%', '.'], [(18, 8), (18, 10), (16, 6)], [False, False, True, False], 80, False, [False, False, False, True], 1310, 'South', (9, 1))
Element 11: (1, (9, 1), ['%', '%', '', '.'], [(17, 8), (18, 9), (16, 7)], [True, True, False, False], 78, False, [False, False, False, True], 2329, 'East', (10, 1))
Element 12: (1, (10, 1), ['', '%', '.', '.'], [(18, 8), (17, 9), (16, 8)], [False, True, False, False], 76, False, [False, False, True, True], 2358, 'East', (11, 1))
Element 13: (1, (11, 1), ['', '%', '.', '.'], [(18, 9), (16, 9), (15, 8)], [False, True, False, False], 74, False, [False, False, True, True], 2387, 'East', (12, 1))
Element 14: (1, (12, 1), ['', '%', '.', '.'], [(17, 9), (15, 9), (15, 7)], [False, True, False, False], 72, False, [False, False, True, True], 2416, 'East', (13, 1))
Element 15: (1, (13, 1), ['', '%', '%', '.'], [(16, 9), (15, 10), (15, 6)], [False, True, True, False], 70, False, [False, False, False, True], 2435, 'East', (14, 1))
Element 16: (1, (14, 1), ['', '%', '.', '%'], [(16, 8), (16, 10), (15, 5)], [False, True, False, True], 68, False, [False, False, True, False], 2454, 'North', (14, 2))
Element 17: (1, (14, 2), ['%', '', '.', '.'], [(16, 7), (17, 10), (15, 4)], [True, False, False, False], 66, False, [False, False, True, True], 2473, 'East', (15, 2))
Element 18: (1, (15, 2), ['', '%', '%', '.'], [(16, 6), (16, 10), (16, 4)], [False, True, True, False], 64, False, [False, False, False, True], 2492, 'East', (16, 2))
Element 19: (1, (16, 2), ['', '%', '', '%'], [(17, 6), (15, 10), (15, 4)], [False, True, False, True], 62, False, [False, False, False, False], 2501, 'North', (16, 3))
Element 20: (1, (16, 3), ['%', '', '', ''], [(18, 6), (14, 10), (15, 5)], [True, False, False, False], 60, False, [False, False, False, False], 2500, 'East', (17, 3))
Element 21: (1, (17, 3), ['', '%', '', '%'], [(18, 5), (13, 10), (14, 5)], [False, True, False, True], 58, False, [False, False, False, False], 2509, 'North', (17, 4))
Element 22: (1, (17, 4), ['', '', '', 'G'], [(18, 4), (13, 9), (14, 6)], [False, False, False, False], 56, False, [False, False, False, False], 2518, 'North', (17, 5))
