Element 1: (0, (5, 9), ['.', '%', '.', 'F'], [(1, 10), (10, 1), (11, 1)], [False, True, False, False], 98, False, [True, False, True, False], 0, 'East', (6, 9))
Element 2: (0, (6, 9), ['', '%', '.', 'F'], [(2, 10), (9, 1), (12, 1)], [False, True, False, False], 96, False, [False, False, True, False], 2019, 'East', (7, 9))
Element 3: (0, (7, 9), ['', '%', '.', '.'], [(3, 10), (9, 2), (13, 1)], [False, True, False, False], 94, False, [False, False, True, True], 3048, 'East', (8, 9))
Element 4: (0, (8, 9), ['', '.', '.', '.'], [(4, 10), (10, 2), (14, 1)], [False, False, False, False], 92, False, [False, True, True, True], 3087, 'East', (9, 9))
Element 5: (0, (9, 9), ['', '.', '.', '%'], [(5, 10), (11, 2), (14, 2)], [False, False, False, True], 90, False, [False, True, True, False], 3126, 'North', (9, 10))
Element 6: (0, (9, 10), ['.', '', '.', '.'], [(6, 10), (12, 2), (15, 2)], [False, False, False, False], 88, False, [True, False, True, True], 3165, 'East', (10, 10))
Element 7: (0, (10, 10), ['', '%', '.', '.'], [(7, 10), (12, 3), (16, 2)], [False, True, False, False], 86, False, [False, False, True, True], 3204, 'East', (11, 10))
Element 8: (0, (11, 10), ['', '.', '.', '.'], [(7, 11), (13, 3), (16, 3)], [False, False, False, False], 84, False, [False, True, True, True], 4233, 'East', (12, 10))
Element 9: (0, (12, 10), ['', '.', '.', '.'], [(8, 11), (14, 3), (17, 3)], [False, False, False, False], 82, False, [False, True, True, True], 4272, 'East', (13, 10))
Element 10: (0, (13, 10), ['', '.', '.', '.'], [(9, 11), (14, 2), (17, 4)], [False, False, False, False], 80, False, [False, True, True, True], 4301, 'East', (14, 10))
Element 11: (0, (14, 10), ['', '%', '.', '.'], [(10, 11), (15, 2), (18, 4)], [False, True, False, False], 78, False, [False, False, True, True], 4330, 'East', (15, 10))
Element 12: (0, (15, 10), ['', '.', '.', '.'], [(11, 11), (16, 2), (18, 5)], [False, False, False, False], 76, False, [False, True, True, True], 4359, 'East', (16, 10))
Element 13: (0, (16, 10), ['', '.', '.', '.'], [(12, 11), (16, 3), (18, 6)], [False, False, False, False], 74, False, [False, True, True, True], 4388, 'East', (17, 10))
Element 14: (0, (17, 10), ['', '.', '.', '.'], [(13, 11), (16, 4), (17, 6)], [False, False, False, False], 72, False, [False, True, True, True], 4427, 'East', (18, 10))
Element 15: (0, (18, 10), ['', '.', '.', '%'], [(14, 11), (15, 4), (17, 5)], [False, False, False, True], 70, False, [False, True, True, False], 4466, 'North', (18, 11))
Element 16: (0, (18, 11), ['.', '', '%', '%'], [(15, 11), (15, 5), (17, 6)], [False, False, True, True], 68, False, [True, False, False, False], 4495, 'West', (17, 11))
Element 17: (0, (17, 11), ['G', '', '%', ''], [(16, 11), (15, 6), (16, 6)], [False, False, True, False], 66, False, [False, False, False, False], 4534, 'East', (18, 11))
Element 18: (0, (18, 11), ['', '', '%', '%'], [(16, 12), (15, 7), (16, 7)], [False, False, True, True], 64, False, [False, False, False, False], 4563, 'South', (18, 10))
Element 19: (0, (18, 10), ['', '.', '', '%'], [(16, 13), (15, 8), (16, 8)], [False, False, False, True], 62, False, [False, True, False, False], 4592, 'South', (18, 9))
Element 20: (0, (18, 9), ['.', '.', '', '%'], [(17, 13), (15, 9), (17, 8)], [False, False, False, True], 60, False, [True, True, False, False], 4631, 'South', (18, 8))
Element 21: (0, (18, 8), ['', '%', '', '%'], [(18, 13), (16, 9), (17, 9)], [False, True, False, True], 58, False, [False, False, False, False], 4670, 'West', (17, 8))
Element 22: (0, (17, 8), ['', '%', '', ''], [(17, 13), (16, 10), (18, 9)], [False, True, False, False], 56, False, [False, False, False, False], 4669, 'North', (17, 9))
Element 23: (0, (17, 9), ['', '', 'G', ''], [(16, 13), (17, 10), (18, 10)], [False, False, False, False], 54, False, [False, False, False, False], 4668, 'West', (16, 9))
Element 24: (0, (16, 9), ['', '', '', ''], [(16, 12), (17, 11), (18, 11)], [False, False, False, False], 52, False, [False, False, False, False], 4667, 'South', (16, 8))
Element 25: (0, (16, 8), ['', '', '', ''], [(15, 12), (16, 11), (17, 11)], [False, False, False, False], 50, False, [False, False, False, False], 4676, 'South', (16, 7))
Element 26: (0, (16, 7), ['', '', '', '%'], [(14, 12), (16, 12), (17, 10)], [False, False, False, True], 48, False, [False, False, False, False], 4685, 'South', (16, 6))
Element 27: (0, (16, 6), ['', '%', '', ''], [(13, 12), (16, 13), (16, 10)], [False, True, False, False], 46, False, [False, False, False, False], 4694, 'East', (17, 6))
Element 28: (0, (17, 6), ['', '', '%', ''], [(12, 12), (17, 13), (16, 11)], [False, False, True, False], 44, False, [False, False, False, False], 4703, 'East', (18, 6))
Element 29: (0, (18, 6), ['', '', '%', '%'], [(12, 13), (18, 13), (16, 12)], [False, False, True, True], 42, False, [False, False, False, False], 5702, 'South', (18, 5))
Element 30: (0, (18, 5), ['', '', '', '%'], [(11, 13), (17, 13), (16, 13)], [False, False, False, True], 40, False, [False, False, False, False], 5711, 'South', (18, 4))
Element 31: (0, (18, 4), ['', '%', '', '%'], [(10, 13), (18, 13), (17, 13)], [False, True, False, True], 38, False, [False, False, False, False], 5720, 'West', (17, 4))
Element 32: (0, (17, 4), ['', '', '', ''], [(10, 12), (18, 13), (16, 13)], [False, False, False, False], 36, False, [False, False, False, False], 5729, 'North', (17, 5))
Element 33: (0, (17, 5), ['%', '', '', ''], [(9, 12), (18, 13), (16, 12)], [True, False, False, False], 34, False, [False, False, False, False], 5738, 'South', (17, 4))
Element 34: (0, (17, 4), ['', '', '', ''], [(10, 12), (17, 13), (15, 12)], [False, False, False, False], 32, False, [False, False, False, False], 5737, 'South', (17, 3))
Element 35: (0, (17, 3), ['', '%', '', '%'], [(10, 13), (17, 13), (15, 11)], [False, True, False, True], 30, False, [False, False, False, False], 5736, 'West', (16, 3))
Element 36: (0, (16, 3), ['%', '', '', ''], [(11, 13), (16, 13), (15, 10)], [True, False, False, False], 28, False, [False, False, False, False], 5735, 'North', (16, 4))
Element 37: (0, (16, 4), ['', '', '%', ''], [(12, 13), (16, 12), (15, 9)], [False, False, True, False], 26, False, [False, False, False, False], 5734, 'West', (15, 4))
Element 38: (0, (15, 4), ['%', '%', '', ''], [(12, 12), (16, 11), (16, 9)], [True, True, False, False], 24, False, [False, False, False, False], 5733, 'North', (15, 5))
Element 39: (0, (15, 5), ['.', '', '', '%'], [(13, 12), (16, 10), (15, 9)], [False, False, False, True], 22, False, [True, False, False, False], 5732, 'West', (14, 5))
Element 40: (0, (14, 5), ['.', '%', '.', ''], [(14, 12), (16, 9), (15, 8)], [False, True, False, False], 20, False, [True, False, True, False], 5741, 'North', (14, 6))
Element 41: (0, (14, 6), ['.', '', '.', ''], [(15, 12), (16, 10), (14, 8)], [False, False, False, False], 18, False, [True, False, True, False], 5760, 'North', (14, 7))
Element 42: (0, (14, 7), ['.', '', '', ''], [(16, 12), (16, 10), (13, 8)], [False, False, False, False], 16, False, [True, False, False, False], 5779, 'West', (13, 7))
Element 43: (0, (13, 7), ['.', '.', '', ''], [(16, 11), (15, 10), (13, 9)], [False, False, False, False], 14, False, [True, True, False, False], 5798, 'South', (13, 6))
Element 44: (0, (13, 6), ['.', '.', '', ''], [(17, 11), (15, 11), (12, 9)], [False, False, False, False], 12, False, [True, True, False, False], 5817, 'South', (13, 5))
Element 45: (0, (13, 5), ['.', '%', '', ''], [(18, 11), (15, 12), (11, 9)], [False, True, False, False], 10, False, [True, False, False, False], 5836, 'West', (12, 5))
