Element 1: (2, (10, 1), ['F', '%', '.', '.'], [(11, 10), (5, 2), (17, 6)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'West', (9, 1))
Element 2: (2, (9, 1), ['%', '%', '.', ''], [(12, 10), (6, 2), (18, 6)], [True, True, False, False], 96, False, [False, False, True, False], 1048, 'North', (9, 2))
Element 3: (2, (9, 2), ['.', '', '%', '.'], [(13, 10), (7, 2), (18, 5)], [False, False, True, False], 94, False, [True, False, False, True], 1087, 'East', (10, 2))
Element 4: (2, (10, 2), ['', '', '.', '.'], [(14, 10), (8, 2), (18, 4)], [False, False, False, False], 92, False, [False, False, True, True], 1126, 'East', (11, 2))
Element 5: (2, (11, 2), ['', '.', '.', '.'], [(15, 10), (9, 2), (17, 4)], [False, False, False, False], 90, False, [False, True, True, True], 1155, 'East', (12, 2))
Element 6: (2, (12, 2), ['', '.', '.', '%'], [(16, 10), (10, 2), (17, 5)], [False, False, False, True], 88, False, [False, True, True, False], 1184, 'North', (12, 3))
Element 7: (2, (12, 3), ['.', '', '%', '.'], [(17, 10), (10, 3), (17, 4)], [False, False, True, False], 86, False, [True, False, False, True], 1213, 'East', (13, 3))
Element 8: (2, (13, 3), ['', '%', '%', '.'], [(18, 10), (11, 3), (17, 3)], [False, True, True, False], 84, False, [False, False, False, True], 1252, 'East', (14, 3))
Element 9: (2, (14, 3), ['', '.', '%', '%'], [(18, 11), (12, 3), (16, 3)], [False, False, True, True], 82, False, [False, True, False, False], 1281, 'South', (14, 2))
Element 10: (2, (14, 2), ['%', '.', '', '.'], [(17, 11), (13, 3), (16, 4)], [True, False, False, False], 80, False, [False, True, False, True], 1310, 'East', (15, 2))
Element 11: (2, (15, 2), ['', '%', '%', '.'], [(16, 11), (14, 3), (15, 4)], [False, True, True, False], 78, False, [False, False, False, True], 1339, 'East', (16, 2))
Element 12: (2, (16, 2), ['', '%', '', '%'], [(16, 12), (14, 2), (15, 5)], [False, True, False, True], 76, False, [False, False, False, False], 1368, 'North', (16, 3))
Element 13: (2, (16, 3), ['%', '', '', ''], [(16, 13), (14, 1), (15, 6)], [True, False, False, False], 74, False, [False, False, False, False], 1397, 'East', (17, 3))
Element 14: (2, (17, 3), ['', '%', '', '%'], [(17, 13), (13, 1), (16, 6)], [False, True, False, True], 72, False, [False, False, False, False], 1426, 'North', (17, 4))
Element 15: (2, (17, 4), ['', '', '', ''], [(18, 13), (12, 1), (16, 7)], [False, False, False, False], 70, False, [False, False, False, False], 1455, 'East', (18, 4))
Element 16: (2, (18, 4), ['', '%', '', '%'], [(17, 13), (11, 1), (16, 8)], [False, True, False, True], 68, False, [False, False, False, False], 1474, 'North', (18, 5))
Element 17: (2, (18, 5), ['', '', '', '%'], [(16, 13), (11, 2), (17, 8)], [False, False, False, True], 66, False, [False, False, False, False], 1483, 'North', (18, 6))
Element 18: (2, (18, 6), ['', '', '%', '%'], [(16, 12), (12, 2), (18, 8)], [False, False, True, True], 64, False, [False, False, False, False], 1492, 'West', (17, 6))
Element 19: (2, (17, 6), ['', '', '%', ''], [(15, 12), (11, 2), (18, 9)], [False, False, True, False], 62, False, [False, False, False, False], 1511, 'South', (17, 5))
Element 20: (2, (17, 5), ['%', '', '', ''], [(15, 11), (11, 1), (17, 9)], [True, False, False, False], 60, False, [False, False, False, False], 1530, 'North', (17, 6))
Element 21: (2, (17, 6), ['', '', '%', ''], [(14, 11), (10, 1), (16, 9)], [False, False, True, False], 58, False, [False, False, False, False], 1549, 'West', (16, 6))
Element 22: (2, (16, 6), ['', '%', '', ''], [(14, 12), (9, 1), (15, 9)], [False, True, False, False], 56, False, [False, False, False, False], 1568, 'North', (16, 7))
Element 23: (2, (16, 7), ['.', '', '', '%'], [(13, 12), (10, 1), (15, 8)], [False, False, False, True], 54, False, [True, False, False, False], 1587, 'West', (15, 7))
Element 24: (2, (15, 7), ['.', '', '', ''], [(13, 11), (11, 1), (14, 8)], [False, False, False, False], 52, False, [True, False, False, False], 1616, 'West', (14, 7))
Element 25: (2, (14, 7), ['.', '.', '', ''], [(12, 11), (12, 1), (13, 8)], [False, False, False, False], 50, False, [True, True, False, False], 1645, 'South', (14, 6))
Element 26: (2, (14, 6), ['.', '.', '', ''], [(12, 12), (12, 2), (13, 9)], [False, False, False, False], 48, False, [True, True, False, False], 1674, 'South', (14, 5))
Element 27: (2, (14, 5), ['.', '%', '', ''], [(12, 13), (12, 1), (12, 9)], [False, True, False, False], 46, False, [True, False, False, False], 2693, 'West', (13, 5))
Element 28: (2, (13, 5), ['.', '%', '.', ''], [(11, 13), (13, 1), (11, 9)], [False, True, False, False], 44, False, [True, False, True, False], 2722, 'North', (13, 6))
Element 29: (2, (13, 6), ['.', '', '.', ''], [(10, 13), (14, 1), (11, 8)], [False, False, False, False], 42, False, [True, False, True, False], 2751, 'North', (13, 7))
Element 30: (2, (13, 7), ['.', '', '', ''], [(10, 12), (14, 2), (10, 8)], [False, False, False, False], 40, False, [True, False, False, False], 2780, 'West', (12, 7))
Element 31: (2, (12, 7), ['%', '.', '%', ''], [(10, 11), (15, 2), (10, 7)], [True, False, True, False], 38, False, [False, True, False, False], 3799, 'South', (12, 6))
Element 32: (2, (12, 6), ['%', '.', '', ''], [(11, 11), (16, 2), (9, 7)], [True, False, False, False], 36, False, [False, True, False, False], 4818, 'South', (12, 5))
Element 33: (2, (12, 5), ['%', '%', '', ''], [(10, 11), (16, 3), (9, 8)], [True, True, False, False], 34, False, [False, False, False, False], 4837, 'North', (12, 6))
Element 34: (2, (12, 6), ['%', '', '', ''], [(9, 11), (17, 3), (9, 9)], [True, False, False, False], 32, False, [False, False, False, False], 4856, 'North', (12, 7))
Element 35: (2, (12, 7), ['%', '', '%', ''], [(9, 12), (17, 4), (9, 10)], [True, False, True, False], 30, False, [False, False, False, False], 4875, 'East', (13, 7))
Element 36: (2, (13, 7), ['', '', '', ''], [(9, 11), (18, 4), (8, 10)], [False, False, False, False], 28, False, [False, False, False, False], 4884, 'North', (13, 8))
Element 37: (2, (13, 8), ['%', '', '', ''], [(9, 10), (18, 5), (8, 11)], [True, False, False, False], 26, False, [False, False, False, False], 4893, 'East', (14, 8))
Element 38: (2, (14, 8), ['', '', '%', ''], [(9, 9), (18, 6), (7, 11)], [False, False, True, False], 24, False, [False, False, False, False], 5892, 'East', (15, 8))
Element 39: (2, (15, 8), ['', '', '', ''], [(8, 9), (17, 6), (7, 10)], [False, False, False, False], 22, False, [False, False, False, False], 5911, 'East', (16, 8))
Element 40: (2, (16, 8), ['', '', '', ''], [(8, 8), (17, 5), (7, 9)], [False, False, False, False], 20, False, [False, False, False, False], 6920, 'East', (17, 8))
Element 41: (2, (17, 8), ['', '%', '', ''], [(9, 8), (17, 6), (6, 9)], [False, True, False, False], 18, False, [False, False, False, False], 7919, 'East', (18, 8))
Element 42: (2, (18, 8), ['', '%', '', '%'], [(10, 8), (16, 6), (6, 10)], [False, True, False, True], 16, False, [False, False, False, False], 7928, 'North', (18, 9))
Element 43: (2, (18, 9), ['', '', '', '%'], [(11, 8), (16, 7), (6, 11)], [False, False, False, True], 14, False, [False, False, False, False], 7937, 'North', (18, 10))
Element 44: (2, (18, 10), ['', '', '', '%'], [(11, 9), (16, 8), (5, 11)], [False, False, False, True], 12, False, [False, False, False, False], 7946, 'North', (18, 11))
Element 45: (2, (18, 11), ['', '', '%', '%'], [(12, 9), (17, 8), (5, 10)], [False, False, True, True], 10, False, [False, False, False, False], 7955, 'West', (17, 11))
Element 46: (2, (17, 11), ['', '', '%', ''], [(13, 9), (18, 8), (5, 9)], [False, False, True, False], 8, False, [False, False, False, False], 7964, 'South', (17, 10))
