Element 1: (2, (9, 6), ['%', '.', 'F', '.'], [(4, 6), (3, 7), (13, 10)], [True, False, False, False], 98, False, [False, True, False, True], 19, 'North', (9, 7))
Element 33: (2, (15, 12), ['', '', '%', 'G'], [(16, 12), (18, 4), (12, 9)], [False, False, True, False], 34, False, [False, False, False, False], 5807, 'South', (15, 11))
Element 34: (2, (15, 11), ['', '', '', ''], [(16, 13), (18, 5), (13, 9)], [False, False, False, False], 32, False, [False, False, False, False], 5816, 'West', (14, 11))
Element 35: (2, (14, 11), ['', '', '', ''], [(17, 13), (18, 6), (13, 8)], [False, False, False, False], 30, False, [False, False, False, False], 5825, 'North', (14, 12))
Element 36: (2, (14, 12), ['', '', '%', ''], [(18, 13), (17, 6), (13, 7)], [False, False, True, False], 28, False, [False, False, False, False], 5844, 'West', (13, 12))
Element 37: (2, (13, 12), ['', '', '%', ''], [(17, 13), (17, 5), (14, 7)], [False, False, True, False], 26, False, [False, False, False, False], 5863, 'South', (13, 11))
Element 38: (2, (13, 11), ['', '', '', ''], [(16, 13), (17, 6), (15, 7)], [False, False, False, False], 24, False, [False, False, False, False], 5872, 'South', (13, 10))
Element 39: (2, (13, 10), ['', '', '', ''], [(16, 12), (16, 6), (16, 7)], [False, False, False, False], 22, False, [False, False, False, False], 5891, 'East', (14, 10))
Element 40: (2, (14, 10), ['', '%', '', ''], [(15, 12), (15, 6), (16, 8)], [False, True, False, False], 20, False, [False, False, False, False], 5900, 'West', (13, 10))
Element 41: (2, (13, 10), ['', '', '', ''], [(15, 11), (15, 5), (17, 8)], [False, False, False, False], 18, False, [False, False, False, False], 5909, 'West', (12, 10))
Element 42: (2, (12, 10), ['', '', '', ''], [(14, 11), (15, 4), (18, 8)], [False, False, False, False], 16, False, [False, False, False, False], 5918, 'North', (12, 11))
Element 43: (2, (12, 11), ['', '', '', ''], [(14, 12), (16, 4), (18, 9)], [False, False, False, False], 14, False, [False, False, False, False], 5927, 'North', (12, 12))
Element 44: (2, (12, 12), ['%', '', '', 'G'], [(13, 12), (15, 4), (17, 9)], [True, False, False, False], 12, False, [False, False, False, False], 5926, 'North', (12, 13))
Element 45: (2, (12, 13), ['', '', '%', '%'], [(13, 11), (15, 5), (16, 9)], [False, False, True, True], 10, False, [False, False, False, False], 5925, 'West', (11, 13))
Element 46: (2, (11, 13), ['', '%', '%', ''], [(12, 11), (14, 5), (15, 9)], [False, True, True, False], 8, False, [False, False, False, False], 5934, 'West', (10, 13))
Element 47: (2, (10, 13), ['%', '', '%', ''], [(12, 12), (14, 6), (15, 8)], [True, False, True, False], 6, False, [False, False, False, False], 5943, 'South', (10, 12))
Element 48: (2, (10, 12), ['.', '', '', '%'], [(12, 13), (13, 6), (14, 8)], [False, False, False, True], 4, False, [True, False, False, False], 5952, 'West', (9, 12))
Element 49: (2, (9, 12), ['%', '.', '%', ''], [(11, 13), (13, 5), (15, 8)], [True, False, True, False], 2, False, [False, True, False, False], 5971, 'South', (9, 11))
Element 50: (2, (9, 11), ['.', '', '', ''], [(11, 13), (13, 5), (15, 9)], [False, False, False, False], 0, False, [True, False, False, False], 5980, 'Stop', (9, 11))
Element 51: #0#
