Element 1: (2, (9, 6), ['%', '.', 'F', '.'], [(4, 6), (3, 7), (13, 10)], [True, False, False, False], 98, False, [False, True, False, True], 19, 'North', (9, 7))
Element 2: (2, (9, 7), ['%', '', '.', 'F'], [(5, 6), (3, 8), (14, 10)], [True, False, False, False], 96, False, [False, False, True, False], 2038, 'East', (10, 7))
Element 3: (2, (10, 7), ['', '.', '.', '%'], [(6, 6), (3, 7), (15, 10)], [False, False, False, True], 94, False, [False, True, True, False], 3057, 'North', (10, 8))
Element 4: (2, (10, 8), ['.', '', '%', '.'], [(6, 7), (3, 6), (16, 10)], [False, False, True, False], 92, False, [True, False, False, True], 3086, 'East', (11, 8))
Element 5: (2, (11, 8), ['', '%', '.', '%'], [(5, 7), (2, 6), (17, 10)], [False, True, False, True], 90, False, [False, False, True, False], 3125, 'North', (11, 9))
Element 6: (2, (11, 9), ['%', '', '.', '.'], [(6, 7), (1, 6), (18, 10)], [True, False, False, False], 88, False, [False, False, True, True], 3154, 'East', (12, 9))
Element 7: (2, (12, 9), ['', '%', '.', '.'], [(6, 6), (1, 7), (18, 11)], [False, True, False, False], 86, False, [False, False, True, True], 3183, 'East', (13, 9))
Element 8: (2, (13, 9), ['', '.', '', '%'], [(6, 5), (1, 6), (17, 11)], [False, False, False, True], 84, False, [False, True, False, False], 3212, 'South', (13, 8))
Element 9: (2, (13, 8), ['%', '.', '', '.'], [(7, 5), (2, 6), (16, 11)], [True, False, False, False], 82, False, [False, True, False, True], 3241, 'East', (14, 8))
Element 10: (2, (14, 8), ['', '.', '%', '.'], [(7, 4), (3, 6), (16, 12)], [False, False, True, False], 80, False, [False, True, False, True], 3270, 'East', (15, 8))
Element 11: (2, (15, 8), ['', '.', '.', '.'], [(8, 4), (4, 6), (16, 13)], [False, False, False, False], 78, False, [False, True, True, True], 3299, 'East', (16, 8))
Element 12: (2, (16, 8), ['', '.', '.', '.'], [(9, 4), (4, 5), (17, 13)], [False, False, False, False], 76, False, [False, True, True, True], 3338, 'East', (17, 8))
Element 13: (2, (17, 8), ['', '%', '.', '.'], [(10, 4), (5, 5), (18, 13)], [False, True, False, False], 74, False, [False, False, True, True], 3377, 'East', (18, 8))
Element 14: (2, (18, 8), ['', '%', '.', '%'], [(10, 5), (5, 4), (17, 13)], [False, True, False, True], 72, False, [False, False, True, False], 3406, 'North', (18, 9))
Element 15: (2, (18, 9), ['.', '', '', '%'], [(10, 6), (6, 4), (16, 13)], [False, False, False, True], 70, False, [True, False, False, False], 3435, 'West', (17, 9))
Element 16: (2, (17, 9), ['.', '', '', ''], [(10, 7), (6, 3), (16, 12)], [False, False, False, False], 68, False, [True, False, False, False], 3454, 'West', (16, 9))
Element 17: (2, (16, 9), ['.', '', '', ''], [(10, 8), (7, 3), (15, 12)], [False, False, False, False], 66, False, [True, False, False, False], 3483, 'West', (15, 9))
Element 18: (2, (15, 9), ['%', '', '', ''], [(9, 8), (7, 2), (15, 11)], [True, False, False, False], 64, False, [False, False, False, False], 3522, 'North', (15, 10))
Element 19: (2, (15, 10), ['', '', '', ''], [(9, 9), (8, 2), (14, 11)], [False, False, False, False], 62, False, [False, False, False, False], 3551, 'East', (16, 10))
Element 20: (2, (16, 10), ['', '', '', ''], [(9, 10), (9, 2), (14, 12)], [False, False, False, False], 60, False, [False, False, False, False], 3580, 'East', (17, 10))
Element 21: (2, (17, 10), ['', '', '', ''], [(10, 10), (9, 1), (13, 12)], [False, False, False, False], 58, False, [False, False, False, False], 4599, 'East', (18, 10))
Element 22: (2, (18, 10), ['', '', '', '%'], [(11, 10), (10, 1), (13, 11)], [False, False, False, True], 56, False, [False, False, False, False], 4628, 'North', (18, 11))
Element 23: (2, (18, 11), ['', '', '%', '%'], [(12, 10), (11, 1), (12, 11)], [False, False, True, True], 54, False, [False, False, False, False], 4657, 'West', (17, 11))
Element 24: (2, (17, 11), ['', '', '%', ''], [(13, 10), (12, 1), (12, 12)], [False, False, True, False], 52, False, [False, False, False, False], 4676, 'West', (16, 11))
Element 25: (2, (16, 11), ['', '', '', ''], [(14, 10), (13, 1), (12, 13)], [False, False, False, False], 50, False, [False, False, False, False], 5685, 'North', (16, 12))
Element 26: (2, (16, 12), ['', '', '', '%'], [(15, 10), (14, 1), (11, 13)], [False, False, False, True], 48, False, [False, False, False, False], 5704, 'North', (16, 13))
Element 27: (2, (16, 13), ['%', '', '%', ''], [(16, 10), (14, 2), (10, 13)], [True, False, True, False], 46, False, [False, False, False, False], 5723, 'East', (17, 13))
Element 28: (2, (17, 13), ['', '%', '%', ''], [(17, 10), (15, 2), (10, 12)], [False, True, True, False], 44, False, [False, False, False, False], 5742, 'East', (18, 13))
Element 29: (2, (18, 13), ['', '%', '%', '%'], [(18, 10), (16, 2), (10, 11)], [False, True, True, True], 42, False, [False, False, False, False], 5761, 'West', (17, 13))
Element 30: (2, (17, 13), ['', '%', '%', ''], [(18, 11), (16, 3), (11, 11)], [False, True, True, False], 40, False, [False, False, False, False], 5780, 'West', (16, 13))
Element 31: (2, (16, 13), ['%', '', '%', ''], [(17, 11), (17, 3), (11, 10)], [True, False, True, False], 38, False, [False, False, False, False], 5789, 'South', (16, 12))
Element 32: (2, (16, 12), ['', 'G', '', '%'], [(16, 11), (17, 4), (12, 10)], [False, False, False, True], 36, False, [False, False, False, False], 5798, 'West', (15, 12))
