Element 1: (3, (16, 8), ['.', '.', 'G', '.'], [(16, 10), (10, 7), (16, 9)], [False, False, False, False], 98, False, [True, True, False, True], 1019, 'East', (17, 8))
Element 2: (3, (17, 8), ['', '%', 'G', '.'], [(17, 10), (9, 7), (17, 9)], [False, True, False, False], 96, False, [False, False, False, True], 2048, 'East', (18, 8))
Element 3: (3, (18, 8), ['', '%', 'G', '%'], [(18, 10), (9, 8), (18, 9)], [False, True, False, True], 94, False, [False, False, False, False], 2087, 'West', (17, 8))
Element 4: (3, (17, 8), ['', '%', '', ''], [(18, 11), (9, 9), (18, 10)], [False, True, False, False], 92, False, [False, False, False, False], 2106, 'West', (16, 8))
Element 5: (3, (16, 8), ['.', '.', '', ''], [(17, 11), (9, 10), (18, 11)], [False, False, False, False], 90, False, [True, True, False, False], 2125, 'South', (16, 7))
Element 6: (3, (16, 7), ['.', '.', '', '%'], [(16, 11), (10, 10), (17, 11)], [False, False, False, True], 88, False, [True, True, False, False], 2154, 'South', (16, 6))
Element 7: (3, (16, 6), ['.', '%', '', '.'], [(16, 12), (11, 10), (17, 10)], [False, True, False, False], 86, False, [True, False, False, True], 2183, 'East', (17, 6))
Element 8: (3, (17, 6), ['', '.', '%', '.'], [(16, 13), (12, 10), (16, 10)], [False, False, True, False], 84, False, [False, True, False, True], 2212, 'East', (18, 6))
Element 9: (3, (18, 6), ['', '.', '%', '%'], [(17, 13), (13, 10), (16, 11)], [False, False, True, True], 82, False, [False, True, False, False], 2241, 'South', (18, 5))
Element 10: (3, (18, 5), ['.', '.', '', '%'], [(18, 13), (14, 10), (15, 11)], [False, False, False, True], 80, False, [True, True, False, False], 2280, 'South', (18, 4))
Element 11: (3, (18, 4), ['.', '%', '', '%'], [(17, 13), (14, 11), (15, 12)], [False, True, False, True], 78, False, [True, False, False, False], 2309, 'West', (17, 4))
Element 12: (3, (17, 4), ['.', '.', '.', ''], [(16, 13), (14, 12), (16, 12)], [False, False, False, False], 76, False, [True, True, True, False], 2328, 'North', (17, 5))
