Element 1: (1, (6, 10), ['.', 'F', '.', '.'], [(9, 1), (8, 4), (11, 1)], [False, False, False, False], 98, False, [True, False, True, True], 999, 'South', (6, 9))
Element 2: (1, (6, 9), ['.', '%', '', 'F'], [(10, 1), (9, 4), (12, 1)], [False, True, False, False], 96, False, [True, False, False, False], 2028, 'East', (7, 9))
Element 3: (1, (7, 9), ['', '%', '.', '.'], [(10, 2), (10, 4), (13, 1)], [False, True, False, False], 94, False, [False, False, True, True], 3057, 'East', (8, 9))
Element 4: (1, (8, 9), ['', '.', '.', '.'], [(11, 2), (10, 5), (14, 1)], [False, False, False, False], 92, False, [False, True, True, True], 3096, 'East', (9, 9))
Element 5: (1, (9, 9), ['', '.', '.', '%'], [(12, 2), (10, 6), (14, 2)], [False, False, False, True], 90, False, [False, True, True, False], 3135, 'North', (9, 10))
Element 6: (1, (9, 10), ['.', '', '.', '.'], [(12, 3), (10, 7), (15, 2)], [False, False, False, False], 88, False, [True, False, True, True], 4164, 'East', (10, 10))
Element 7: (1, (10, 10), ['', '%', '.', '.'], [(13, 3), (9, 7), (16, 2)], [False, True, False, False], 86, False, [False, False, True, True], 5193, 'East', (11, 10))
Element 8: (1, (11, 10), ['', '.', '.', '.'], [(14, 3), (9, 8), (16, 3)], [False, False, False, False], 84, False, [False, True, True, True], 5232, 'East', (12, 10))
Element 9: (1, (12, 10), ['', '.', '.', '.'], [(14, 2), (10, 8), (17, 3)], [False, False, False, False], 82, False, [False, True, True, True], 5261, 'East', (13, 10))
Element 10: (1, (13, 10), ['', '.', '.', '.'], [(15, 2), (11, 8), (17, 4)], [False, False, False, False], 80, False, [False, True, True, True], 5290, 'East', (14, 10))
Element 11: (1, (14, 10), ['', '%', '.', '.'], [(16, 2), (11, 9), (18, 4)], [False, True, False, False], 78, False, [False, False, True, True], 5319, 'East', (15, 10))
Element 12: (1, (15, 10), ['', '.', '.', '.'], [(16, 3), (12, 9), (18, 5)], [False, False, False, False], 76, False, [False, True, True, True], 5348, 'East', (16, 10))
Element 13: (1, (16, 10), ['', '.', '.', '.'], [(16, 4), (13, 9), (18, 6)], [False, False, False, False], 74, False, [False, True, True, True], 5387, 'East', (17, 10))
Element 14: (1, (17, 10), ['', '.', '.', '.'], [(15, 4), (13, 8), (17, 6)], [False, False, False, False], 72, False, [False, True, True, True], 5426, 'East', (18, 10))
Element 15: (1, (18, 10), ['', '.', '.', '%'], [(15, 5), (14, 8), (17, 5)], [False, False, False, True], 70, False, [False, True, True, False], 5465, 'North', (18, 11))
Element 16: (1, (18, 11), ['.', '', '%', '%'], [(15, 6), (15, 8), (17, 6)], [False, False, True, True], 68, False, [True, False, False, False], 5494, 'West', (17, 11))
Element 17: (1, (17, 11), ['.', '', '%', ''], [(15, 7), (16, 8), (16, 6)], [False, False, True, False], 66, False, [True, False, False, False], 5533, 'West', (16, 11))
Element 18: (1, (16, 11), ['.', '', '.', ''], [(14, 7), (17, 8), (16, 7)], [False, False, False, False], 64, False, [True, False, True, False], 5572, 'North', (16, 12))
Element 19: (1, (16, 12), ['.', '', '.', '%'], [(14, 6), (18, 8), (16, 8)], [False, False, False, True], 62, False, [True, False, True, False], 5601, 'North', (16, 13))
Element 20: (1, (16, 13), ['%', '', '%', '.'], [(14, 5), (18, 9), (16, 9)], [True, False, True, False], 60, False, [False, False, False, True], 5640, 'East', (17, 13))
Element 21: (1, (17, 13), ['', '%', '%', '.'], [(13, 5), (17, 9), (15, 9)], [False, True, True, False], 58, False, [False, False, False, True], 5679, 'East', (18, 13))
Element 22: (1, (18, 13), ['', '%', '%', '%'], [(13, 6), (17, 10), (15, 10)], [False, True, True, True], 56, False, [False, False, False, False], 5698, 'West', (17, 13))
Element 23: (1, (17, 13), ['', '%', '%', ''], [(13, 7), (18, 10), (15, 11)], [False, True, True, False], 54, False, [False, False, False, False], 5717, 'West', (16, 13))
Element 24: (1, (16, 13), ['%', '', '%', ''], [(12, 7), (18, 11), (15, 12)], [True, False, True, False], 52, False, [False, False, False, False], 5736, 'South', (16, 12))
Element 25: (1, (16, 12), ['', '', '', '%'], [(12, 6), (17, 11), (14, 12)], [False, False, False, True], 50, False, [False, False, False, False], 5755, 'West', (15, 12))
Element 26: (1, (15, 12), ['', '', '%', ''], [(12, 5), (16, 11), (14, 11)], [False, False, True, False], 48, False, [False, False, False, False], 5774, 'South', (15, 11))
Element 27: (1, (15, 11), ['', '', '', ''], [(12, 6), (16, 12), (13, 11)], [False, False, False, False], 46, False, [False, False, False, False], 5783, 'West', (14, 11))
Element 28: (1, (14, 11), ['', '', '', ''], [(12, 7), (16, 13), (13, 12)], [False, False, False, False], 44, False, [False, False, False, False], 5792, 'North', (14, 12))
Element 29: (1, (14, 12), ['', '', '%', ''], [(13, 7), (17, 13), (12, 12)], [False, False, True, False], 42, False, [False, False, False, False], 5801, 'West', (13, 12))
Element 30: (1, (13, 12), ['', '', '%', ''], [(13, 8), (18, 13), (12, 13)], [False, False, True, False], 40, False, [False, False, False, False], 6800, 'South', (13, 11))
Element 31: (1, (13, 11), ['.', '', '', ''], [(14, 8), (17, 13), (11, 13)], [False, False, False, False], 38, False, [True, False, False, False], 6809, 'West', (12, 11))
Element 32: (1, (12, 11), ['.', '', '', ''], [(15, 8), (16, 13), (10, 13)], [False, False, False, False], 36, False, [True, False, False, False], 6828, 'West', (11, 11))
Element 33: (1, (11, 11), ['.', '', '%', ''], [(16, 8), (16, 12), (10, 12)], [False, False, True, False], 34, False, [True, False, False, False], 6847, 'West', (10, 11))
Element 34: (1, (10, 11), ['.', '', '', ''], [(17, 8), (15, 12), (9, 12)], [False, False, False, False], 32, False, [True, False, False, False], 6866, 'West', (9, 11))
Element 35: (1, (9, 11), ['.', '', '', ''], [(18, 8), (15, 11), (10, 12)], [False, False, False, False], 30, False, [True, False, False, False], 6875, 'West', (8, 11))
Element 36: (1, (8, 11), ['F', '.', '%', ''], [(18, 9), (15, 10), (10, 13)], [False, False, True, False], 28, False, [False, True, False, False], 6884, 'West', (7, 11))
