Element 1: (2, (13, 11), ['.', '.', 'G', '.'], [(9, 1), (7, 4), (13, 12)], [False, False, False, False], 98, False, [True, True, False, True], 1009, 'East', (14, 11))
Element 2: (2, (14, 11), ['', '.', 'G', '.'], [(10, 1), (8, 4), (14, 12)], [False, False, False, False], 96, False, [False, True, False, True], 1048, 'East', (15, 11))
Element 3: (2, (15, 11), ['', '.', 'G', '.'], [(11, 1), (9, 4), (15, 12)], [False, False, False, False], 94, False, [False, True, False, True], 1087, 'East', (16, 11))
Element 4: (2, (16, 11), ['', '.', 'G', '.'], [(12, 1), (10, 4), (16, 12)], [False, False, False, False], 92, False, [False, True, False, True], 1126, 'East', (17, 11))
Element 5: (2, (17, 11), ['', '.', '%', '.'], [(13, 1), (10, 5), (16, 13)], [False, False, True, False], 90, False, [False, True, False, True], 1165, 'East', (18, 11))
Element 6: (2, (18, 11), ['', '.', '%', '%'], [(14, 1), (10, 6), (17, 13)], [False, False, True, True], 88, False, [False, True, False, False], 1204, 'South', (18, 10))
Element 7: (2, (18, 10), ['.', '.', '', '%'], [(14, 2), (10, 7), (18, 13)], [False, False, False, True], 86, False, [True, True, False, False], 2233, 'South', (18, 9))
Element 8: (2, (18, 9), ['.', '.', '', '%'], [(15, 2), (9, 7), (17, 13)], [False, False, False, True], 84, False, [True, True, False, False], 3252, 'South', (18, 8))
Element 9: (2, (18, 8), ['.', '%', '', '%'], [(16, 2), (9, 8), (16, 13)], [False, True, False, True], 82, False, [True, False, False, False], 3281, 'West', (17, 8))
Element 10: (2, (17, 8), ['.', '%', '.', ''], [(16, 3), (10, 8), (16, 12)], [False, True, False, False], 80, False, [True, False, True, False], 3310, 'North', (17, 9))
Element 11: (2, (17, 9), ['.', '', '.', ''], [(17, 3), (11, 8), (16, 11)], [False, False, False, False], 78, False, [True, False, True, False], 3339, 'North', (17, 10))
Element 12: (2, (17, 10), ['G', '', '', ''], [(17, 4), (11, 9), (16, 10)], [False, False, False, False], 76, False, [False, False, False, False], 3378, 'South', (17, 9))
Element 13: (2, (17, 9), ['G', '', '', ''], [(18, 4), (12, 9), (16, 9)], [False, False, False, False], 74, False, [False, False, False, False], 3407, 'South', (17, 8))
Element 14: (2, (17, 8), ['G', '%', '', ''], [(18, 5), (13, 9), (16, 8)], [False, True, False, False], 72, False, [False, False, False, False], 3436, 'North', (17, 9))
